Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,Signal44,Signal45,Signal46,Signal47,Signal48,Signal49,Signal50,Signal51,Signal52,Signal53,Signal54,Signal55,entity,timestamp
58.253506,33.299,52.897545,1.0904098,13.17464,5.8748727,73.1,8.0451,2.543235,299.9588,62.434513,34.611275,75.1,283.9,142.16068,54.189484,57.92798,300.9,296.3,32.09735,52.3,4.5100036,58.85023,9.045439,68.7,9.596474,59.357594,-26.771954,146.76509,308.3,15.055951,9.070871,99.931335,294.5,58.098724,55.130466,65.8,5.289929,74.7,59.8,85.3,2.9086747,302.0,299.2,91.69146,28.09949,310.3,41.831997,7.8416414,57.96358,139.99771,72.5,68.7,308.2,6.968464,Equipment1,2018-10-14 00:00:00
58.24842,33.299,52.928062,1.0913253,13.15816,5.857918,73.2,8.11292,2.543235,299.263,62.444687,34.64561,75.1,283.9,141.82117,54.1844,57.92289,300.9,296.2,32.009613,52.4,4.5100036,59.418633,9.003052,68.7,9.596474,59.29656,-26.798656,146.65828,308.3,15.428959,9.096304,100.0,294.7,58.098724,55.125378,65.8,5.1881995,74.6,59.8,85.6,2.9086747,302.0,299.2,91.38018,28.09949,310.3,41.70474,7.934893,57.958496,139.95193,72.5,68.7,308.2,6.8328247,Equipment1,2018-10-14 00:01:00
58.22299,33.299,52.94332,1.0913253,13.1664,5.798576,73.1,8.0451,2.543235,300.0412,62.434513,34.699017,75.1,283.7,141.57321,54.179314,57.92798,300.9,296.4,32.082092,52.2,4.5439134,59.719997,8.51136,68.6,9.494744,59.29656,-26.859694,146.62013,308.3,15.1576805,9.206511,100.0,294.7,58.098724,55.125378,65.8,5.1881995,74.7,60.0,85.5,2.9077592,302.2,299.1,91.57244,28.09949,310.3,41.895172,7.739912,57.958496,140.21896,72.4,68.6,308.2,6.8328247,Equipment1,2018-10-14 00:02:00
58.228073,33.310444,52.91789,1.0931563,13.208514,5.815531,73.1,7.9772806,2.543235,300.68207,62.439598,34.729534,75.1,283.7,141.73343,54.174225,57.92798,301.1,296.6,32.017242,52.2,4.5100036,59.327076,8.943709,68.7,9.562564,59.29656,-26.874952,146.59724,308.3,15.2255,9.27433,99.897,294.5,58.18265,55.115208,65.9,5.1542897,74.9,60.1,85.3,2.9095902,302.2,299.1,92.15839,28.09949,310.4,42.157932,7.6381826,57.948322,140.26474,72.4,68.6,308.1,6.8667345,Equipment1,2018-10-14 00:03:00
58.23316,33.299,52.90263,1.0913253,13.177386,5.840963,73.1,8.104443,2.5093253,299.6109,62.444687,34.554054,75.1,283.9,141.74487,54.16405,57.917805,300.9,296.4,32.043945,52.3,4.476094,59.15923,8.816548,68.7,9.596474,59.29656,-27.00084,146.59724,308.3,15.428959,9.214988,99.96567,294.5,58.098724,55.125378,65.8,5.2221093,74.7,59.9,85.3,2.9086747,302.1,299.2,91.65484,28.09949,310.3,41.88968,7.5618854,57.958496,140.02823,72.5,68.7,308.2,7.0193286,Equipment1,2018-10-14 00:04:00
58.243332,33.299,52.91789,1.0913253,13.159991,5.8324857,73.1,8.028145,2.5093253,300.15106,62.444687,34.554054,75.1,283.8,141.59991,54.16405,57.917805,300.9,296.3,31.998169,52.2,4.5100036,59.540703,9.036962,68.7,9.494744,59.34615,-27.046616,146.58199,308.2,15.632418,9.24042,99.996185,294.7,58.098724,55.125378,65.8,5.2221093,74.7,59.9,85.5,2.9068437,302.1,299.2,91.46258,28.107119,310.3,41.789883,7.5788403,57.948322,140.14648,72.4,68.6,308.2,6.807392,Equipment1,2018-10-14 00:05:00
58.23316,33.299,52.90263,1.0904098,13.239643,5.8324857,73.2,8.028145,2.6110547,299.7757,62.42434,34.706646,75.3,283.6,141.83261,54.158966,57.912716,301.1,296.8,32.0058,52.1,4.5100036,59.27367,9.104781,68.8,9.6303835,59.39956,-27.084764,146.57054,308.3,15.1576805,9.121737,99.897,294.1,58.098724,55.115208,66.0,5.2221093,75.1,60.3,84.9,2.9105058,302.4,299.3,92.45136,28.08423,310.5,42.471046,7.6720924,57.93815,140.3067,72.5,68.7,308.2,6.8497796,Equipment1,2018-10-14 00:06:00
58.23316,33.299,52.90263,1.0894941,13.137102,5.8748727,73.2,8.104443,2.5093253,299.92218,62.42434,34.59983,75.0,284.1,141.71054,54.16405,57.917805,300.8,296.1,32.05539,52.5,4.5100036,59.052414,8.782639,68.8,9.562564,59.334705,-26.878767,146.57436,308.3,15.598508,9.299763,99.660484,294.8,58.098724,55.115208,65.7,5.1881995,74.5,59.7,85.7,2.9086747,301.9,299.2,91.25201,28.107119,310.3,41.506065,7.765344,57.948322,140.16937,72.5,68.7,308.3,7.0532384,Equipment1,2018-10-14 00:07:00
58.228073,33.299,52.938236,1.0904098,13.131609,5.824008,73.2,8.155307,2.5093253,299.65668,62.419254,34.569313,74.9,284.0,141.30235,54.16405,57.912716,300.8,296.1,32.036316,52.5,4.5100036,59.15923,8.994575,68.7,9.562564,59.319447,-26.84825,146.47516,308.3,15.123771,9.028484,99.59945,294.9,58.098724,55.125378,65.7,5.1881995,74.5,59.7,85.7,2.9086747,301.9,299.3,91.160446,28.09186,310.3,41.517967,7.5364532,57.958496,140.34866,72.4,68.7,308.2,7.0786705,Equipment1,2018-10-14 00:08:00
58.22299,33.287556,52.928062,1.0913253,13.205768,5.764666,73.2,7.8585963,2.543235,299.3637,62.42434,34.6952,75.3,283.7,141.35957,54.16405,57.90763,301.1,296.7,32.017242,52.1,4.5100036,59.067673,8.791116,68.7,9.494744,59.34615,-26.89784,146.53621,308.3,15.25941,9.198033,99.59945,294.3,58.18265,55.120293,65.9,5.1881995,75.0,60.2,85.1,2.9077592,302.3,299.2,92.14923,28.095675,310.4,42.255894,7.3414717,57.943237,140.34866,72.4,68.7,308.2,6.8667345,Equipment1,2018-10-14 00:09:00
