Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,Signal44,Signal45,Signal46,Signal47,Signal48,Signal49,Signal50,Signal51,Signal52,Signal53,Signal54,Signal55,entity,timestamp
60.725487,39.799343,55.33392,1.1160449,13.560998,6.273313,74.8,8.452018,2.8484232,302.27512,63.934998,41.500725,76.9,282.2,153.95209,57.251488,60.379612,302.3,297.7,38.39933,50.4,4.781282,56.981003,8.935232,69.6,10.27467,65.46502,-15.011063,155.19951,308.8,16.446253,9.384537,111.02083,292.8,63.77508,57.521065,67.4,4.781282,77.2,61.4,83.3,2.9105058,303.9,299.8,94.676125,34.912643,311.5,44.55665,7.799254,59.942184,144.68987,71.4,70.1,308.3,7.265175,Equipment1,2018-12-17 00:00:00
60.730576,39.799343,55.31866,1.1151294,13.592126,6.3241777,74.8,8.528315,2.882333,302.3209,63.92991,41.56939,77.0,282.1,154.05127,57.256573,60.369442,302.4,297.9,38.334476,50.3,4.781282,57.213703,8.969142,69.7,10.342489,65.49935,-15.0873575,155.20714,308.8,16.208885,9.333673,110.97124,292.6,63.74838,57.51598,67.5,4.916921,77.3,61.6,83.1,2.9095902,304.0,299.7,95.097275,34.89357,311.5,44.838634,7.9942355,59.9371,144.60594,71.5,70.1,308.4,7.2990847,Equipment1,2018-12-17 00:01:00
60.725487,39.799343,55.303402,1.1142138,13.602198,6.3411326,74.9,8.528315,2.9501526,303.20898,63.92991,41.470207,77.0,282.1,154.24582,57.256573,60.35927,302.4,298.0,38.44892,50.3,4.747372,57.030594,9.520176,69.8,10.27467,65.48028,-15.091172,155.28725,308.8,16.141066,9.2912855,110.78432,292.6,63.79797,57.51598,67.5,4.8491015,77.4,61.6,83.1,2.9105058,304.0,299.8,95.33532,34.89357,311.5,44.907303,8.0451,59.9371,144.51439,71.5,70.1,308.4,7.400814,Equipment1,2018-12-17 00:02:00
60.7204,39.776455,55.29323,1.1142138,13.600367,6.408952,74.8,8.697864,2.9162428,303.97803,63.92991,41.485466,77.0,282.1,154.40222,57.251488,60.35927,302.5,298.1,38.39933,50.3,4.8151917,56.73686,9.698203,69.6,10.376399,65.49935,-15.064469,155.29106,308.8,16.412344,9.333673,110.67368,292.6,63.79797,57.505806,67.6,4.8491015,77.5,61.7,83.1,2.9068437,304.1,299.6,95.49096,34.85542,311.5,44.96498,7.8246865,59.9371,144.52965,71.4,70.1,308.3,7.460156,Equipment1,2018-12-17 00:03:00
60.7204,39.69253,55.288143,1.1169604,13.629663,6.4174294,74.8,8.587657,2.9162428,303.6576,63.92991,41.443504,77.1,282.1,154.50905,57.241314,60.354183,302.6,298.1,38.387886,50.3,4.781282,56.80171,9.045439,69.6,10.308579,65.48028,-14.7631035,155.33302,308.8,16.242794,9.469312,110.37232,292.5,63.79797,57.510895,67.6,4.916921,77.6,61.7,83.0,2.9141681,304.1,299.7,95.729,34.94316,311.6,45.124283,7.9009833,59.93201,144.3656,71.4,70.0,308.3,7.3669043,Equipment1,2018-12-17 00:04:00
60.730576,39.684902,55.288143,1.1160449,13.58114,6.3580875,74.8,8.663954,2.9162428,303.98718,63.934998,41.374836,77.0,282.1,154.53194,57.246403,60.354183,302.4,298.0,38.31159,50.3,4.8151917,57.106888,9.231943,69.7,10.308579,65.49935,-14.656291,155.31395,308.8,16.751442,9.121737,110.40284,292.7,63.79034,57.51598,67.5,4.8491015,77.5,61.6,83.2,2.9095902,304.1,299.8,95.21629,34.817272,311.5,44.834972,7.782299,59.942184,144.37323,71.4,70.1,308.4,7.460156,Equipment1,2018-12-17 00:05:00
60.730576,39.616234,55.288143,1.1169604,13.601282,6.3665648,74.7,8.587657,2.9162428,303.19983,63.934998,41.4168,77.0,282.1,154.53957,57.241314,60.354183,302.5,298.0,38.307774,50.3,4.781282,57.17174,9.130214,69.6,10.308579,65.49935,-14.747845,155.29869,308.7,16.581892,9.393015,110.463875,292.6,63.78271,57.51598,67.5,4.8151917,77.5,61.6,83.0,2.9086747,304.0,299.6,95.42687,34.813457,311.6,44.937515,7.9603257,59.942184,144.28168,71.3,70.1,308.3,7.2990847,Equipment1,2018-12-17 00:06:00
60.725487,39.669643,55.288143,1.1160449,13.58114,6.459817,74.8,8.621567,2.9162428,303.70337,63.934998,41.355762,77.0,282.3,154.45944,57.23623,60.349094,302.4,297.7,38.29633,50.5,4.747372,57.12978,9.282807,69.7,10.20685,65.47265,-14.854658,155.29869,308.8,16.107155,9.409969,110.521095,292.9,63.767452,57.510895,67.5,4.916921,77.2,61.4,83.4,2.9105058,303.9,299.8,95.097275,34.7982,311.5,44.65919,7.7314343,59.94727,144.32364,71.4,70.1,308.3,7.3329945,Equipment1,2018-12-17 00:07:00
60.725487,39.62005,55.298317,1.1151294,13.553674,6.332655,74.9,8.630044,2.882333,303.328,63.940083,41.355762,76.9,282.4,154.21149,57.23623,60.34401,302.3,297.5,38.29633,50.6,4.781282,57.35866,9.24042,69.7,10.13903,65.47265,-15.236134,155.24147,308.8,16.141066,9.4608345,110.84154,293.1,63.752193,57.510895,67.4,4.8830113,77.0,61.2,83.6,2.9114213,303.7,299.8,94.58457,34.779125,311.4,44.36713,7.765344,59.95236,144.39612,71.5,70.2,308.4,7.3414717,Equipment1,2018-12-17 00:08:00
60.7204,39.696346,55.313576,1.1151294,13.541772,6.256358,74.8,8.435062,2.8484232,302.63217,63.934998,41.298542,76.7,282.3,153.85672,57.226055,60.349094,302.2,297.5,38.29633,50.5,4.781282,57.278553,9.223466,69.7,10.478128,65.49935,-15.381094,155.10033,308.8,16.073246,9.511699,110.84154,293.1,63.794155,57.51598,67.4,4.916921,76.9,61.2,83.5,2.9114213,303.8,299.7,94.41978,34.729534,311.4,44.351566,7.739912,59.942184,144.57924,71.4,70.1,308.3,7.324517,Equipment1,2018-12-17 00:09:00
60.710228,39.681087,55.30849,1.1151294,13.539941,6.298745,74.8,8.528315,2.882333,303.30054,63.934998,41.367207,76.8,282.3,153.74228,57.21588,60.34401,302.3,297.5,38.292515,50.5,4.747372,57.141224,9.096304,69.7,10.342489,65.49935,-15.617609,155.04692,308.8,16.005426,9.359105,110.83391,293.2,63.794155,57.510895,67.4,4.8830113,77.0,61.3,83.6,2.9086747,303.8,299.7,94.483864,34.706646,311.4,44.356144,7.8840284,59.9371,144.63646,71.4,70.1,308.4,7.3329945,Equipment1,2018-12-17 00:10:00
60.710228,39.600975,55.298317,1.1169604,13.589379,6.3580875,74.8,8.502882,2.8484232,302.61386,63.934998,41.27184,77.0,282.2,153.74991,57.210796,60.34401,302.4,297.7,38.27344,50.4,4.781282,56.958115,9.528654,69.6,10.342489,65.49935,-15.533685,155.02022,308.7,16.107155,9.316717,110.77287,292.8,63.79797,57.505806,67.5,4.8830113,77.2,61.4,83.2,2.9123368,303.9,299.6,94.98741,34.699017,311.5,44.746166,7.782299,59.926926,144.65935,71.4,70.1,308.3,7.28213,Equipment1,2018-12-17 00:11:00
60.710228,39.578087,55.272884,1.1151294,13.594873,6.4343843,74.8,8.47745,2.882333,302.61386,63.934998,41.30617,77.0,282.0,153.95972,57.21588,60.34401,302.4,298.1,38.254368,50.2,4.8491015,57.057297,9.011529,69.7,10.27467,65.49935,-15.484093,155.09651,308.8,16.446253,9.6303835,110.56306,292.5,63.778896,57.505806,67.5,4.8151917,77.5,61.7,83.0,2.9095902,304.1,299.7,95.20714,34.699017,311.5,44.96132,7.782299,59.92184,144.42664,71.4,70.1,308.4,7.265175,Equipment1,2018-12-17 00:12:00
60.705143,39.59716,55.24745,1.1151294,13.617762,6.4343843,74.7,8.54527,2.9162428,302.56808,63.934998,41.287098,77.0,282.0,154.20767,57.210796,60.333836,302.3,298.0,38.197147,50.2,4.8151917,56.725414,8.791116,69.7,10.24076,65.49935,-15.312428,155.1461,308.8,16.547983,9.155646,110.261696,292.3,63.78271,57.495636,67.5,4.8151917,77.5,61.6,82.8,2.9095902,304.0,299.6,95.518425,34.699017,311.5,45.02449,7.8246865,59.911667,144.27786,71.4,70.1,308.3,7.434724,Equipment1,2018-12-17 00:13:00
60.710228,39.59716,55.237278,1.1132983,13.609522,6.34961,74.9,8.51136,2.9162428,303.91394,63.92991,41.260395,77.0,282.1,154.345,57.200623,60.32875,302.4,298.0,38.197147,50.3,4.8151917,56.492714,9.469312,69.7,10.410309,65.49935,-15.259022,155.1957,308.9,16.717531,9.198033,110.2388,292.6,63.794155,57.485462,67.5,4.8491015,77.4,61.6,83.1,2.9105058,304.0,299.8,95.47265,34.72572,311.5,44.96132,7.909461,59.911667,144.24353,71.5,70.1,308.4,7.3584266,Equipment1,2018-12-17 00:14:00
