Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,Signal44,Signal45,Signal46,Signal47,Signal48,Signal49,Signal50,Signal51,Signal52,Signal53,Signal54,Signal55,entity,timestamp
61.48336,42.061493,56.463097,1.1013962,13.512474,7.1804004,71.0,0.0339098,3.4248898,303.48364,64.565704,44.003204,76.2,285.6,159.20119,58.09583,61.18835,302.4,297.5,40.897995,53.4,4.747372,113.68734,10.003391,65.5,8.986097,67.09773,-35.908295,158.62898,306.6,18.175653,10.613768,90.15411,200.0,64.099335,58.36032,66.7,5.4933877,75.8,60.2,0.0,2.856489,303.1,296.7,97.651634,35.80911,312.0,43.799496,8.485928,60.745834,145.80759,69.7,65.3,306.2,7.985758,Equipment1,2018-02-18 00:00:00
61.47827,42.038605,56.452927,1.1013962,13.543603,7.087148,71.1,0.04238725,3.4248898,303.64844,64.56062,44.010834,76.3,285.5,159.37666,58.09074,61.193436,302.5,297.7,40.89418,53.4,4.7134624,113.36309,9.876229,65.5,9.053917,67.02144,-35.91211,158.69765,306.6,17.768736,10.367921,90.19989,200.0,64.06119,58.355232,66.8,5.425568,76.0,60.3,0.0,2.85832,303.2,296.7,98.02701,35.831997,312.0,44.05127,8.587657,60.73566,145.72366,69.7,65.4,306.2,7.985758,Equipment1,2018-02-18 00:01:00
61.47827,42.16068,56.447838,1.1023117,13.550927,7.0532384,71.1,0.0339098,3.4248898,303.9414,64.56062,44.010834,76.4,285.5,159.50638,58.09583,61.18835,302.5,297.8,40.897995,53.3,4.781282,113.317314,9.596474,65.5,9.121737,67.08247,-35.91974,158.73198,306.6,18.345201,10.410309,90.19989,200.0,63.996338,58.36032,66.8,5.3916583,76.0,60.4,0.0,2.8592355,303.2,296.6,98.091095,35.80911,312.0,44.078735,8.248559,60.73566,145.67026,69.7,65.3,306.2,8.01119,Equipment1,2018-02-18 00:02:00
61.47827,42.09201,56.442753,1.1023117,13.555505,7.1634455,71.0,0.0339098,3.4587996,303.68506,64.56062,44.060425,76.4,285.5,159.63226,58.09583,61.19852,302.5,297.7,40.890366,53.4,4.6795526,113.19142,9.961003,65.5,9.189556,66.99855,-35.893036,158.73198,306.6,17.836555,10.825704,90.19989,200.0,64.099335,58.355232,66.8,5.425568,75.9,60.3,0.0,2.8610666,303.2,296.7,98.091095,35.81674,312.0,44.072327,8.409631,60.73566,145.59015,69.7,65.3,306.3,7.943371,Equipment1,2018-02-18 00:03:00
61.48336,41.996643,56.447838,1.1032273,13.539941,7.1973553,71.0,0.0339098,3.39098,303.58435,64.57079,43.980316,76.3,285.5,159.63226,58.085655,61.193436,302.5,297.7,40.8484,53.3,4.6795526,113.24864,9.944049,65.5,9.121737,67.05577,-35.91974,158.79683,306.6,17.972195,10.393353,90.19989,200.0,64.099335,58.36032,66.8,5.3916583,76.0,60.4,0.0,2.8574045,303.2,296.6,97.96292,35.8587,312.0,44.039368,8.460495,60.725487,145.49858,69.6,65.3,306.2,7.9603257,Equipment1,2018-02-18 00:04:00
61.473186,42.061493,56.43258,1.1041428,13.562829,6.959986,71.0,0.0339098,3.39098,303.54773,64.57588,44.026093,76.4,285.3,159.75052,58.09074,61.18835,302.6,298.0,40.83314,53.2,4.6456428,113.14183,9.604951,65.5,9.087827,67.09773,-35.839626,158.79683,306.5,17.870464,10.452696,90.19989,200.0,64.0116,58.355232,66.9,5.4933877,76.2,60.5,0.0,2.8592355,303.4,296.6,98.228424,35.862514,312.1,44.249027,8.231604,60.725487,145.48332,69.6,65.3,306.2,7.9009833,Equipment1,2018-02-18 00:05:00
61.47827,42.09964,56.407146,1.1041428,13.641565,6.968464,70.9,0.0339098,3.4587996,301.17648,64.56062,44.148167,76.7,285.0,160.18921,58.09074,61.18835,302.9,298.4,40.8484,52.9,4.611733,112.2301,9.7151575,65.5,9.155646,67.002365,-35.709927,158.89601,306.6,17.870464,10.43574,90.18082,200.0,64.08026,58.355232,67.1,5.459478,76.6,60.8,0.0,2.8574045,303.6,296.6,99.052414,35.83581,312.2,44.904556,8.307901,60.7204,145.0866,69.6,65.3,306.2,8.028145,Equipment1,2018-02-18 00:06:00
61.47827,42.09964,56.386803,1.1023117,13.582971,7.1464906,71.0,0.0339098,3.4587996,302.7512,64.555534,43.972687,76.6,285.4,160.48676,58.09583,61.193436,302.8,298.1,40.79881,53.2,4.6456428,111.997406,9.723635,65.5,9.087827,67.0901,-35.492485,159.01808,306.5,18.209562,10.596812,90.18082,200.0,64.099335,58.36032,67.0,5.3916583,76.3,60.6,0.0,2.8555734,303.4,296.7,98.53971,35.84344,312.1,44.410164,8.519837,60.7204,144.72038,69.7,65.2,306.2,8.01119,Equipment1,2018-02-18 00:07:00
61.488445,42.015717,56.391888,1.1023117,13.59762,7.154968,71.0,0.0339098,3.4587996,303.4928,64.565704,44.029907,76.5,285.4,160.50584,58.09583,61.193436,302.6,298.0,40.79881,53.2,4.611733,112.355995,9.70668,65.5,9.189556,67.05577,-35.694668,159.01427,306.6,17.870464,10.43574,90.20752,200.0,64.091705,58.355232,66.9,5.459478,76.3,60.5,0.0,2.8592355,303.4,296.7,98.62211,35.86633,312.1,44.463264,8.485928,60.730576,144.91112,69.7,65.3,306.2,8.062055,Equipment1,2018-02-18 00:08:00
61.488445,42.004272,56.396976,1.1023117,13.555505,7.1125803,71.0,0.0339098,3.4927094,304.56396,64.56062,44.083313,76.4,285.6,160.46768,58.09074,61.19852,302.5,297.7,40.79881,53.4,4.6456428,112.44755,10.147508,65.5,9.087827,67.002365,-35.92737,159.02571,306.6,17.802645,10.334011,90.177,200.0,64.08026,58.355232,66.9,5.4933877,76.0,60.4,0.0,2.85832,303.2,296.6,98.29252,35.88159,312.0,44.113525,8.604611,60.73566,145.02937,69.7,65.3,306.2,8.11292,Equipment1,2018-02-18 00:09:00
