Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,entity,timestamp
31.056612,28.667887,31.224463,1.0968184,0.108949415,0.11020685,Equipment1,2018-03-19 04:24:00
31.056612,28.667887,31.224463,1.0968184,0.108949415,0.1017294,Equipment1,2018-03-19 04:25:00
31.051525,28.698406,31.224463,1.0968184,0.108949415,0.1017294,Equipment1,2018-03-19 04:26:00
31.051525,28.698406,31.22955,1.0968184,0.108949415,0.1017294,Equipment1,2018-03-19 04:27:00
31.051525,28.683146,31.22955,1.0968184,0.108949415,0.11020685,Equipment1,2018-03-19 04:28:00
31.046438,28.698406,31.234634,1.0968184,0.108949415,0.11020685,Equipment1,2018-03-19 04:29:00
31.051525,28.698406,31.224463,1.0959029,0.108949415,0.1186843,Equipment1,2018-03-19 04:30:00
31.046438,28.698406,31.219376,1.0959029,0.108949415,0.11020685,Equipment1,2018-03-19 04:31:00
31.051525,28.656443,31.224463,1.0959029,0.10803387,0.11020685,Equipment1,2018-03-19 04:32:00
31.051525,28.648813,31.224463,1.0959029,0.10803387,0.11020685,Equipment1,2018-03-19 04:33:00
31.041353,28.698406,31.219376,1.0959029,0.10803387,0.1017294,Equipment1,2018-03-19 04:34:00
31.041353,28.70222,31.224463,1.0959029,0.10803387,0.1186843,Equipment1,2018-03-19 04:35:00
31.046438,28.652628,31.219376,1.0959029,0.10803387,0.12716176,Equipment1,2018-03-19 04:36:00
31.046438,28.755627,31.219376,1.0968184,0.10803387,0.1017294,Equipment1,2018-03-19 04:37:00
31.051525,28.7747,31.219376,1.0968184,0.108949415,0.11020685,Equipment1,2018-03-19 04:38:00
31.051525,28.736553,31.214289,1.0977341,0.108949415,0.11020685,Equipment1,2018-03-19 04:39:00
31.046438,28.78233,31.214289,1.0977341,0.10986496,0.1017294,Equipment1,2018-03-19 04:40:00
31.041353,28.78233,31.219376,1.0986496,0.10986496,0.11020685,Equipment1,2018-03-19 04:41:00
31.041353,28.698406,31.214289,1.0986496,0.1107805,0.1017294,Equipment1,2018-03-19 04:42:00
31.041353,28.759441,31.209204,1.0986496,0.1107805,0.11020685,Equipment1,2018-03-19 04:43:00
31.036266,28.755627,31.209204,1.0995651,0.11169604,0.1017294,Equipment1,2018-03-19 04:44:00
31.041353,28.747997,31.204117,1.0995651,0.11169604,0.11020685,Equipment1,2018-03-19 04:45:00
31.041353,28.732738,31.214289,1.1004807,0.11169604,0.1017294,Equipment1,2018-03-19 04:46:00
31.041353,28.744183,31.214289,1.1004807,0.112611584,0.1017294,Equipment1,2018-03-19 04:47:00
31.036266,28.801403,31.209204,1.1013962,0.112611584,0.11020685,Equipment1,2018-03-19 04:48:00
31.036266,28.816664,31.209204,1.1013962,0.112611584,0.1186843,Equipment1,2018-03-19 04:49:00
31.036266,28.770885,31.214289,1.1013962,0.11444266,0.1186843,Equipment1,2018-03-19 04:50:00
31.041353,28.847181,31.204117,1.1023117,0.11444266,0.1186843,Equipment1,2018-03-19 04:51:00
31.036266,28.858625,31.204117,1.1023117,0.11444266,0.11020685,Equipment1,2018-03-19 04:52:00
31.036266,28.885328,31.209204,1.1023117,0.1153582,0.1017294,Equipment1,2018-03-19 04:53:00
31.036266,28.896772,31.209204,1.1032273,0.1153582,0.09325195,Equipment1,2018-03-19 04:54:00
31.036266,28.896772,31.204117,1.1041428,0.116273746,0.1017294,Equipment1,2018-03-19 04:55:00
31.03118,28.896772,31.204117,1.1041428,0.116273746,0.1017294,Equipment1,2018-03-19 04:56:00
31.026093,28.896772,31.204117,1.1050583,0.116273746,0.11020685,Equipment1,2018-03-19 04:57:00
31.026093,28.896772,31.204117,1.1050583,0.116273746,0.1017294,Equipment1,2018-03-19 04:58:00
31.026093,28.900587,31.204117,1.1050583,0.11718929,0.1186843,Equipment1,2018-03-19 04:59:00
31.021008,28.91966,31.19903,1.105974,0.11718929,0.1186843,Equipment1,2018-03-19 05:00:00
31.026093,28.969254,31.193943,1.105974,0.11810483,0.11020685,Equipment1,2018-03-19 05:01:00
31.026093,28.892958,31.19903,1.105974,0.11810483,0.11020685,Equipment1,2018-03-19 05:02:00
31.03118,28.923475,31.193943,1.1068895,0.11810483,0.11020685,Equipment1,2018-03-19 05:03:00
31.026093,28.992142,31.193943,1.1068895,0.11902037,0.11020685,Equipment1,2018-03-19 05:04:00
31.026093,28.992142,31.188858,1.1068895,0.11902037,0.09325195,Equipment1,2018-03-19 05:05:00
31.021008,28.976883,31.193943,1.107805,0.119935915,0.11020685,Equipment1,2018-03-19 05:06:00
31.026093,28.999771,31.188858,1.107805,0.119935915,0.11020685,Equipment1,2018-03-19 05:07:00
31.03118,28.92729,31.183771,1.107805,0.12085146,0.1186843,Equipment1,2018-03-19 05:08:00
31.026093,29.003586,31.183771,1.1087205,0.12085146,0.1186843,Equipment1,2018-03-19 05:09:00
31.026093,29.003586,31.188858,1.1087205,0.12085146,0.11020685,Equipment1,2018-03-19 05:10:00
31.01592,29.034103,31.183771,1.1096361,0.12176699,0.1017294,Equipment1,2018-03-19 05:11:00
31.021008,29.083696,31.188858,1.1096361,0.12176699,0.1017294,Equipment1,2018-03-19 05:12:00
31.01592,29.056992,31.188858,1.1096361,0.122682534,0.1017294,Equipment1,2018-03-19 05:13:00
31.021008,28.999771,31.188858,1.1105516,0.122682534,0.11020685,Equipment1,2018-03-19 05:14:00
31.01592,29.068438,31.183771,1.1105516,0.122682534,0.1017294,Equipment1,2018-03-19 05:15:00
31.021008,29.098955,31.178684,1.1105516,0.12359808,0.1017294,Equipment1,2018-03-19 05:16:00
31.021008,29.098955,31.183771,1.1114671,0.12359808,0.1017294,Equipment1,2018-03-19 05:17:00
31.01592,29.098955,31.183771,1.1105516,0.12359808,0.11020685,Equipment1,2018-03-19 05:18:00
31.01592,29.098955,31.183771,1.1114671,0.12451362,0.1017294,Equipment1,2018-03-19 05:19:00
31.01592,29.10277,31.178684,1.1123827,0.12359808,0.1186843,Equipment1,2018-03-19 05:20:00
31.010834,29.133287,31.183771,1.1123827,0.12451362,0.1017294,Equipment1,2018-03-19 05:21:00
31.01592,29.137102,31.178684,1.1123827,0.12451362,0.09325195,Equipment1,2018-03-19 05:22:00
31.01592,29.125658,31.173597,1.1123827,0.12451362,0.11020685,Equipment1,2018-03-19 05:23:00
31.01592,29.16762,31.173597,1.1123827,0.12542915,0.1186843,Equipment1,2018-03-19 05:24:00
31.010834,29.098955,31.178684,1.1132983,0.12542915,0.1017294,Equipment1,2018-03-19 05:25:00
31.010834,29.140917,31.168512,1.1132983,0.12542915,0.1017294,Equipment1,2018-03-19 05:26:00
31.005747,29.186693,31.173597,1.1132983,0.1263447,0.1017294,Equipment1,2018-03-19 05:27:00
31.005747,29.125658,31.173597,1.1142138,0.1263447,0.11020685,Equipment1,2018-03-19 05:28:00
31.010834,29.171434,31.173597,1.1142138,0.1263447,0.1017294,Equipment1,2018-03-19 05:29:00
31.010834,29.205769,31.168512,1.1142138,0.12726024,0.1017294,Equipment1,2018-03-19 05:30:00
31.010834,29.171434,31.168512,1.1142138,0.12726024,0.11020685,Equipment1,2018-03-19 05:31:00
31.005747,29.209583,31.168512,1.1151294,0.12726024,0.1186843,Equipment1,2018-03-19 05:32:00
31.01592,29.259174,31.163425,1.1151294,0.12726024,0.1186843,Equipment1,2018-03-19 05:33:00
31.01592,29.293507,31.168512,1.1151294,0.12726024,0.1186843,Equipment1,2018-03-19 05:34:00
31.000662,29.221027,31.168512,1.1142138,0.12726024,0.1017294,Equipment1,2018-03-19 05:35:00
31.005747,29.209583,31.168512,1.1151294,0.12817578,0.11020685,Equipment1,2018-03-19 05:36:00
31.005747,29.243916,31.168512,1.1151294,0.12817578,0.1017294,Equipment1,2018-03-19 05:37:00
31.005747,29.369802,31.163425,1.1160449,0.12817578,0.11020685,Equipment1,2018-03-19 05:38:00
31.000662,29.331656,31.168512,1.1160449,0.12817578,0.11020685,Equipment1,2018-03-19 05:39:00
31.000662,29.396505,31.163425,1.1160449,0.12817578,0.11020685,Equipment1,2018-03-19 05:40:00
31.005747,29.396505,31.163425,1.1160449,0.12817578,0.1017294,Equipment1,2018-03-19 05:41:00
31.005747,29.381247,31.158339,1.1151294,0.12817578,0.1186843,Equipment1,2018-03-19 05:42:00
31.000662,29.278248,31.168512,1.1151294,0.12817578,0.09325195,Equipment1,2018-03-19 05:43:00
31.000662,29.396505,31.153254,1.1142138,0.12726024,0.1017294,Equipment1,2018-03-19 05:44:00
31.005747,29.377432,31.158339,1.1123827,0.1263447,0.1017294,Equipment1,2018-03-19 05:45:00
31.000662,29.404135,31.158339,1.1004807,0.11718929,0.1186843,Equipment1,2018-03-19 05:46:00
31.005747,29.415579,31.153254,1.0867475,0.10437171,0.11020685,Equipment1,2018-03-19 05:47:00
30.995575,29.39269,31.158339,1.0748456,0.09246967,0.11020685,Equipment1,2018-03-19 05:48:00
30.995575,29.411764,31.153254,1.0647745,0.08331426,0.1186843,Equipment1,2018-03-19 05:49:00
31.000662,29.385061,31.158339,1.0565346,0.07507439,0.1186843,Equipment1,2018-03-19 05:50:00
30.995575,29.385061,31.153254,1.0492103,0.06775006,0.11020685,Equipment1,2018-03-19 05:51:00
30.995575,29.40795,31.148167,1.0428015,0.061341267,0.1186843,Equipment1,2018-03-19 05:52:00
30.990488,29.491875,31.153254,1.0373083,0.05493248,0.1186843,Equipment1,2018-03-19 05:53:00
30.995575,29.396505,31.153254,1.0327306,0.05035477,0.1356392,Equipment1,2018-03-19 05:54:00
30.995575,29.404135,31.148167,1.028153,0.045777068,0.11020685,Equipment1,2018-03-19 05:55:00
30.990488,29.449913,31.14308,1.0244907,0.042114902,0.11020685,Equipment1,2018-03-19 05:56:00
30.985401,29.457542,31.148167,1.0208286,0.039368276,0.1186843,Equipment1,2018-03-19 05:57:00
30.985401,29.472801,31.14308,1.0180819,0.036621653,0.1356392,Equipment1,2018-03-19 05:58:00
30.990488,29.404135,31.137993,1.0153353,0.03387503,0.1186843,Equipment1,2018-03-19 05:59:00
30.985401,29.499504,31.14308,1.0135043,0.032043945,0.1186843,Equipment1,2018-03-19 06:00:00
30.980316,29.423208,31.132908,1.0125887,0.031128405,0.11020685,Equipment1,2018-03-19 06:01:00
30.990488,29.556725,31.137993,1.0107576,0.029297322,0.1186843,Equipment1,2018-03-19 06:02:00
30.980316,29.522392,31.132908,1.009842,0.028381782,0.1186843,Equipment1,2018-03-19 06:03:00
30.980316,29.58343,31.127821,1.0089265,0.02746624,0.12716176,Equipment1,2018-03-19 06:04:00
30.980316,29.598688,31.132908,1.008011,0.025635157,0.1356392,Equipment1,2018-03-19 06:05:00
30.980316,29.598688,31.127821,1.008011,0.025635157,0.07629705,Equipment1,2018-03-19 06:06:00
30.980316,29.549095,31.132908,1.0070955,0.024719616,0.09325195,Equipment1,2018-03-19 06:07:00
30.97523,29.499504,31.132908,1.0070955,0.025635157,0.0847745,Equipment1,2018-03-19 06:08:00
30.97523,29.591059,31.127821,1.0061799,0.024719616,0.1017294,Equipment1,2018-03-19 06:09:00
30.97523,29.621576,31.122734,1.0061799,0.024719616,0.09325195,Equipment1,2018-03-19 06:10:00
30.970142,29.663538,31.127821,1.0061799,0.024719616,0.1017294,Equipment1,2018-03-19 06:11:00
30.970142,29.636835,31.122734,1.0061799,0.024719616,0.1017294,Equipment1,2018-03-19 06:12:00
30.970142,29.678797,31.122734,1.0061799,0.023804074,0.1186843,Equipment1,2018-03-19 06:13:00
30.970142,29.697872,31.127821,1.0061799,0.023804074,0.11020685,Equipment1,2018-03-19 06:14:00
30.965057,29.697872,31.127821,1.0052644,0.023804074,0.0847745,Equipment1,2018-03-19 06:15:00
30.965057,29.690243,31.127821,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 06:16:00
30.970142,29.697872,31.122734,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 06:17:00
30.965057,29.71313,31.122734,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 06:18:00
30.954884,29.694057,31.127821,1.0052644,0.023804074,0.0847745,Equipment1,2018-03-19 06:19:00
30.95997,29.774166,31.117647,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 06:20:00
30.965057,29.762722,31.117647,1.0052644,0.023804074,0.12716176,Equipment1,2018-03-19 06:21:00
30.95997,29.701687,31.122734,1.0052644,0.022888534,0.0847745,Equipment1,2018-03-19 06:22:00
30.95997,29.797054,31.122734,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 06:23:00
30.954884,29.797054,31.117647,1.0052644,0.023804074,0.07629705,Equipment1,2018-03-19 06:24:00
30.95997,29.797054,31.112562,1.0052644,0.023804074,0.1186843,Equipment1,2018-03-19 06:25:00
30.95997,29.797054,31.117647,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 06:26:00
30.949797,29.797054,31.117647,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 06:27:00
30.954884,29.81613,31.117647,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 06:28:00
30.949797,29.789425,31.117647,1.0052644,0.023804074,0.0847745,Equipment1,2018-03-19 06:29:00
30.954884,29.869535,31.112562,1.0052644,0.023804074,0.0847745,Equipment1,2018-03-19 06:30:00
30.949797,29.896238,31.112562,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 06:31:00
30.954884,29.896238,31.117647,1.0052644,0.022888534,0.09325195,Equipment1,2018-03-19 06:32:00
30.949797,29.835203,31.117647,1.0052644,0.022888534,0.1017294,Equipment1,2018-03-19 06:33:00
30.949797,29.896238,31.112562,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 06:34:00
30.949797,29.896238,31.097303,1.0052644,0.023804074,0.0847745,Equipment1,2018-03-19 06:35:00
30.949797,29.896238,31.107475,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 06:36:00
30.949797,29.896238,31.107475,1.0052644,0.023804074,0.0847745,Equipment1,2018-03-19 06:37:00
30.944712,29.888609,31.102388,1.0052644,0.023804074,0.0847745,Equipment1,2018-03-19 06:38:00
30.944712,29.915312,31.102388,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 06:39:00
30.944712,29.934385,31.097303,1.0052644,0.022888534,0.1017294,Equipment1,2018-03-19 06:40:00
30.949797,29.949646,31.102388,1.0052644,0.023804074,0.0847745,Equipment1,2018-03-19 06:41:00
30.949797,29.896238,31.107475,1.0052644,0.023804074,0.07629705,Equipment1,2018-03-19 06:42:00
30.949797,29.896238,31.107475,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 06:43:00
30.939625,29.926756,31.102388,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 06:44:00
30.939625,29.995422,31.102388,1.0052644,0.023804074,0.0847745,Equipment1,2018-03-19 06:45:00
30.939625,29.934385,31.097303,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 06:46:00
30.939625,30.048828,31.097303,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 06:47:00
30.934538,30.041199,31.102388,1.0052644,0.022888534,0.09325195,Equipment1,2018-03-19 06:48:00
30.939625,29.991608,31.097303,1.0052644,0.022888534,0.09325195,Equipment1,2018-03-19 06:49:00
30.934538,29.999237,31.097303,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 06:50:00
30.934538,29.999237,31.097303,1.0052644,0.022888534,0.09325195,Equipment1,2018-03-19 06:51:00
30.939625,30.010681,31.092216,1.0052644,0.023804074,0.0847745,Equipment1,2018-03-19 06:52:00
30.939625,30.071718,31.092216,1.0052644,0.022888534,0.1017294,Equipment1,2018-03-19 06:53:00
30.939625,29.999237,31.097303,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 06:54:00
30.944712,29.999237,31.08713,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 06:55:00
30.934538,30.060272,31.092216,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 06:56:00
30.934538,30.052643,31.092216,1.0052644,0.023804074,0.11020685,Equipment1,2018-03-19 06:57:00
30.934538,30.079348,31.08713,1.0052644,0.023804074,0.07629705,Equipment1,2018-03-19 06:58:00
30.929451,30.094606,31.097303,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 06:59:00
30.929451,30.094606,31.092216,1.0052644,0.022888534,0.09325195,Equipment1,2018-03-19 07:00:00
30.929451,30.098421,31.082043,1.0052644,0.022888534,0.09325195,Equipment1,2018-03-19 07:01:00
30.934538,30.1709,31.08713,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:02:00
30.924366,30.140383,31.08713,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:03:00
30.929451,30.12131,31.092216,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:04:00
30.934538,30.189976,31.08713,1.0052644,0.023804074,0.11020685,Equipment1,2018-03-19 07:05:00
30.934538,30.182344,31.08713,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:06:00
30.929451,30.151827,31.08713,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:07:00
30.934538,30.277714,31.082043,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:08:00
30.929451,30.2739,31.08713,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 07:09:00
30.924366,30.277714,31.082043,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:10:00
30.91928,30.220493,31.08713,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:11:00
30.929451,30.296787,31.076958,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:12:00
30.91928,30.296787,31.082043,1.0052644,0.023804074,0.1186843,Equipment1,2018-03-19 07:13:00
30.924366,30.296787,31.08713,1.0052644,0.023804074,0.11020685,Equipment1,2018-03-19 07:14:00
30.924366,30.296787,31.082043,1.0052644,0.023804074,0.11020685,Equipment1,2018-03-19 07:15:00
30.924366,30.296787,31.082043,1.0052644,0.023804074,0.0847745,Equipment1,2018-03-19 07:16:00
30.91928,30.292973,31.076958,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:17:00
30.924366,30.262455,31.076958,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:18:00
30.924366,30.334936,31.07187,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:19:00
30.924366,30.331121,31.07187,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 07:20:00
30.91928,30.399786,31.076958,1.0052644,0.023804074,0.0847745,Equipment1,2018-03-19 07:21:00
30.924366,30.399786,31.076958,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 07:22:00
30.924366,30.399786,31.076958,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:23:00
30.914192,30.399786,31.076958,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:24:00
30.924366,30.4036,31.07187,1.0052644,0.023804074,0.0847745,Equipment1,2018-03-19 07:25:00
30.929451,30.327307,31.076958,1.0052644,0.023804074,0.1186843,Equipment1,2018-03-19 07:26:00
30.924366,30.430304,31.082043,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:27:00
30.914192,30.495155,31.076958,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 07:28:00
30.91928,30.460823,31.076958,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:29:00
30.91928,30.49897,31.076958,1.0052644,0.024719616,0.0847745,Equipment1,2018-03-19 07:30:00
30.91928,30.49897,31.07187,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:31:00
30.91928,30.472267,31.07187,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:32:00
30.91928,30.399786,31.07187,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 07:33:00
30.914192,30.479897,31.066784,1.0052644,0.023804074,0.1186843,Equipment1,2018-03-19 07:34:00
30.91928,30.49897,31.07187,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 07:35:00
30.91928,30.434118,31.066784,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 07:36:00
30.914192,30.426489,31.07187,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:37:00
30.914192,30.49897,31.066784,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:38:00
30.914192,30.552376,31.07187,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 07:39:00
30.91928,30.598154,31.066784,1.0052644,0.023804074,0.0847745,Equipment1,2018-03-19 07:40:00
30.914192,30.598154,31.066784,1.0052644,0.023804074,0.0847745,Equipment1,2018-03-19 07:41:00
30.914192,30.518044,31.066784,1.0052644,0.023804074,0.0847745,Equipment1,2018-03-19 07:42:00
30.91928,30.521858,31.061697,1.0052644,0.024719616,0.1017294,Equipment1,2018-03-19 07:43:00
30.914192,30.544746,31.066784,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:44:00
30.914192,30.57908,31.061697,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:45:00
30.914192,30.590525,31.061697,1.0052644,0.024719616,0.09325195,Equipment1,2018-03-19 07:46:00
30.91928,30.510414,31.066784,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:47:00
30.914192,30.582895,31.066784,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 07:48:00
30.914192,30.609598,31.066784,1.0043489,0.023804074,0.1017294,Equipment1,2018-03-19 07:49:00
30.914192,30.613413,31.066784,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 07:50:00
30.914192,30.590525,31.056612,1.0052644,0.024719616,0.11020685,Equipment1,2018-03-19 07:51:00
30.914192,30.666819,31.061697,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 07:52:00
30.909107,30.640116,31.061697,1.0052644,0.024719616,0.0847745,Equipment1,2018-03-19 07:53:00
30.914192,30.605783,31.061697,1.0052644,0.024719616,0.11020685,Equipment1,2018-03-19 07:54:00
30.914192,30.678263,31.056612,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 07:55:00
30.91928,30.697338,31.061697,1.0043489,0.023804074,0.0847745,Equipment1,2018-03-19 07:56:00
30.91928,30.628672,31.066784,1.0043489,0.023804074,0.09325195,Equipment1,2018-03-19 07:57:00
30.909107,30.628672,31.056612,1.0043489,0.023804074,0.09325195,Equipment1,2018-03-19 07:58:00
30.914192,30.708782,31.061697,1.0043489,0.023804074,0.09325195,Equipment1,2018-03-19 07:59:00
30.91928,30.712597,31.061697,1.0025177,0.021972992,0.09325195,Equipment1,2018-03-19 08:00:00
30.91928,30.720226,31.051525,1.0025177,0.022888534,0.09325195,Equipment1,2018-03-19 08:01:00
30.914192,30.754559,31.066784,1.0025177,0.022888534,0.0847745,Equipment1,2018-03-19 08:02:00
30.914192,30.781261,31.066784,1.0034332,0.021972992,0.09325195,Equipment1,2018-03-19 08:03:00
30.914192,30.773632,31.051525,1.0025177,0.021972992,0.09325195,Equipment1,2018-03-19 08:04:00
30.914192,30.708782,31.056612,1.0034332,0.022888534,0.1017294,Equipment1,2018-03-19 08:05:00
30.909107,30.79652,31.056612,1.0025177,0.022888534,0.09325195,Equipment1,2018-03-19 08:06:00
30.90402,30.716412,31.056612,1.0025177,0.022888534,0.1017294,Equipment1,2018-03-19 08:07:00
30.914192,30.769817,31.051525,1.0025177,0.021972992,0.1017294,Equipment1,2018-03-19 08:08:00
30.909107,30.79652,31.051525,1.0034332,0.022888534,0.1017294,Equipment1,2018-03-19 08:09:00
30.90402,30.785076,31.056612,1.0034332,0.021972992,0.09325195,Equipment1,2018-03-19 08:10:00
30.909107,30.758373,31.056612,1.0034332,0.021972992,0.1017294,Equipment1,2018-03-19 08:11:00
30.909107,30.807964,31.056612,1.0034332,0.021972992,0.09325195,Equipment1,2018-03-19 08:12:00
30.914192,30.82704,31.061697,1.0034332,0.021972992,0.09325195,Equipment1,2018-03-19 08:13:00
30.914192,30.807964,31.056612,1.0034332,0.021972992,0.1017294,Equipment1,2018-03-19 08:14:00
30.90402,30.89189,31.051525,1.0034332,0.022888534,0.1017294,Equipment1,2018-03-19 08:15:00
30.909107,30.899519,31.056612,1.0034332,0.021972992,0.11020685,Equipment1,2018-03-19 08:16:00
30.909107,30.910963,31.051525,1.0034332,0.021972992,0.07629705,Equipment1,2018-03-19 08:17:00
30.909107,30.846113,31.051525,1.0034332,0.022888534,0.1017294,Equipment1,2018-03-19 08:18:00
30.909107,30.853743,31.056612,1.0034332,0.021972992,0.1017294,Equipment1,2018-03-19 08:19:00
30.909107,30.998703,31.051525,1.0034332,0.021972992,0.1017294,Equipment1,2018-03-19 08:20:00
30.909107,30.972,31.056612,1.0034332,0.022888534,0.0847745,Equipment1,2018-03-19 08:21:00
30.90402,30.994888,31.046438,1.0034332,0.021972992,0.0847745,Equipment1,2018-03-19 08:22:00
30.909107,30.998703,31.051525,1.0034332,0.022888534,0.09325195,Equipment1,2018-03-19 08:23:00
30.909107,30.998703,31.051525,1.0034332,0.022888534,0.0847745,Equipment1,2018-03-19 08:24:00
30.90402,30.991074,31.056612,1.0034332,0.022888534,0.09325195,Equipment1,2018-03-19 08:25:00
30.914192,30.899519,31.051525,1.0034332,0.022888534,0.09325195,Equipment1,2018-03-19 08:26:00
30.914192,30.972,31.056612,1.0034332,0.022888534,0.09325195,Equipment1,2018-03-19 08:27:00
30.90402,30.956741,31.051525,1.0034332,0.023804074,0.11020685,Equipment1,2018-03-19 08:28:00
30.909107,31.04448,31.051525,1.0043489,0.024719616,0.09325195,Equipment1,2018-03-19 08:29:00
30.909107,30.983444,31.051525,1.0043489,0.024719616,0.1017294,Equipment1,2018-03-19 08:30:00
30.909107,31.013962,31.051525,1.0052644,0.023804074,0.1017294,Equipment1,2018-03-19 08:31:00
30.90402,30.998703,31.051525,1.0052644,0.024719616,0.1186843,Equipment1,2018-03-19 08:32:00
30.90402,31.059738,31.061697,1.0043489,0.023804074,0.1186843,Equipment1,2018-03-19 08:33:00
30.909107,31.090258,31.051525,1.0043489,0.023804074,0.09325195,Equipment1,2018-03-19 08:34:00
30.909107,31.097887,31.051525,1.0043489,0.024719616,0.11020685,Equipment1,2018-03-19 08:35:00
30.909107,31.052109,31.051525,1.0043489,0.024719616,0.09325195,Equipment1,2018-03-19 08:36:00
30.909107,31.097887,31.046438,1.0043489,0.024719616,0.0847745,Equipment1,2018-03-19 08:37:00
30.90402,31.04448,31.051525,1.0052644,0.023804074,0.09325195,Equipment1,2018-03-19 08:38:00
30.909107,31.055923,31.051525,1.0052644,0.024719616,0.09325195,Equipment1,2018-03-19 08:39:00
30.909107,31.139849,31.051525,1.0043489,0.023804074,0.0847745,Equipment1,2018-03-19 08:40:00
30.914192,31.147478,31.051525,1.0034332,0.022888534,0.1017294,Equipment1,2018-03-19 08:41:00
30.90402,31.177996,31.046438,1.0034332,0.022888534,0.0847745,Equipment1,2018-03-19 08:42:00
30.909107,31.197071,31.051525,1.0034332,0.022888534,0.09325195,Equipment1,2018-03-19 08:43:00
30.909107,31.155107,31.051525,1.0034332,0.022888534,0.0847745,Equipment1,2018-03-19 08:44:00
30.914192,31.197071,31.041353,1.0034332,0.023804074,0.09325195,Equipment1,2018-03-19 08:45:00
30.914192,31.197071,31.046438,1.0034332,0.022888534,0.09325195,Equipment1,2018-03-19 08:46:00
30.909107,31.197071,31.051525,1.0034332,0.023804074,0.0847745,Equipment1,2018-03-19 08:47:00
30.90402,31.158922,31.051525,1.0034332,0.023804074,0.1017294,Equipment1,2018-03-19 08:48:00
30.90402,31.197071,31.046438,1.0034332,0.023804074,0.09325195,Equipment1,2018-03-19 08:49:00
30.914192,31.197071,31.041353,1.0034332,0.022888534,0.1017294,Equipment1,2018-03-19 08:50:00
30.909107,31.18181,31.041353,1.0034332,0.022888534,0.11020685,Equipment1,2018-03-19 08:51:00
