Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,entity,timestamp
59.408115,39.120316,56.015495,1.2021058,11.4671545,5.51882,61.4,5.764666,3.730078,305.41544,64.02655,41.699093,78.5,286.8,162.09277,57.46003,60.786526,305.7,301.7,37.05272,55.6,4.306545,95.071335,6.0698543,55.1,6.951509,63.294422,15.342946,154.90578,299.8,18.85385,9.011529,112.249176,200.0,62.49714,57.617706,Equipment1,2018-01-30 05:17:00
59.418285,39.18517,56.000237,1.2021058,11.414969,5.476433,61.1,5.8324857,3.7639878,305.66263,64.02655,41.699093,78.6,286.8,162.01266,57.454945,60.786526,305.8,301.8,37.113754,55.6,4.3404546,95.284966,6.0783315,54.9,6.81587,63.26009,15.300984,154.93248,299.5,18.71821,9.036962,111.96689,200.0,62.500954,57.607536,Equipment1,2018-01-30 05:18:00
59.418285,39.05165,56.01041,1.2030213,11.349966,5.4933877,61.0,5.798576,3.730078,305.59854,64.02146,41.622795,78.6,286.9,162.07751,57.465115,60.786526,305.7,301.9,36.999313,55.7,4.306545,94.42283,6.2224483,54.8,6.917599,63.248646,15.472649,154.95537,299.4,18.65039,8.884368,111.661705,200.0,62.49714,57.617706,Equipment1,2018-01-30 05:19:00
59.418285,38.998245,56.01041,1.2021058,11.410392,5.476433,61.2,5.790098,3.7639878,305.0126,64.02146,41.531242,78.6,286.8,162.27206,57.465115,60.79161,305.8,301.9,36.999313,55.5,4.272635,94.15579,6.086809,54.9,6.8497796,63.282978,15.6366825,155.00496,299.5,18.61648,8.680909,111.7876,200.0,62.49714,57.617706,Equipment1,2018-01-30 05:20:00
59.418285,39.021133,56.01041,1.2021058,11.415885,5.442523,61.2,5.747711,3.7639878,305.38797,64.01638,41.61898,78.6,286.8,162.31784,57.46003,60.786526,305.7,301.9,37.006943,55.6,4.272635,95.17433,6.0783315,55.0,6.917599,63.26009,15.52224,154.97063,299.5,18.6843,9.172601,112.04318,200.0,62.49714,57.602448,Equipment1,2018-01-30 05:21:00
59.408115,39.12413,56.000237,1.2021058,11.399405,5.459478,61.0,5.807053,3.730078,305.7908,64.01638,41.580833,78.7,286.8,162.28351,57.465115,60.781437,305.8,301.9,37.071793,55.6,4.272635,94.712746,6.0613766,54.8,6.8497796,63.25246,15.20943,154.94774,299.4,18.955578,9.003052,112.19577,200.0,62.49714,57.602448,Equipment1,2018-01-30 05:22:00
59.423374,39.147022,56.015495,1.2021058,11.40673,5.51882,61.1,5.790098,3.7639878,305.12247,64.02146,41.596092,78.6,286.8,162.27206,57.46003,60.786526,305.7,301.9,37.079422,55.5,4.306545,95.037,6.086809,54.9,6.81587,63.27535,15.320058,154.92485,299.5,18.345201,8.952188,111.90967,200.0,62.49714,57.607536,Equipment1,2018-01-30 05:23:00
59.423374,39.112686,56.015495,1.2030213,11.414054,5.501865,61.1,5.807053,3.7639878,305.9739,64.02146,41.56176,78.6,286.9,162.26062,57.46003,60.781437,305.7,301.8,37.098495,55.7,4.306545,95.7351,6.0783315,55.0,6.8836894,63.24483,15.163653,154.99733,299.5,18.209562,9.036962,112.58869,200.0,62.49714,57.61262,Equipment1,2018-01-30 05:24:00
59.418285,39.101242,56.005325,1.2030213,11.399405,5.5103426,61.2,5.781621,3.7639878,304.9485,64.02655,41.676205,78.4,286.9,162.18051,57.465115,60.781437,305.6,301.7,37.071793,55.7,4.306545,94.67841,6.163106,55.0,6.8836894,63.26009,15.327687,154.963,299.6,18.921669,8.901322,111.80667,200.0,62.49714,57.607536,Equipment1,2018-01-30 05:25:00
59.4132,39.139393,56.005325,1.2030213,11.466239,5.5866394,61.2,5.8918276,3.8318074,304.7013,64.02146,41.683834,78.6,286.6,162.25299,57.454945,60.776352,305.8,301.9,37.033646,55.4,4.272635,95.4757,6.163106,55.0,7.0532384,63.2372,15.377279,154.9363,299.5,18.75212,8.791116,112.199585,200.0,62.49714,57.61262,Equipment1,2018-01-30 05:26:00
59.4132,39.04402,55.990063,1.2030213,11.366446,5.5357747,61.0,5.840963,3.7639878,306.42252,64.02146,41.699093,78.5,287.0,162.20721,57.454945,60.781437,305.7,301.8,37.14046,55.8,4.272635,95.85718,6.1715837,54.8,6.8836894,63.2105,14.98436,154.99733,299.4,18.61648,8.867413,112.78325,200.0,62.49714,57.607536,Equipment1,2018-01-30 05:27:00
59.4132,39.10887,56.01041,1.2039368,11.335317,5.5696845,61.0,5.8324857,3.7639878,304.89355,64.02655,41.626614,78.6,286.9,162.19958,57.46003,60.781437,305.8,301.9,37.03746,55.7,4.306545,95.24681,6.1122413,54.7,6.78196,63.214314,15.529869,154.9897,299.3,18.71821,8.867413,111.57778,200.0,62.49714,57.602448,Equipment1,2018-01-30 05:28:00
59.4132,39.07454,56.005325,1.2030213,11.376516,5.5272975,61.0,5.790098,3.7639878,304.41748,64.02146,41.599907,78.7,286.7,162.24155,57.454945,60.776352,305.9,302.0,36.999313,55.5,4.272635,94.655525,6.2139707,54.7,6.7141404,63.164722,15.720608,154.99733,299.2,18.107834,8.87589,111.46334,200.0,62.49714,57.602448,Equipment1,2018-01-30 05:29:00
59.403027,39.097427,56.000237,1.2030213,11.395742,5.5612073,61.1,5.8494406,3.7978976,305.0126,64.02146,41.622795,78.7,286.8,162.29877,57.44477,60.776352,305.8,301.9,36.999313,55.6,4.272635,95.14763,6.2817903,54.9,6.81587,63.206684,15.51461,154.96681,299.4,18.6843,9.223466,111.932556,200.0,62.49714,57.602448,Equipment1,2018-01-30 05:30:00
59.403027,39.05165,55.99515,1.2039368,11.396658,5.501865,61.1,5.8324857,3.7639878,305.75418,64.01638,41.683834,78.6,286.9,162.28732,57.434597,60.76618,305.8,301.9,36.999313,55.7,4.3404546,94.82338,6.0783315,54.9,6.985419,63.2105,15.278095,154.9897,299.5,18.48084,8.884368,112.207214,200.0,62.48188,57.582104,Equipment1,2018-01-30 05:31:00
59.39794,39.047836,55.979893,1.2030213,11.374685,5.51882,61.0,5.9003053,3.7978976,305.13162,64.0062,41.622795,78.6,286.8,162.31784,57.429512,60.76618,305.9,302.0,37.056534,55.6,4.3404546,95.1133,6.0952864,54.7,6.81587,63.134205,15.400167,154.90959,299.2,18.379112,8.858935,111.898224,200.0,62.397957,57.582104,Equipment1,2018-01-30 05:32:00
59.392857,39.097427,55.96972,1.2030213,11.500114,5.4170904,61.3,5.7222786,3.7978976,304.79285,64.00112,41.748684,78.6,286.5,162.39795,57.41934,60.756004,305.7,301.9,37.056534,55.4,4.272635,95.35363,6.0952864,55.0,6.951509,63.19524,14.988174,154.95918,299.7,18.582571,9.028484,113.008316,200.0,62.420845,57.577015,Equipment1,2018-01-30 05:33:00
59.392857,38.998245,55.959545,1.2039368,11.391165,5.4933877,61.0,5.764666,3.730078,306.55984,64.0062,41.72198,78.7,286.9,162.35217,57.41934,60.756004,305.9,301.9,37.19768,55.8,4.306545,96.547646,6.0952864,54.7,7.0193286,63.206684,14.419776,154.99733,299.3,18.582571,9.053917,113.69497,200.0,62.443733,57.57193,Equipment1,2018-01-30 05:34:00
59.387768,39.05928,55.96972,1.2039368,11.39208,5.5866394,61.2,5.8663955,3.730078,305.05838,64.00112,41.653316,78.5,286.8,162.28732,57.41934,60.756004,305.6,301.7,37.10231,55.7,4.3404546,96.18524,6.137674,54.9,6.917599,63.221943,14.877546,154.98207,299.5,18.61648,9.070871,112.558174,200.0,62.458992,57.577015,Equipment1,2018-01-30 05:35:00
59.382683,39.08217,55.974804,1.2039368,11.455253,5.48491,61.2,5.7307563,3.7978976,304.7837,63.990948,41.741055,78.6,286.8,162.13092,57.409164,60.756004,305.7,301.7,37.113754,55.6,4.272635,95.967804,6.180061,55.0,6.951509,63.233387,14.835584,154.89815,299.6,18.345201,9.070871,112.67643,200.0,62.493324,57.577015,Equipment1,2018-01-30 05:36:00
59.382683,39.097427,55.964634,1.2039368,11.432364,5.5357747,61.2,5.7561884,3.7978976,305.58023,63.996033,41.634243,78.5,286.9,162.00122,57.40408,60.745834,305.7,301.6,37.15572,55.7,4.3404546,96.2005,6.0189896,55.0,6.985419,63.199055,14.759289,154.90578,299.6,18.75212,8.689386,112.79469,200.0,62.49714,57.57193,Equipment1,2018-01-30 05:37:00
59.37251,39.040207,55.96972,1.2039368,11.372854,5.459478,61.0,5.798576,3.7639878,304.34424,64.00112,41.57702,78.6,286.8,161.77234,57.409164,60.75092,305.7,301.9,37.067978,55.6,4.3404546,95.20485,6.2054935,54.8,6.917599,63.199055,15.278095,154.88289,299.4,18.75212,9.003052,111.37942,200.0,62.43992,57.57193,Equipment1,2018-01-30 05:38:00
59.367424,39.013504,55.964634,1.2039368,11.547723,5.459478,61.7,5.798576,3.7978976,304.8661,63.996033,41.60372,78.4,286.7,161.93637,57.398994,60.745834,305.5,301.4,37.04509,55.5,4.306545,95.65118,6.1546288,55.5,7.121058,63.199055,15.037766,154.87907,300.2,18.887758,9.147168,112.48951,200.0,62.436104,57.57193,Equipment1,2018-01-30 05:39:00
59.37251,39.05928,55.949375,1.2039368,11.487297,5.459478,61.4,5.781621,3.8318074,305.8732,63.990948,41.622795,78.6,286.7,161.73419,57.38373,60.740746,305.7,301.7,37.19768,55.5,4.272635,96.311134,6.120719,55.1,6.985419,63.221943,14.625772,154.81804,299.7,18.989489,9.181078,112.84047,200.0,62.49714,57.566845,Equipment1,2018-01-30 05:40:00
59.367424,39.101242,55.9392,1.2039368,11.408561,5.451,61.1,5.790098,3.7639878,306.07462,63.996033,41.61898,78.7,286.9,161.80286,57.38373,60.73566,305.8,301.8,37.14046,55.7,4.272635,95.731285,6.1715837,54.9,6.917599,63.199055,14.705882,154.86382,299.5,18.887758,8.943709,112.64973,200.0,62.493324,57.566845,Equipment1,2018-01-30 05:41:00
59.37251,39.05928,55.949375,1.2039368,11.388418,5.5103426,61.0,5.807053,3.7639878,305.38797,64.00112,41.56939,78.7,286.8,161.96689,57.393906,60.740746,305.8,301.9,37.083237,55.6,4.272635,95.75037,6.137674,54.7,6.951509,63.118942,14.965285,154.89815,299.3,18.48084,8.833503,112.191956,200.0,62.493324,57.566845,Equipment1,2018-01-30 05:42:00
59.37251,39.013504,55.964634,1.2048523,11.359121,5.467955,61.0,5.8663955,3.7978976,304.7013,64.00112,41.660946,78.6,286.8,162.00504,57.393906,60.740746,305.8,302.0,37.071793,55.6,4.272635,95.41085,6.129196,54.7,6.81587,63.199055,15.217059,154.89815,299.2,18.65039,8.858935,111.61974,200.0,62.48951,57.577015,Equipment1,2018-01-30 05:43:00
59.367424,39.01732,55.964634,1.2048523,11.419547,5.459478,61.1,5.798576,3.8318074,305.32388,63.990948,41.626614,78.7,286.8,162.1271,57.38882,60.745834,305.8,301.9,37.033646,55.6,4.306545,95.11711,6.197016,54.8,6.917599,63.199055,15.121691,154.88289,299.4,18.345201,9.028484,112.24155,200.0,62.49714,57.577015,Equipment1,2018-01-30 05:44:00
59.37251,39.06691,55.964634,1.2057679,11.384756,5.5612073,61.1,5.840963,3.7978976,305.47952,63.990948,41.596092,78.6,286.9,162.18051,57.398994,60.73566,305.7,301.8,37.056534,55.7,4.306545,95.357445,6.0613766,54.8,6.74805,63.199055,15.125505,154.87144,299.4,18.514751,8.816548,111.93637,200.0,62.49714,57.566845,Equipment1,2018-01-30 05:45:00
59.377598,39.097427,55.96972,1.2048523,11.43328,5.501865,61.2,5.824008,3.7978976,305.1774,63.98586,41.622795,78.6,286.8,162.18051,57.393906,60.740746,305.8,301.9,37.006943,55.6,4.272635,95.19722,6.163106,54.9,6.951509,63.199055,15.320058,154.79897,299.5,18.446932,9.003052,111.76471,200.0,62.485695,57.57193,Equipment1,2018-01-30 05:46:00
59.367424,39.101242,55.964634,1.2048523,11.439689,5.5103426,61.3,5.6968465,3.7978976,305.35135,63.98586,41.61135,78.5,286.8,162.14236,57.398994,60.745834,305.6,301.6,37.083237,55.7,4.306545,95.55962,6.0359445,55.1,6.951509,63.199055,15.144579,154.89052,299.6,18.514751,8.850458,112.11948,200.0,62.47425,57.57193,Equipment1,2018-01-30 05:47:00
59.367424,39.055466,55.96972,1.2057679,11.413138,5.51882,61.1,5.9003053,3.7639878,305.14078,63.98586,41.67239,78.6,286.8,162.00885,57.414253,60.75092,305.7,301.8,37.098495,55.6,4.306545,95.41085,6.0698543,54.9,6.8836894,63.199055,15.20943,154.89052,299.5,18.54866,8.960665,111.69222,200.0,62.420845,57.577015,Equipment1,2018-01-30 05:48:00
59.37251,39.070724,55.96972,1.2057679,11.472649,5.467955,61.3,5.824008,3.8318074,305.2781,63.98586,41.699093,78.5,286.7,161.96307,57.414253,60.745834,305.6,301.6,37.079422,55.5,4.306545,95.01793,6.0528994,55.1,6.985419,63.160908,15.068284,154.89052,299.7,18.54866,9.079349,111.98215,200.0,62.43229,57.582104,Equipment1,2018-01-30 05:49:00
59.37251,39.093613,55.95446,1.2048523,11.413138,5.501865,61.1,5.857918,3.7978976,305.68094,63.98586,41.699093,78.6,286.8,161.98596,57.414253,60.745834,305.8,302.0,37.079422,55.6,4.272635,95.62829,6.1715837,54.8,6.8497796,63.199055,15.033952,154.82185,299.4,18.48084,8.943709,112.08896,200.0,62.485695,57.566845,Equipment1,2018-01-30 05:50:00
59.37251,39.10887,55.959545,1.2057679,11.427787,5.476433,61.3,5.790098,3.7978976,305.7267,63.990948,41.66476,78.5,286.9,162.06989,57.414253,60.740746,305.7,301.7,37.098495,55.7,4.238725,95.71603,6.256358,55.0,6.951509,63.199055,14.957656,154.89815,299.6,18.413021,9.121737,112.34074,200.0,62.458992,57.57193,Equipment1,2018-01-30 05:51:00
59.367424,39.093613,55.974804,1.2057679,11.380178,5.5357747,61.0,5.9003053,3.7639878,304.8661,63.990948,41.6495,78.6,286.8,162.00504,57.414253,60.740746,305.8,301.9,37.033646,55.6,4.306545,95.55962,6.0783315,54.8,6.917599,63.199055,15.300984,154.89815,299.3,18.209562,8.884368,111.37942,200.0,62.4094,57.577015,Equipment1,2018-01-30 05:52:00
59.37251,39.078354,55.96972,1.2057679,11.370108,5.5442524,61.0,5.857918,3.7639878,304.8203,63.98586,41.645687,78.6,286.8,162.05081,57.41934,60.75092,305.8,301.9,36.999313,55.6,4.272635,94.85008,6.129196,54.7,6.81587,63.199055,15.629053,154.82948,299.4,18.446932,8.977619,111.074234,200.0,62.397957,57.57193,Equipment1,2018-01-30 05:53:00
59.377598,39.013504,55.974804,1.2066834,11.383841,5.467955,61.0,5.8663955,3.8318074,305.1591,63.98586,41.66476,78.7,286.8,162.13092,57.41934,60.745834,305.8,302.0,36.999313,55.7,4.306545,94.3122,6.0613766,54.7,6.917599,63.199055,15.758755,154.80278,299.3,18.582571,8.791116,111.19249,200.0,62.470436,57.577015,Equipment1,2018-01-30 05:54:00
59.37251,39.093613,55.95446,1.2057679,11.40673,5.442523,61.0,5.781621,3.8318074,305.20486,63.980774,41.6495,78.7,286.7,162.24536,57.424423,60.745834,305.8,302.0,36.999313,55.6,4.272635,94.525826,6.0698543,54.8,6.917599,63.199055,15.659572,154.90196,299.3,18.446932,8.977619,111.47097,200.0,62.397957,57.566845,Equipment1,2018-01-30 05:55:00
59.367424,39.112686,55.95446,1.2057679,11.503777,5.442523,61.3,5.790098,3.8657172,305.3788,63.980774,41.706722,78.6,286.6,162.26825,57.414253,60.73566,305.7,301.9,37.033646,55.5,4.272635,95.72747,6.2224483,55.0,6.985419,63.199055,15.102617,154.91722,299.6,18.48084,8.689386,112.64591,200.0,62.397957,57.561756,Equipment1,2018-01-30 05:56:00
59.367424,39.105057,55.944286,1.2066834,11.375601,5.442523,61.0,5.764666,3.7978976,306.8528,63.97569,41.60372,78.6,287.0,162.19958,57.414253,60.73566,305.7,301.8,37.193867,55.8,4.238725,95.97162,6.1885386,54.7,6.81587,63.199055,14.652475,154.93248,299.3,18.413021,8.918278,112.94347,200.0,62.397957,57.55667,Equipment1,2018-01-30 05:57:00
59.367424,39.097427,55.964634,1.2066834,11.3490505,5.425568,60.9,5.8748727,3.7978976,304.4358,63.98586,41.58465,78.6,286.7,162.16525,57.41934,60.745834,305.8,302.0,37.071793,55.6,4.306545,95.08659,6.1122413,54.6,6.8836894,63.199055,15.239948,154.9134,299.2,18.54866,9.198033,111.25353,200.0,62.37125,57.57193,Equipment1,2018-01-30 05:58:00
59.377598,39.10887,55.96972,1.2066834,11.452506,5.5103426,61.1,5.824008,3.8657172,304.9027,63.980774,41.706722,78.7,286.6,162.26062,57.424423,60.745834,305.8,302.0,37.041275,55.5,4.272635,95.46044,6.1715837,54.8,6.8836894,63.199055,15.121691,154.9134,299.4,18.277382,8.952188,112.298775,200.0,62.359806,57.566845,Equipment1,2018-01-30 05:59:00
59.367424,39.089798,55.944286,1.2066834,11.442435,5.5272975,61.1,5.790098,3.8318074,305.9373,63.97569,41.691463,78.6,286.8,162.29877,57.41934,60.73566,305.8,301.9,37.190052,55.6,4.272635,96.37217,6.120719,54.8,6.917599,63.199055,14.705882,154.93248,299.4,18.446932,8.621567,113.09224,200.0,62.397957,57.55667,Equipment1,2018-01-30 06:00:00
59.362335,39.101242,55.95446,1.2066834,11.419547,5.4933877,61.1,5.857918,3.8318074,305.5894,63.98586,41.691463,78.5,286.8,162.28732,57.424423,60.740746,305.7,301.8,37.193867,55.7,4.272635,96.19287,6.0952864,54.9,6.8497796,63.199055,14.633402,154.963,299.4,18.107834,8.858935,112.84047,200.0,62.397957,57.561756,Equipment1,2018-01-30 06:01:00
59.362335,39.101242,55.959545,1.2066834,11.408561,5.501865,61.0,5.8324857,3.7978976,305.39713,63.980774,41.68765,78.5,286.8,162.19958,57.41934,60.73566,305.7,301.8,37.174793,55.6,4.306545,96.360725,6.0444217,54.8,6.8836894,63.18761,14.648661,154.94011,299.3,18.141743,8.994575,112.664986,200.0,62.397957,57.57193,Equipment1,2018-01-30 06:02:00
59.37251,39.120316,55.979893,1.2066834,11.437858,5.5696845,61.1,5.857918,3.8318074,305.0309,63.98586,41.74487,78.6,286.6,162.18051,57.414253,60.73566,305.7,301.8,37.209126,55.6,4.272635,96.498055,6.146151,54.8,7.0193286,63.149464,14.656291,154.90578,299.4,18.345201,8.867413,112.771805,200.0,62.390327,57.566845,Equipment1,2018-01-30 06:03:00
59.367424,39.15465,55.96972,1.2066834,11.396658,5.5272975,61.1,5.8494406,3.7639878,305.90067,63.98586,41.72961,78.6,286.9,162.23392,57.424423,60.730576,305.8,301.8,37.19768,55.7,4.272635,96.48661,6.0783315,54.8,6.8497796,63.199055,14.450294,154.98207,299.4,18.446932,8.969142,112.93965,200.0,62.378883,57.561756,Equipment1,2018-01-30 06:04:00
59.377598,39.147022,55.974804,1.2066834,11.440604,5.442523,61.1,5.798576,3.7978976,304.6372,63.98586,41.710537,78.6,286.6,162.1767,57.429512,60.730576,305.8,301.9,37.19768,55.5,4.306545,96.562904,6.120719,54.8,6.8836894,63.199055,14.751659,154.90959,299.3,18.65039,8.943709,112.48951,200.0,62.378883,57.57193,Equipment1,2018-01-30 06:05:00
59.377598,39.105057,55.959545,1.2066834,11.402151,5.459478,61.0,5.8748727,3.8318074,306.2852,63.98586,41.660946,78.6,286.9,162.28351,57.41934,60.73566,305.7,301.8,37.23583,55.7,4.272635,96.29969,6.1546288,54.7,6.8836894,63.199055,14.362555,154.99733,299.3,18.921669,9.079349,113.33257,200.0,62.397957,57.561756,Equipment1,2018-01-30 06:06:00
59.37251,39.013504,55.96972,1.207599,11.358206,5.5103426,60.9,5.840963,3.7978976,304.81116,63.990948,41.53887,78.6,286.8,162.09277,57.414253,60.740746,305.7,301.8,37.19768,55.7,4.272635,96.08606,5.934215,54.6,6.74805,63.199055,14.778362,154.92485,299.2,18.006104,8.952188,111.810486,200.0,62.405586,57.57193,Equipment1,2018-01-30 06:07:00
59.377598,39.005875,55.984978,1.207599,11.388418,5.442523,61.0,5.807053,3.8318074,304.79285,63.98586,41.706722,78.5,286.7,162.1271,57.414253,60.73566,305.7,301.8,37.17098,55.6,4.272635,95.9144,6.0528994,54.7,6.917599,63.199055,15.075913,154.8867,299.3,18.54866,9.062394,111.79141,200.0,62.397957,57.577015,Equipment1,2018-01-30 06:08:00
59.377598,39.10887,55.984978,1.207599,11.391165,5.4340453,61.0,5.8494406,3.8318074,305.10416,63.98586,41.710537,78.6,286.7,162.2301,57.41934,60.740746,305.7,301.8,37.193867,55.6,4.272635,95.193405,6.2478805,54.7,6.8836894,63.199055,15.075913,154.94011,299.3,18.413021,9.147168,111.875336,200.0,62.397957,57.577015,Equipment1,2018-01-30 06:09:00
59.377598,39.070724,55.974804,1.2066834,11.448844,5.459478,61.1,5.7731433,3.8318074,305.3788,63.980774,41.645687,78.6,286.6,162.19958,57.414253,60.740746,305.7,301.9,37.209126,55.5,4.272635,96.12421,6.027467,54.8,6.951509,63.183796,14.797437,154.90578,299.4,18.446932,8.960665,112.53147,200.0,62.397957,57.57193,Equipment1,2018-01-30 06:10:00
59.37251,39.10887,55.949375,1.207599,11.450675,5.459478,61.2,5.747711,3.8318074,305.94644,63.97569,41.607536,78.6,286.8,162.19196,57.409164,60.73566,305.7,301.7,37.19768,55.7,4.272635,96.490425,6.0528994,54.9,6.8836894,63.199055,14.473183,154.90959,299.5,18.345201,8.748729,112.71839,200.0,62.397957,57.566845,Equipment1,2018-01-30 06:11:00
59.367424,39.00206,55.959545,1.207599,11.402151,5.459478,61.0,5.8324857,3.7978976,305.02176,63.97569,41.557945,78.6,286.7,162.15762,57.414253,60.740746,305.8,301.9,37.21294,55.6,4.272635,95.69695,6.0528994,54.7,6.8497796,63.199055,14.721142,154.90959,299.2,19.023397,8.994575,112.020294,200.0,62.397957,57.57193,Equipment1,2018-01-30 06:12:00
59.367424,39.07454,55.95446,1.207599,11.428702,5.501865,61.0,5.857918,3.8318074,305.4612,63.97569,41.699093,78.6,286.8,162.19958,57.40408,60.740746,305.8,301.8,37.19768,55.6,4.272635,96.219574,6.010512,54.7,6.951509,63.199055,14.6753645,154.94774,299.2,18.413021,8.943709,112.63447,200.0,62.397957,57.57193,Equipment1,2018-01-30 06:13:00
59.362335,39.112686,55.959545,1.207599,11.408561,5.459478,61.1,5.790098,3.7978976,305.39713,63.9706,41.63043,78.5,286.8,162.19577,57.409164,60.740746,305.7,301.7,37.19768,55.6,4.272635,96.37217,6.137674,54.8,6.8497796,63.199055,14.57618,154.95918,299.4,18.48084,8.892845,112.45518,200.0,62.397957,57.561756,Equipment1,2018-01-30 06:14:00
59.35725,39.08217,55.959545,1.207599,11.383841,5.5103426,60.9,5.9087825,3.7639878,305.13162,63.97569,41.61898,78.6,286.9,162.09659,57.40408,60.73566,305.8,301.9,37.193867,55.7,4.272635,95.80759,6.129196,54.7,6.74805,63.176167,14.805066,154.89815,299.2,18.582571,9.045439,111.90967,200.0,62.386513,57.566845,Equipment1,2018-01-30 06:15:00
59.352165,39.08217,55.96972,1.2085146,11.391165,5.5357747,61.0,5.790098,3.7978976,304.77454,63.97569,41.634243,78.6,286.9,162.09659,57.40408,60.73566,305.7,301.8,37.106125,55.7,4.238725,95.79996,6.2054935,54.8,6.8497796,63.164722,14.999619,154.89815,299.3,18.514751,8.672431,111.661705,200.0,62.35599,57.566845,Equipment1,2018-01-30 06:16:00
59.347076,39.101242,55.964634,1.2085146,11.414969,5.467955,61.0,5.8494406,3.8318074,304.95764,63.960426,41.668575,78.6,286.7,162.09659,57.398994,60.73566,305.8,301.9,37.098495,55.6,4.272635,95.50622,6.1715837,54.7,6.8497796,63.199055,15.022507,154.89815,299.2,18.379112,8.672431,111.71511,200.0,62.344547,57.561756,Equipment1,2018-01-30 06:17:00
59.35725,39.147022,55.949375,1.2085146,11.421378,5.48491,61.0,5.764666,3.8318074,305.83658,63.960426,41.599907,78.6,286.7,162.1767,57.40408,60.73566,305.8,302.0,37.178608,55.6,4.238725,96.025024,6.1546288,54.7,6.81587,63.176167,14.698253,154.8867,299.2,18.921669,9.053917,112.65736,200.0,62.359806,57.561756,Equipment1,2018-01-30 06:18:00
59.352165,39.10887,55.949375,1.2085146,11.409476,5.408613,61.0,5.8663955,3.7978976,305.81827,63.960426,41.599907,78.6,286.8,162.2797,57.40408,60.73566,305.8,301.8,37.19768,55.7,4.238725,96.2005,6.086809,54.8,6.917599,63.199055,14.595255,154.89815,299.3,18.243473,8.765683,112.485695,200.0,62.37125,57.546497,Equipment1,2018-01-30 06:19:00
59.347076,39.120316,55.949375,1.207599,11.469902,5.459478,61.2,5.8748727,3.7978976,304.52734,63.965515,41.72198,78.6,286.6,162.20721,57.40408,60.725487,305.7,301.7,37.19768,55.5,4.272635,96.51331,6.027467,54.9,6.951509,63.191425,14.606699,154.87526,299.5,18.887758,8.918278,112.30259,200.0,62.333103,57.55667,Equipment1,2018-01-30 06:20:00
59.35725,39.131763,55.949375,1.2094301,11.367361,5.442523,60.8,5.781621,3.730078,305.7908,63.960426,41.718166,78.7,286.9,162.1271,57.40408,60.725487,305.8,301.9,37.2282,55.7,4.272635,96.826126,6.120719,54.5,6.78196,63.1075,14.339665,154.9363,299.0,18.209562,9.096304,112.73365,200.0,62.340733,57.566845,Equipment1,2018-01-30 06:21:00
59.352165,39.105057,55.959545,1.2085146,11.4168005,5.5696845,61.0,5.824008,3.7639878,304.6372,63.9706,41.72198,78.6,286.7,162.21866,57.40408,60.725487,305.8,301.9,37.190052,55.5,4.238725,96.25773,6.0613766,54.7,6.8836894,63.141834,14.679179,154.95537,299.2,18.54866,8.84198,112.03555,200.0,62.344547,57.55667,Equipment1,2018-01-30 06:22:00
59.352165,39.05165,55.964634,1.2085146,11.439689,5.5696845,61.1,5.9087825,3.7978976,305.20486,63.97569,41.641872,78.5,286.8,162.19577,57.409164,60.730576,305.7,301.7,37.19768,55.6,4.238725,96.52476,6.103764,54.9,6.917599,63.17235,14.644846,154.89815,299.4,18.6843,8.935232,112.19577,200.0,62.378883,57.561756,Equipment1,2018-01-30 06:23:00
59.352165,39.097427,55.95446,1.2085146,11.425956,5.4340453,61.1,5.790098,3.8318074,305.8915,63.97569,41.699093,78.6,286.8,162.11185,57.398994,60.730576,305.7,301.8,37.247272,55.6,4.272635,96.776535,5.959647,54.8,6.8497796,63.14565,14.5037,154.92867,299.3,18.6843,9.096304,112.493324,200.0,62.378883,57.566845,Equipment1,2018-01-30 06:24:00
59.35725,39.150837,55.959545,1.2094301,11.408561,5.467955,61.0,5.840963,3.7978976,305.4612,63.97569,41.622795,78.6,286.7,162.10422,57.398994,60.730576,305.8,301.9,37.216755,55.6,4.272635,96.295876,6.103764,54.8,6.78196,63.199055,14.606699,154.92104,299.3,17.972195,8.969142,111.98215,200.0,62.32929,57.566845,Equipment1,2018-01-30 06:25:00
59.362335,39.120316,55.95446,1.2094301,11.39208,5.501865,60.9,5.8748727,3.7639878,304.8661,63.9706,41.626614,78.6,286.8,162.09659,57.398994,60.73566,305.8,301.8,37.19768,55.6,4.272635,96.00595,6.1715837,54.7,6.8836894,63.183796,14.8126955,154.87526,299.2,18.48084,9.003052,111.62737,200.0,62.302586,57.561756,Equipment1,2018-01-30 06:26:00
59.35725,39.131763,55.944286,1.2085146,11.446097,5.425568,61.1,5.815531,3.8318074,305.48868,63.960426,41.683834,78.6,286.7,162.19577,57.40408,60.73566,305.7,301.9,37.182423,55.5,4.3404546,96.196686,6.2394032,54.8,6.8497796,63.168537,14.637217,154.94011,299.3,18.582571,9.079349,112.38651,200.0,62.29877,57.55667,Equipment1,2018-01-30 06:27:00
