Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,entity,timestamp
59.464066,39.45983,56.096878,1.2249943,11.431449,5.5696845,60.3,5.9087825,3.5944388,305.18655,64.067245,42.126347,78.7,286.8,164.31296,57.521065,60.842476,305.3,301.8,37.499046,55.7,4.408274,96.75746,6.0952864,54.1,7.3923364,62.78706,2.7504387,156.69872,298.3,17.327908,8.994575,103.54391,200.0,62.09659,57.658398,Equipment1,2018-01-30 12:18:00
59.46915,39.543755,56.096878,1.2240788,11.469902,5.5272975,60.6,5.9003053,3.5944388,304.93018,64.082504,42.172123,78.7,286.7,164.39688,57.526154,60.852646,305.3,301.7,37.529564,55.6,4.3743644,96.98634,6.256358,54.4,7.3923364,62.775616,2.5711453,156.69872,298.6,17.667006,9.020007,103.55154,200.0,62.085144,57.653313,Equipment1,2018-01-30 12:19:00
59.464066,39.578087,56.091793,1.2249943,11.442435,5.5696845,60.6,5.8748727,3.6283486,305.73587,64.092674,42.25223,78.6,286.8,164.30914,57.526154,60.84756,305.3,301.7,37.58297,55.7,4.3743644,97.17708,6.2648354,54.4,7.290607,62.63447,2.1820402,156.65294,298.5,17.395727,9.096304,103.87579,200.0,62.08133,57.653313,Equipment1,2018-01-30 12:20:00
59.458977,39.570457,56.086704,1.2240788,11.482719,5.5527296,60.6,5.8833504,3.6283486,305.40628,64.082504,42.164494,78.7,286.8,164.15656,57.51598,60.842476,305.3,301.7,37.59823,55.7,4.3743644,96.87953,6.1546288,54.4,7.324517,62.668804,2.2125583,156.54613,298.6,17.260088,9.020007,103.64309,200.0,62.054626,57.648224,Equipment1,2018-01-30 12:21:00
59.464066,39.58953,56.096878,1.2249943,11.40673,5.578162,60.5,5.9257374,3.6622584,304.34424,64.07233,42.103455,78.7,286.7,163.99634,57.51598,60.842476,305.4,301.8,37.617302,55.6,4.3404546,96.63157,6.3665648,54.4,7.256697,62.7718,2.5940337,156.48889,298.4,16.9549,9.036962,102.79622,200.0,62.06607,57.658398,Equipment1,2018-01-30 12:22:00
59.46915,39.51705,56.096878,1.2240788,11.4671545,5.5866394,60.7,5.8748727,3.6622584,304.93933,64.082504,42.20264,78.6,286.6,163.98108,57.521065,60.84756,305.3,301.7,37.59823,55.6,4.306545,96.5095,6.0783315,54.5,7.324517,62.73747,2.857252,156.3859,298.6,17.565277,9.130214,103.12428,200.0,62.06607,57.653313,Equipment1,2018-01-30 12:23:00
59.464066,39.505608,56.101967,1.2240788,11.487297,5.5272975,60.7,5.8748727,3.6283486,305.39713,64.082504,42.156864,78.7,286.7,163.82849,57.53124,60.842476,305.4,301.7,37.609673,55.6,4.306545,96.833755,6.307223,54.6,7.3584266,62.741283,2.4605172,156.29816,298.7,17.429638,9.181078,103.379875,200.0,62.0737,57.648224,Equipment1,2018-01-30 12:24:00
59.47424,39.501793,56.096878,1.2240788,11.455253,5.6035943,60.7,5.959647,3.6622584,305.8091,64.082504,42.240788,78.7,286.8,163.71786,57.53124,60.84756,305.7,301.6,37.659267,55.7,4.272635,96.677345,6.2394032,54.8,7.324517,62.748913,2.6474402,156.12268,298.9,17.700916,9.087827,103.03273,200.0,62.08133,57.653313,Equipment1,2018-01-30 12:25:00
59.479324,39.578087,56.12231,1.2249943,11.375601,5.5357747,60.5,5.968125,3.730078,305.1957,64.087585,42.198826,78.7,286.8,163.35545,57.541412,60.852646,305.8,301.8,37.59823,55.7,4.306545,96.14328,6.2478805,54.6,7.324517,62.73747,3.772793,155.81369,298.6,17.463547,8.799593,101.94934,200.0,62.092773,57.658398,Equipment1,2018-01-30 12:26:00
59.48441,39.585716,56.132484,1.2249943,11.409476,5.5442524,60.6,5.959647,3.7978976,304.1703,64.087585,42.221714,78.6,286.6,163.27916,57.546497,60.857735,305.8,301.9,37.59823,55.5,4.272635,95.75418,6.256358,54.8,7.3923364,62.703136,4.8027773,155.68399,298.8,16.78535,9.113258,101.625084,200.0,62.0737,57.663486,Equipment1,2018-01-30 12:27:00
59.4895,39.654385,56.117226,1.2240788,11.489128,5.5442524,60.9,5.9426923,3.7978976,306.34012,64.082504,42.313267,78.6,286.8,163.17616,57.551586,60.86282,305.8,301.7,37.67071,55.6,4.238725,96.93675,6.180061,55.0,7.3584266,62.733654,3.9368277,155.4818,299.1,17.463547,9.265853,103.22728,200.0,62.05081,57.66857,Equipment1,2018-01-30 12:28:00
59.494583,39.688717,56.12231,1.2249943,11.513847,5.51882,61.1,5.8748727,3.7639878,304.7379,64.087585,42.263676,78.5,286.8,162.85573,57.551586,60.872993,305.7,301.5,37.697414,55.6,4.306545,96.692604,6.197016,55.2,7.5279756,62.733654,4.402228,155.26817,299.3,17.260088,8.943709,102.23163,200.0,62.0737,57.673656,Equipment1,2018-01-30 12:29:00
59.49967,39.696346,56.127396,1.2249943,11.450675,5.51882,60.7,5.9257374,3.7978976,305.64432,64.092674,42.172123,78.7,286.9,162.43991,57.546497,60.86791,305.9,301.7,37.716488,55.6,4.238725,96.39506,6.3919973,54.8,7.324517,62.71458,4.722667,155.0927,298.9,17.260088,8.791116,102.44907,200.0,62.077515,57.678745,Equipment1,2018-01-30 12:30:00
59.49967,39.646755,56.127396,1.2249943,11.469902,5.5866394,60.8,5.968125,3.7978976,305.56192,64.092674,42.221714,78.6,286.9,162.41702,57.551586,60.872993,305.8,301.7,37.77371,55.7,4.238725,96.52857,6.3835196,54.9,7.290607,62.72221,5.119402,155.09651,299.0,17.565277,9.325195,102.5864,200.0,62.09659,57.678745,Equipment1,2018-01-30 12:31:00
59.504757,39.79553,56.147743,1.2259098,11.380178,5.4933877,60.5,5.91726,3.730078,304.69214,64.102844,42.298008,78.7,286.9,162.48569,57.566845,60.883167,305.9,301.9,37.850002,55.7,4.238725,95.765625,6.290268,54.7,7.290607,62.718395,6.1036086,155.17662,298.7,17.22618,9.062394,101.66323,200.0,62.09659,57.688915,Equipment1,2018-01-30 12:32:00
59.509842,39.806973,56.168087,1.2249943,11.494621,5.467955,61.0,5.8663955,3.7978976,304.30762,64.10793,42.32471,78.5,286.8,162.52385,57.577015,60.888252,305.8,301.6,37.785152,55.6,4.306545,94.97597,6.256358,55.1,7.460156,62.695507,7.1374073,155.06981,299.2,17.768736,8.884368,101.54879,200.0,62.09659,57.704174,Equipment1,2018-01-30 12:33:00
59.514927,39.806973,56.157917,1.2249943,11.452506,5.442523,60.8,5.8494406,3.7978976,305.84573,64.10793,42.40101,78.5,286.9,162.39795,57.577015,60.893337,305.7,301.7,37.796597,55.6,4.306545,96.16235,6.2309256,54.9,7.3923364,62.72221,6.9962616,154.98207,299.1,17.192268,8.901322,102.52918,200.0,62.077515,57.709263,Equipment1,2018-01-30 12:34:00
59.509842,39.848934,56.15283,1.2259098,11.496452,5.4933877,60.8,5.9426923,3.7978976,305.4612,64.11302,42.31708,78.7,286.8,162.43228,57.58719,60.893337,305.9,301.7,37.842373,55.6,4.272635,96.06317,6.3241777,54.9,7.460156,62.70695,7.2137027,155.0164,299.0,17.802645,9.189556,102.5864,200.0,62.08896,57.709263,Equipment1,2018-01-30 12:35:00
59.509842,39.803158,56.168087,1.2259098,11.428702,5.4933877,60.7,5.9087825,3.8318074,305.8091,64.09776,42.25986,78.6,287.0,162.36743,57.582104,60.90351,305.8,301.6,37.87289,55.8,4.272635,96.139465,6.086809,54.8,7.256697,62.733654,7.7286944,155.0164,299.0,17.531366,9.028484,102.52918,200.0,62.09659,57.709263,Equipment1,2018-01-30 12:36:00
59.514927,39.8146,56.183346,1.2259098,11.42504,5.48491,60.6,5.9257374,3.7978976,304.5365,64.102844,42.33234,78.7,286.8,162.38269,57.597363,60.90351,305.8,301.9,37.796597,55.5,4.272635,95.65118,6.3411326,54.7,7.1888776,62.718395,8.518349,155.06218,298.8,17.599186,8.952188,102.162964,200.0,62.09659,57.714348,Equipment1,2018-01-30 12:37:00
59.5251,39.784084,56.173176,1.2268254,11.428702,5.425568,60.6,5.857918,3.7978976,306.01053,64.102844,42.33997,78.6,286.9,162.56963,57.607536,60.908596,305.8,301.7,37.891968,55.7,4.238725,96.2768,6.1546288,54.7,7.154968,62.65736,8.518349,155.09651,298.7,17.633097,9.223466,103.166245,200.0,62.09659,57.714348,Equipment1,2018-01-30 12:38:00
59.54036,39.738308,56.188435,1.2268254,11.360952,5.5357747,60.5,5.8494406,3.7978976,304.76538,64.11302,42.37812,78.6,286.9,162.5353,57.61262,60.913685,305.8,301.8,37.83093,55.7,4.272635,95.23537,6.137674,54.5,7.0532384,62.741283,9.662776,155.10796,298.6,17.836555,8.867413,101.78531,200.0,62.09659,57.719437,Equipment1,2018-01-30 12:39:00
59.54036,39.77264,56.19352,1.2268254,11.392996,5.5527296,60.5,5.9426923,3.8318074,304.29846,64.13336,42.397194,78.7,286.8,162.7451,57.617706,60.913685,305.8,301.9,37.747005,55.6,4.238725,94.94545,6.3835196,54.6,7.0532384,62.684063,10.414283,155.11559,298.7,17.700916,8.892845,101.87305,200.0,62.09659,57.734695,Equipment1,2018-01-30 12:40:00
59.54036,39.734493,56.198605,1.2268254,11.577935,5.48491,61.2,5.840963,3.7639878,304.84778,64.12828,42.320896,78.5,286.8,162.72603,57.617706,60.91877,305.6,301.4,37.74319,55.6,4.306545,95.53292,6.010512,55.2,7.3584266,62.72221,10.189212,155.16518,299.5,17.734825,9.096304,103.00603,200.0,62.09659,57.729607,Equipment1,2018-01-30 12:41:00
59.54036,39.745937,56.183346,1.2268254,11.4497595,5.4933877,60.7,5.91726,3.730078,305.3422,64.12319,42.374302,78.6,286.9,162.35217,57.607536,60.91877,305.8,301.6,37.796597,55.7,4.238725,95.70458,6.307223,54.7,7.121058,62.69932,10.399023,155.09651,298.9,17.633097,9.214988,102.5864,200.0,62.09659,57.729607,Equipment1,2018-01-30 12:42:00
59.54545,39.753567,56.19352,1.2277409,11.418632,5.5696845,60.6,5.8918276,3.7978976,304.64636,64.12319,42.301823,78.6,286.8,162.43228,57.622795,60.91877,305.8,301.8,37.75082,55.6,4.306545,95.243,6.3750424,54.6,7.0193286,62.69932,11.009384,155.16899,298.7,17.938284,9.062394,102.31556,200.0,62.09659,57.734695,Equipment1,2018-01-30 12:43:00
59.54545,39.803158,56.198605,1.2268254,11.454337,5.5612073,60.6,5.9426923,3.7978976,306.09293,64.13336,42.359043,78.6,286.8,162.74129,57.632965,60.92386,305.8,301.9,37.75082,55.6,4.238725,95.76181,6.256358,54.6,7.121058,62.70695,10.952163,155.24147,298.7,18.006104,8.960665,103.67742,200.0,62.09659,57.744865,Equipment1,2018-01-30 12:44:00
59.55562,39.799343,56.19352,1.2277409,11.450675,5.5103426,60.8,5.9426923,3.7639878,305.00345,64.13845,42.27512,78.5,286.9,162.75273,57.632965,60.928944,305.7,301.6,37.796597,55.7,4.272635,95.79996,6.1122413,54.8,7.087148,62.65736,11.203937,155.25291,299.0,17.667006,8.757206,103.265434,200.0,62.09659,57.749954,Equipment1,2018-01-30 12:45:00
59.550533,39.711605,56.19352,1.2277409,11.429618,5.442523,60.6,5.8918276,3.7978976,305.53445,64.13845,42.359043,78.6,286.9,162.68025,57.62788,60.928944,305.9,301.8,37.769894,55.7,4.238725,95.41848,6.146151,54.6,7.0532384,62.69932,11.409934,155.19951,298.8,17.734825,9.164124,103.56298,200.0,62.09659,57.744865,Equipment1,2018-01-30 12:46:00
59.55562,39.784084,56.198605,1.2277409,11.397573,5.5103426,60.4,5.91726,3.7639878,304.64636,64.15371,42.301823,78.7,286.8,162.66118,57.632965,60.93403,305.9,301.9,37.731747,55.6,4.2048154,95.449,6.4174294,54.4,7.0193286,62.710766,12.0660715,155.19951,298.5,17.768736,9.198033,103.07088,200.0,62.09659,57.749954,Equipment1,2018-01-30 12:47:00
59.565792,39.799343,56.20878,1.2286564,11.348135,5.4933877,60.3,5.9087825,3.8657172,305.0126,64.1588,42.374302,78.7,286.9,162.81377,57.64314,60.93403,305.9,302.0,37.747005,55.7,4.238725,94.84627,6.290268,54.3,6.951509,62.733654,12.329289,155.23766,298.4,17.768736,9.096304,103.250175,200.0,62.09659,57.75504,Equipment1,2018-01-30 12:48:00
59.565792,39.799343,56.213867,1.2286564,11.376516,5.5357747,60.4,5.9257374,3.7639878,304.74707,64.15371,42.40101,78.6,286.8,162.95872,57.653313,60.949287,305.9,302.0,37.697414,55.6,4.238725,94.56779,6.1885386,54.4,6.917599,62.756542,12.958724,155.24147,298.4,17.700916,9.079349,103.09758,200.0,62.09659,57.760128,Equipment1,2018-01-30 12:49:00
59.565792,39.799343,56.218952,1.2286564,11.435111,5.5103426,60.6,5.8494406,3.7639878,304.9851,64.15371,42.271305,78.6,286.9,163.02739,57.648224,60.949287,305.8,301.8,37.70886,55.7,4.272635,94.88823,6.256358,54.6,6.985419,62.767986,12.909133,155.29869,298.8,17.327908,8.901322,103.5935,200.0,62.09659,57.760128,Equipment1,2018-01-30 12:50:00
59.565792,39.799343,56.213867,1.2286564,11.45983,5.5272975,60.5,5.9087825,3.8318074,305.1133,64.15371,42.39338,78.7,286.7,162.89769,57.64314,60.944202,305.8,301.9,37.697414,55.5,4.238725,95.143814,6.307223,54.5,7.0193286,62.775616,13.000687,155.26054,298.6,17.734825,8.850458,103.933014,200.0,62.09659,57.760128,Equipment1,2018-01-30 12:51:00
59.575966,39.799343,56.213867,1.2295719,11.426871,5.5272975,60.8,5.8324857,3.8318074,305.04007,64.1588,42.370487,78.6,287.0,162.86717,57.638054,60.944202,305.7,301.6,37.75845,55.8,4.238725,95.28878,6.2224483,54.7,6.985419,62.726025,12.897688,155.32158,298.9,17.633097,8.918278,103.990234,200.0,62.09659,57.760128,Equipment1,2018-01-30 12:52:00
59.570877,39.818417,56.218952,1.2286564,11.36553,5.501865,60.3,5.8833504,3.7978976,304.68298,64.15371,42.408638,78.8,286.9,162.80614,57.64314,60.939117,306.0,302.0,37.697414,55.7,4.2048154,94.281685,6.2224483,54.3,6.985419,62.70695,13.599604,155.2758,298.3,17.429638,8.960665,103.56298,200.0,62.09659,57.760128,Equipment1,2018-01-30 12:53:00
59.570877,39.799343,56.218952,1.2286564,11.376516,5.467955,60.4,5.815531,3.7639878,305.18655,64.1588,42.359043,78.7,286.9,162.97398,57.648224,60.949287,305.9,301.9,37.697414,55.7,4.2048154,94.82338,6.3411326,54.4,6.951509,62.72984,13.687343,155.31013,298.5,17.633097,9.231943,104.13138,200.0,62.09659,57.765213,Equipment1,2018-01-30 12:54:00
59.565792,39.818417,56.213867,1.2286564,11.447928,5.467955,60.7,5.824008,3.7978976,304.7837,64.16897,42.31708,78.7,286.8,162.88625,57.64314,60.949287,305.8,301.8,37.697414,55.6,4.238725,94.94545,6.256358,54.6,6.985419,62.710766,13.614862,155.29869,298.8,17.293999,9.045439,104.42512,200.0,62.09659,57.760128,Equipment1,2018-01-30 12:55:00
59.570877,39.856564,56.203693,1.2286564,11.557794,5.4340453,61.0,5.798576,3.7978976,305.33304,64.1588,42.351414,78.6,286.8,162.76799,57.62788,60.944202,305.7,301.5,37.747005,55.6,4.272635,95.62447,6.146151,54.9,7.154968,62.69932,13.244831,155.28343,299.1,17.327908,9.172601,105.39025,200.0,62.09659,57.75504,Equipment1,2018-01-30 12:56:00
59.570877,39.87564,56.19352,1.2295719,11.414054,5.501865,60.7,5.8324857,3.7978976,305.81827,64.1588,42.343784,78.6,287.1,162.53911,57.622795,60.939117,305.7,301.6,37.79278,55.8,4.272635,95.71221,6.197016,54.6,7.0193286,62.710766,13.321126,155.19951,298.9,17.667006,8.994575,104.87526,200.0,62.09659,57.75504,Equipment1,2018-01-30 12:57:00
59.570877,39.87564,56.218952,1.2295719,11.410392,5.48491,60.4,5.857918,3.7639878,304.3534,64.16389,42.301823,78.8,286.7,162.57344,57.638054,60.944202,306.0,302.1,37.75082,55.5,4.272635,94.38087,6.2817903,54.3,6.78196,62.71458,14.087892,155.22621,298.4,17.497458,9.231943,104.25727,200.0,62.09659,57.765213,Equipment1,2018-01-30 12:58:00
59.58105,39.8909,56.203693,1.2295719,11.447928,5.5357747,60.6,5.857918,3.7639878,306.25772,64.16389,42.397194,78.7,286.9,162.87099,57.64314,60.944202,305.9,301.8,37.895782,55.7,4.238725,95.681694,6.1715837,54.5,6.917599,62.733654,13.710231,155.3025,298.7,17.972195,8.926755,105.939575,200.0,62.100403,57.760128,Equipment1,2018-01-30 12:59:00
59.58105,39.87564,56.20878,1.2295719,11.422294,5.4933877,60.4,5.9257374,3.7978976,305.5436,64.16389,42.37812,78.8,286.8,162.91676,57.64314,60.95946,306.0,302.0,37.80804,55.6,4.272635,95.609215,6.180061,54.3,6.8836894,62.756542,13.859007,155.38261,298.4,17.734825,8.918278,105.580986,200.0,62.09659,57.765213,Equipment1,2018-01-30 13:00:00
59.575966,39.826046,56.224037,1.2295719,11.374685,5.48491,60.5,5.8324857,3.7978976,304.7837,64.16897,42.33234,78.6,287.0,162.92058,57.648224,60.954376,305.8,301.9,37.796597,55.7,4.238725,94.95308,6.0698543,54.3,6.8836894,62.756542,14.187076,155.35973,298.5,17.565277,9.189556,105.29107,200.0,62.09659,57.765213,Equipment1,2018-01-30 13:01:00
59.575966,39.83749,56.23421,1.2295719,11.48455,5.5527296,60.7,5.8324857,3.7978976,305.02176,64.1588,42.420082,78.6,286.8,162.91676,57.64314,60.95946,305.8,301.7,37.796597,55.6,4.238725,95.5024,6.0613766,54.6,7.087148,62.710766,14.133669,155.23384,298.8,18.006104,8.867413,105.85947,200.0,62.09659,57.765213,Equipment1,2018-01-30 13:02:00
59.58105,39.89853,56.23421,1.2304876,11.387503,5.48491,60.5,5.9087825,3.8318074,305.39713,64.15371,42.397194,78.6,286.9,162.79851,57.653313,60.95946,305.8,301.8,37.81567,55.7,4.238725,95.23918,6.0613766,54.4,6.8836894,62.71458,14.202334,155.29869,298.5,17.531366,8.757206,105.69161,200.0,62.09659,57.765213,Equipment1,2018-01-30 13:03:00
59.58105,39.848934,56.239296,1.2304876,11.396658,5.476433,60.5,5.95117,3.7978976,304.4541,64.1588,42.38575,78.6,286.9,162.85954,57.658398,60.964546,305.8,301.8,37.747005,55.7,4.306545,93.987946,6.2054935,54.4,6.985419,62.710766,14.91188,155.37117,298.5,17.327908,8.986097,104.798965,200.0,62.09659,57.770298,Equipment1,2018-01-30 13:04:00
59.570877,39.848934,56.239296,1.2304876,11.431449,5.5442524,60.6,5.815531,3.8657172,303.66675,64.15371,42.40101,78.7,286.7,162.83284,57.653313,60.95946,305.8,301.8,37.697414,55.5,4.272635,93.49203,6.1546288,54.5,6.951509,62.73747,15.213244,155.31395,298.7,17.599186,8.994575,104.455635,200.0,62.09659,57.770298,Equipment1,2018-01-30 13:05:00
59.565792,39.89853,56.239296,1.2304876,11.435111,5.48491,60.4,5.8918276,3.8657172,305.73587,64.15371,42.423897,78.7,286.9,162.85954,57.658398,60.969635,306.0,301.9,37.731747,55.7,4.238725,94.01465,6.1715837,54.3,6.985419,62.703136,15.117876,155.32921,298.5,17.429638,8.943709,105.52758,200.0,62.09659,57.770298,Equipment1,2018-01-30 13:06:00
59.58105,39.89853,56.23421,1.2304876,11.371023,5.451,60.3,5.8748727,3.7978976,305.095,64.1588,42.397194,78.7,286.9,162.93202,57.663486,60.97472,305.9,302.0,37.697414,55.7,4.238725,93.82391,6.2224483,54.2,6.917599,62.72221,15.407798,155.44365,298.3,17.293999,8.901322,105.001144,200.0,62.130924,57.775387,Equipment1,2018-01-30 13:07:00
59.58614,39.89853,56.229126,1.2304876,11.462577,5.476433,60.7,5.824008,3.730078,305.0767,64.16389,42.45823,78.6,286.9,163.0312,57.663486,60.969635,305.8,301.7,37.74319,55.6,4.238725,94.34272,6.2054935,54.5,6.985419,62.760357,15.167468,155.49324,298.7,17.734825,9.020007,106.076904,200.0,62.09659,57.770298,Equipment1,2018-01-30 13:08:00
59.58614,39.913788,56.229126,1.2304876,11.512016,5.5357747,60.7,5.857918,3.7639878,305.68094,64.16897,42.553596,78.6,286.8,162.90913,57.663486,60.97472,305.8,301.8,37.8233,55.6,4.238725,94.98741,6.163106,54.5,6.951509,62.767986,14.702067,155.42458,298.8,17.429638,9.087827,106.87038,200.0,62.09659,57.770298,Equipment1,2018-01-30 13:09:00
59.59631,39.96338,56.229126,1.2314031,11.399405,5.48491,60.4,5.8748727,3.7978976,306.09293,64.16897,42.397194,78.7,286.9,162.86717,57.66857,60.984894,305.8,301.9,37.888153,55.7,4.238725,95.38415,6.2648354,54.3,6.917599,62.61921,14.618143,155.46272,298.4,17.565277,9.070871,106.9276,200.0,62.09659,57.78047,Equipment1,2018-01-30 13:10:00
59.6014,39.913788,56.23421,1.2304876,11.457084,5.5612073,60.5,5.9426923,3.7639878,304.93933,64.17406,42.31708,78.7,286.7,162.92058,57.673656,60.984894,305.8,301.7,37.895782,55.6,4.238725,95.76944,6.3157,54.4,6.951509,62.718395,14.82414,155.49706,298.6,17.395727,9.138691,106.75212,200.0,62.09659,57.78047,Equipment1,2018-01-30 13:11:00
59.59631,39.856564,56.239296,1.2314031,11.40032,5.451,60.4,5.8918276,3.730078,305.507,64.179146,42.42771,78.6,286.9,162.9015,57.678745,60.984894,305.8,301.9,37.899597,55.7,4.272635,95.880066,6.256358,54.3,6.8836894,62.76417,14.785993,155.49706,298.4,17.361818,9.003052,107.0573,200.0,62.09659,57.785557,Equipment1,2018-01-30 13:12:00
59.591225,39.90616,56.254555,1.2314031,11.411307,5.4933877,60.5,5.9003053,3.7639878,304.77454,64.179146,42.45823,78.6,287.0,163.00069,57.68383,60.995068,305.7,301.8,37.83856,55.7,4.272635,95.28115,6.307223,54.3,6.8836894,62.70695,15.178912,155.49706,298.5,17.633097,8.84198,106.52323,200.0,62.09659,57.785557,Equipment1,2018-01-30 13:13:00
59.59631,39.921417,56.254555,1.2323186,11.430533,5.451,60.5,5.807053,3.7639878,305.095,64.17406,42.45823,78.6,286.9,162.93584,57.694004,60.98998,305.8,301.7,37.86526,55.7,4.238725,95.609215,6.2139707,54.4,6.917599,62.710766,15.2018,155.49706,298.5,17.938284,9.248898,106.68726,200.0,62.09659,57.785557,Equipment1,2018-01-30 13:14:00
59.591225,39.94049,56.269817,1.2323186,11.397573,5.5357747,60.3,5.91726,3.7639878,304.5548,64.17406,42.50019,78.7,286.9,162.90913,57.69909,60.995068,305.9,301.9,37.81567,55.6,4.238725,95.03319,6.2224483,54.1,6.985419,62.733654,15.705348,155.49706,298.2,17.463547,8.884368,106.14938,200.0,62.09659,57.790646,Equipment1,2018-01-30 13:15:00
59.61157,39.803158,56.26473,1.2314031,11.461661,5.4933877,60.6,5.815531,3.7978976,304.74707,64.18423,42.52308,78.6,286.8,162.99687,57.694004,60.995068,305.7,301.8,37.8233,55.6,4.238725,95.01793,6.180061,54.5,6.985419,62.718395,15.648127,155.56192,298.6,17.463547,9.138691,106.50416,200.0,62.09659,57.79573,Equipment1,2018-01-30 13:16:00
59.616657,39.94812,56.259644,1.2323186,11.5193405,5.442523,60.7,5.815531,3.7639878,306.0563,64.18423,42.50019,78.6,286.8,163.03883,57.694004,60.995068,305.7,301.6,37.87671,55.6,4.238725,96.11658,6.2648354,54.5,6.985419,62.718395,15.114061,155.55429,298.8,17.700916,9.096304,107.774475,200.0,62.108032,57.790646,Equipment1,2018-01-30 13:17:00
59.621742,39.95575,56.26473,1.2323186,11.384756,5.51882,60.4,5.9087825,3.7978976,306.31265,64.199486,42.4506,78.6,287.1,162.83284,57.694004,61.000153,305.8,301.7,37.895782,55.9,4.238725,96.15091,6.2394032,54.3,6.81587,62.752728,15.098803,155.49706,298.5,17.938284,8.986097,107.24803,200.0,62.12711,57.79573,Equipment1,2018-01-30 13:18:00
59.621742,39.887085,56.285076,1.2323186,11.389334,5.5272975,60.4,5.8918276,3.7639878,304.36255,64.214745,42.423897,78.7,286.9,162.91295,57.709263,61.005238,305.8,301.8,37.796597,55.7,4.238725,94.728004,6.2478805,54.3,6.8836894,62.748913,15.865568,155.51233,298.4,18.073923,9.113258,105.996796,200.0,62.111847,57.81099,Equipment1,2018-01-30 13:19:00
59.626827,39.951935,56.279987,1.2323186,11.4168005,5.578162,60.2,5.934215,3.7978976,305.095,64.21983,42.4506,78.8,286.7,163.01976,57.709263,61.005238,306.0,302.1,37.80804,55.5,4.238725,95.28115,6.197016,54.1,6.78196,62.73747,15.796903,155.54285,298.1,17.768736,9.426925,107.137405,200.0,62.12711,57.81608,Equipment1,2018-01-30 13:20:00
59.626827,39.913788,56.279987,1.2323186,11.414969,5.5103426,60.4,5.8918276,3.7978976,305.67178,64.21983,42.44297,78.6,287.0,163.16472,57.714348,61.01541,305.8,301.6,37.87289,55.8,4.272635,95.38415,6.2648354,54.3,6.81587,62.76417,15.510796,155.59244,298.5,17.565277,9.426925,107.49981,200.0,62.149998,57.81099,Equipment1,2018-01-30 13:21:00
59.626827,39.921417,56.300335,1.2323186,11.377432,5.501865,60.3,5.857918,3.7639878,304.40833,64.22492,42.37812,78.7,286.9,162.97017,57.709263,61.005238,305.8,301.9,37.796597,55.6,4.272635,94.82338,6.1715837,54.1,6.8497796,62.733654,15.983826,155.49706,298.2,17.938284,9.053917,106.61097,200.0,62.13474,57.821163,Equipment1,2018-01-30 13:22:00
59.637,39.99771,56.295246,1.2323186,11.409476,5.467955,60.2,5.9003053,3.7639878,304.97595,64.22492,42.50782,78.6,286.9,163.10368,57.719437,61.01541,305.9,301.9,37.834743,55.7,4.238725,95.01793,6.2309256,54.1,6.8497796,62.72221,15.854124,155.56573,298.2,18.311293,8.867413,107.46929,200.0,62.09659,57.821163,Equipment1,2018-01-30 13:23:00
59.64209,39.913788,56.29016,1.2323186,11.425956,5.51882,60.4,5.8833504,3.8318074,305.79996,64.22492,42.53071,78.7,286.9,163.15327,57.714348,61.020496,305.9,301.9,37.899597,55.6,4.272635,95.64736,6.180061,54.2,6.8836894,62.70695,15.579461,155.59625,298.4,17.938284,9.164124,108.02243,200.0,62.09659,57.82625,Equipment1,2018-01-30 13:24:00
59.647175,39.986267,56.279987,1.2332342,11.40673,5.48491,60.3,5.9003053,3.8318074,306.3859,64.22492,42.53071,78.6,286.9,163.16853,57.72452,61.01541,305.8,301.8,37.899597,55.8,4.272635,96.05554,6.2478805,54.2,6.78196,62.760357,15.415427,155.59625,298.3,18.040014,9.155646,108.33143,200.0,62.09659,57.81608,Equipment1,2018-01-30 13:25:00
59.647175,39.99008,56.300335,1.2332342,11.409476,5.4933877,60.4,5.9257374,3.8318074,303.87732,64.23,42.519264,78.6,286.8,163.0312,57.72452,61.020496,305.8,301.9,37.880524,55.6,4.306545,95.46044,6.4513392,54.2,6.8836894,62.695507,15.812161,155.59625,298.4,17.836555,8.943709,107.04967,200.0,62.09659,57.82625,Equipment1,2018-01-30 13:26:00
59.637,39.94049,56.300335,1.2332342,11.462577,5.51882,60.5,5.91726,3.7978976,305.41544,64.22492,42.542152,78.6,286.8,163.07698,57.714348,61.020496,305.9,301.8,37.899597,55.6,4.306545,95.78851,6.1885386,54.3,6.81587,62.809948,15.5870905,155.59625,298.6,17.734825,8.960665,108.35813,200.0,62.09659,57.821163,Equipment1,2018-01-30 13:27:00
59.637,39.993896,56.29016,1.2332342,11.403982,5.578162,60.4,5.9257374,3.8657172,306.02884,64.23509,42.481117,78.6,287.0,163.00069,57.719437,61.020496,305.9,301.8,37.9263,55.8,4.306545,96.10513,6.3919973,54.2,6.8836894,62.76417,15.510796,155.59625,298.4,18.107834,9.223466,108.220795,200.0,62.100403,57.821163,Equipment1,2018-01-30 13:28:00
