Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,Signal44,Signal45,Signal46,Signal47,Signal48,Signal49,Signal50,Signal51,Signal52,Signal53,Signal54,Signal55,entity,timestamp
62.59728,44.499123,57.653313,1.1013962,13.506981,7.4092913,71.4,9.554086,3.1536114,303.86816,65.60333,46.215763,76.0,284.9,161.23827,59.458977,62.348045,302.2,297.3,43.24407,53.3,4.781282,117.963684,10.444219,65.6,9.6303835,68.58549,-6.252384,162.29877,307.9,15.361139,11.130892,126.718544,293.9,66.105896,59.438633,66.7,5.3238387,75.6,60.1,85.7,2.860151,302.9,297.3,97.42275,39.917603,311.6,43.52941,8.926755,61.71733,149.29808,69.8,66.0,307.2,8.748729,Equipment1,2018-04-24 00:00:00
62.59728,44.491493,57.653313,1.1004807,13.495995,7.3669043,71.4,9.562564,3.1875212,304.09705,65.6135,46.219578,76.0,285.0,161.12001,59.45389,62.348045,302.1,297.2,43.29366,53.4,4.8151917,118.03235,10.46965,65.7,9.664293,68.59312,-6.3706417,162.2301,307.9,15.1576805,11.631062,126.76051,294.0,66.1593,59.438633,66.7,5.3238387,75.5,60.0,85.8,2.8592355,302.9,297.4,97.34951,39.90616,311.6,43.417717,9.036962,61.71733,149.36674,69.9,66.0,307.3,8.672431,Equipment1,2018-04-24 00:01:00
62.59728,44.495308,57.658398,1.1004807,13.498741,7.21431,71.4,9.367582,3.1875212,303.78577,65.6135,46.288242,76.0,285.0,161.01701,59.443718,62.342957,302.1,297.2,43.289845,53.3,4.747372,118.17349,10.300101,65.7,9.528654,68.55497,-6.4164186,162.19958,307.9,15.1576805,11.478467,126.859695,293.9,66.09827,59.438633,66.7,5.3577485,75.6,60.0,85.6,2.8592355,302.9,297.4,97.322044,39.89853,311.6,43.479057,8.714819,61.72242,149.46211,69.9,66.1,307.3,8.672431,Equipment1,2018-04-24 00:02:00
62.587105,44.51438,57.648224,1.1023117,13.502403,7.3160396,71.3,9.537131,3.1536114,303.54773,65.6135,46.299686,76.0,284.9,160.95598,59.438633,62.33787,302.1,297.2,43.28603,53.3,4.781282,118.0972,10.20685,65.6,9.562564,68.65034,-6.4698253,162.26825,307.9,15.29332,11.707358,126.77577,293.8,66.15167,59.438633,66.7,5.3577485,75.5,60.0,85.6,2.860151,302.9,297.3,97.36782,39.8909,311.5,43.490044,8.84198,61.712246,149.46593,69.8,66.0,307.2,8.562224,Equipment1,2018-04-24 00:03:00
62.58202,44.453346,57.653313,1.1041428,13.504234,7.3160396,71.2,9.4608345,3.1875212,303.3921,65.60841,46.314945,76.1,284.9,160.97887,59.443718,62.342957,302.2,297.3,43.297474,53.3,4.8151917,118.05905,10.308579,65.6,9.6303835,68.55497,-6.3935304,162.29877,307.9,15.3272295,11.410647,126.72236,293.9,66.1593,59.433548,66.7,5.3238387,75.6,60.1,85.6,2.860151,303.0,297.3,97.38613,39.89853,311.6,43.534904,8.892845,61.712246,149.39726,69.7,65.9,307.2,8.77416,Equipment1,2018-04-24 00:04:00
62.58202,44.499123,57.66857,1.1050583,13.489586,7.3753815,71.2,9.579518,3.1536114,303.83154,65.60841,46.3035,76.0,284.9,160.96361,59.443718,62.348045,302.2,297.3,43.297474,53.3,4.8491015,118.05905,10.986775,65.5,9.6303835,68.5893,-6.3134203,162.19577,307.8,15.089861,11.639539,126.79103,294.0,66.09827,59.42846,66.7,5.3577485,75.6,60.0,85.7,2.8592355,302.9,297.2,97.23964,39.909973,311.6,43.442436,8.858935,61.712246,149.42015,69.7,65.8,307.1,8.680909,Equipment1,2018-04-24 00:05:00
62.59728,44.52201,57.66857,1.105974,13.4941635,7.3329945,71.1,9.393015,3.1875212,303.97803,65.60333,46.299686,76.0,284.9,160.91402,59.448807,62.342957,302.1,297.3,43.297474,53.3,4.781282,118.22308,10.350966,65.5,9.562564,68.59312,-6.2981615,162.19958,307.8,15.428959,11.410647,126.77196,293.9,66.16312,59.433548,66.7,5.3577485,75.6,60.1,85.7,2.85832,303.0,297.1,97.34951,39.982452,311.7,43.477226,8.731773,61.712246,149.54605,69.6,65.9,307.1,8.689386,Equipment1,2018-04-24 00:06:00
62.59219,44.499123,57.658398,1.105974,13.50515,7.290607,71.1,9.435402,3.1536114,303.81323,65.60841,46.299686,76.1,284.9,160.97505,59.448807,62.33787,302.2,297.3,43.297474,53.2,4.781282,118.14679,10.350966,65.5,9.494744,68.58549,-6.210422,162.28351,307.8,15.2255,11.40217,126.695656,293.8,66.17456,59.42846,66.7,5.289929,75.6,60.1,85.7,2.860151,303.0,297.1,97.48684,39.967194,311.6,43.563286,8.80807,61.71733,149.5346,69.6,65.8,307.1,8.680909,Equipment1,2018-04-24 00:07:00
62.59219,44.499123,57.648224,1.105974,13.530785,7.1973553,71.1,9.282807,3.1875212,303.7766,65.60841,46.307316,76.2,284.7,161.0933,59.448807,62.342957,302.3,297.5,43.255512,53.1,4.8151917,117.948425,10.461173,65.5,9.596474,68.61982,-6.191348,162.29877,307.8,15.055951,11.376738,126.67277,293.6,66.178375,59.433548,66.8,5.3238387,75.8,60.3,85.4,2.8592355,303.1,297.1,97.82559,39.89853,311.7,43.8352,8.87589,61.71733,149.44304,69.7,65.9,307.1,8.723296,Equipment1,2018-04-24 00:08:00
62.59728,44.499123,57.638054,1.1068895,13.555505,7.256697,71.1,9.37606,3.1536114,304.0055,65.6135,46.32639,76.2,284.7,161.31075,59.448807,62.348045,302.3,297.7,43.282215,53.1,4.8151917,117.55169,10.334011,65.5,9.562564,68.5893,-6.1646447,162.31784,307.9,15.29332,11.258054,126.646065,293.4,66.14023,59.438633,66.9,5.3238387,76.0,60.4,85.2,2.8610666,303.2,297.1,98.13687,40.009155,311.8,44.009155,8.825026,61.71733,149.33241,69.6,65.8,307.1,8.799593,Equipment1,2018-04-24 00:09:00
62.59728,44.499123,57.62788,1.1050583,13.54635,7.1719227,71.1,9.384537,3.1875212,304.49988,65.59824,46.38743,76.1,284.7,161.52057,59.448807,62.348045,302.2,297.6,43.297474,53.1,4.781282,117.418175,10.588335,65.5,9.562564,68.59312,-6.1722746,162.35217,307.8,15.25941,11.40217,126.565956,293.4,66.19745,59.42846,66.9,5.289929,75.9,60.3,85.1,2.8592355,303.1,297.1,98.06363,40.043488,311.7,43.956055,8.714819,61.712246,149.28282,69.6,65.9,307.1,8.697864,Equipment1,2018-04-24 00:10:00
62.59728,44.499123,57.622795,1.1041428,13.552758,7.3160396,71.2,9.4608345,3.1536114,304.54565,65.60841,46.356907,76.2,284.7,161.6312,59.45389,62.348045,302.3,297.6,43.224995,53.1,4.8151917,117.28466,10.622245,65.6,9.494744,68.57404,-6.130312,162.44754,307.9,15.123771,11.732791,126.5507,293.5,66.09827,59.418285,66.8,5.289929,75.9,60.3,85.2,2.8592355,303.1,297.3,98.109406,40.02823,311.7,43.956055,8.799593,61.702072,149.21797,69.7,65.9,307.2,8.765683,Equipment1,2018-04-24 00:11:00
62.59219,44.499123,57.62788,1.1023117,13.550012,7.3329945,71.3,9.435402,3.1536114,304.6372,65.6135,46.322575,76.2,284.8,161.67697,59.443718,62.35313,302.2,297.5,43.297474,53.2,4.8151917,117.2694,10.885046,65.6,9.698203,68.58549,-6.244755,162.47424,307.9,15.022041,11.495422,126.581215,293.5,66.09827,59.4132,66.8,5.3238387,75.8,60.2,85.2,2.860151,303.1,297.4,98.04532,40.043488,311.7,43.88739,8.84198,61.70716,149.26375,69.8,65.9,307.2,8.663954,Equipment1,2018-04-24 00:12:00
62.602364,44.583046,57.632965,1.1013962,13.540856,7.3669043,71.4,9.579518,3.221431,304.67383,65.60841,46.383614,76.1,284.8,161.65027,59.443718,62.348045,302.2,297.5,43.297474,53.2,4.8151917,117.38003,10.401831,65.6,9.494744,68.49775,-6.317235,162.45898,307.9,15.055951,11.317396,126.66514,293.6,66.15167,59.418285,66.8,5.3238387,75.8,60.2,85.3,2.8592355,303.1,297.4,97.9263,40.01297,311.7,43.80499,9.011529,61.712246,149.24086,69.8,66.0,307.2,8.858935,Equipment1,2018-04-24 00:13:00
62.59219,44.55253,57.62788,1.0995651,13.534448,7.3669043,71.5,9.452356,3.2553408,304.71045,65.60841,46.36072,76.1,284.9,161.59686,59.45389,62.348045,302.2,297.5,43.297474,53.2,4.8151917,117.56695,10.401831,65.7,9.528654,68.501564,-6.427863,162.49713,307.9,15.123771,11.5039,126.703285,293.6,66.19745,59.418285,66.8,5.3238387,75.8,60.2,85.4,2.860151,303.1,297.5,97.87137,39.99771,311.7,43.77386,8.833503,61.71733,149.27519,69.9,66.1,307.3,8.621567,Equipment1,2018-04-24 00:14:00
62.59728,44.51438,57.638054,1.0995651,13.530785,7.273652,71.4,9.494744,3.2553408,304.49072,65.60841,46.33402,76.1,284.8,161.5282,59.438633,62.35313,302.2,297.5,43.297474,53.2,4.8151917,117.62035,10.749407,65.7,9.528654,68.59693,-6.599527,162.39032,308.0,14.818583,11.427603,126.68421,293.6,66.14404,59.423374,66.8,5.289929,75.8,60.2,85.3,2.8592355,303.1,297.5,97.79813,39.99771,311.7,43.75555,8.9098,61.71733,149.32097,69.9,66.1,307.3,8.884368,Equipment1,2018-04-24 00:15:00
