Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,Signal44,Signal45,Signal46,Signal47,Signal48,Signal49,Signal50,Signal51,Signal52,Signal53,Signal54,Signal55,entity,timestamp
62.108986,43.35851,57.058205,1.0812542,13.540856,7.2227874,72.4,0.0339098,3.5266192,304.17944,65.10995,45.342182,76.3,285.7,160.8072,58.802834,61.839405,302.3,297.4,42.18738,53.6,4.577823,115.274284,10.528993,66.0,9.2912855,67.97894,-30.4036,160.2121,307.5,14.750763,10.817226,100.396736,200.0,65.232315,58.970684,66.9,5.3238387,75.8,60.2,0.0,2.85832,303.1,298.2,98.2559,37.59823,311.8,43.83154,8.485928,61.264645,146.68498,71.0,66.2,307.1,8.638521,Equipment1,2018-03-08 00:00:00
62.119156,43.419548,57.073463,1.0812542,13.5271225,7.1464906,72.4,0.0339098,3.5266192,303.859,65.115036,45.296406,76.2,285.9,160.69658,58.813007,61.844494,302.3,297.3,42.198826,53.7,4.611733,115.67483,9.791454,66.0,9.393015,67.948425,-30.399786,160.17395,307.6,14.581214,10.461173,100.404366,200.0,65.239944,58.975773,66.8,5.3238387,75.7,60.1,0.0,2.860151,303.0,298.2,97.96292,37.579155,311.8,43.655758,8.672431,61.26973,146.78035,71.1,66.2,307.1,8.409631,Equipment1,2018-03-08 00:01:00
62.124245,43.427177,57.098896,1.0812542,13.500572,7.154968,72.3,0.0339098,3.5266192,303.44702,65.120125,45.345997,76.0,285.9,160.3952,58.813007,61.844494,302.1,297.2,42.198826,53.7,4.6456428,116.193634,10.223804,65.9,9.325195,67.92554,-30.41123,160.14725,307.6,14.615124,10.664632,100.43107,200.0,65.32006,58.980858,66.8,5.289929,75.6,60.0,0.0,2.85832,302.9,298.1,97.61501,37.59823,311.8,43.477226,8.384198,61.27482,146.94438,71.0,66.2,307.1,8.570702,Equipment1,2018-03-08 00:02:00
62.119156,43.45388,57.088722,1.0812542,13.562829,7.0701933,72.4,0.0339098,3.5266192,303.18152,65.120125,45.35744,76.3,285.5,160.46387,58.807922,61.844494,302.3,297.7,42.198826,53.4,4.577823,115.83887,10.028823,66.0,9.359105,67.99039,-30.285343,160.14725,307.5,14.886402,10.376399,100.39292,200.0,65.30099,58.980858,66.9,5.3577485,76.0,60.3,0.0,2.8592355,303.2,298.2,98.42985,37.59823,311.9,44.100708,8.706341,61.26973,146.93294,71.0,66.2,307.1,8.460495,Equipment1,2018-03-08 00:03:00
62.11407,43.385216,57.078552,1.0812542,13.567407,7.0786705,72.4,0.0339098,3.5266192,303.48364,65.115036,45.334553,76.3,285.7,160.66988,58.802834,61.844494,302.3,297.6,42.198826,53.5,4.6456428,115.49554,10.528993,66.0,9.359105,67.98276,-30.312046,160.19684,307.6,14.479485,10.43574,100.40818,200.0,65.21706,58.975773,66.9,5.3238387,75.9,60.3,0.0,2.8592355,303.2,298.2,98.46647,37.59823,311.9,44.02838,8.621567,61.27482,146.79561,71.0,66.2,307.1,8.528315,Equipment1,2018-03-08 00:04:00
62.11407,43.457695,57.06838,1.0803387,13.544518,7.21431,72.4,0.0339098,3.560529,304.05127,65.10995,45.304035,76.3,285.7,160.79958,58.79775,61.84958,302.3,297.6,42.198826,53.6,4.577823,115.266655,10.257714,66.0,9.426925,67.9942,-30.231937,160.20447,307.6,14.750763,10.673109,100.38148,200.0,65.224686,58.9656,66.9,5.3238387,75.9,60.3,0.0,2.856489,303.2,298.3,98.319984,37.59823,311.9,43.876404,8.646999,61.27482,146.70024,71.0,66.2,307.1,8.621567,Equipment1,2018-03-08 00:05:00
62.11407,43.39666,57.06838,1.0803387,13.589379,7.104103,72.4,0.0339098,3.5266192,303.63013,65.120125,45.37652,76.3,285.6,160.83391,58.807922,61.839405,302.3,297.8,42.198826,53.4,4.6456428,115.36584,9.511699,66.0,9.359105,67.963684,-30.247196,160.28076,307.6,14.716853,10.393353,100.48829,200.0,65.29717,58.970684,67.0,5.256019,76.1,60.4,0.0,2.8592355,303.3,298.2,98.704506,37.59823,311.9,44.23621,8.553747,61.27482,146.72694,71.1,66.2,307.1,8.333333,Equipment1,2018-03-08 00:06:00
62.11407,43.39666,57.05312,1.0803387,13.576562,7.1634455,72.4,0.0339098,3.560529,303.79492,65.10995,45.42611,76.3,285.6,161.03227,58.802834,61.84958,302.3,297.7,42.198826,53.5,4.6456428,114.94621,10.27467,66.0,9.223466,67.90646,-30.2739,160.33035,307.6,14.682943,10.723974,100.49973,200.0,65.3048,58.970684,66.9,5.289929,76.1,60.3,0.0,2.85832,303.2,298.3,98.64042,37.59823,311.9,44.14649,8.333333,61.25956,146.59343,71.0,66.2,307.1,8.435062,Equipment1,2018-03-08 00:07:00
62.11407,43.480583,57.06838,1.0803387,13.526207,7.231265,72.4,0.0339098,3.560529,304.22522,65.115036,45.479515,76.2,285.8,160.9369,58.802834,61.844494,302.2,297.4,42.198826,53.6,4.6456428,115.28954,10.350966,66.0,9.426925,67.95224,-30.361639,160.32272,307.6,14.581214,11.156324,100.42344,200.0,65.331505,58.970684,66.8,5.289929,75.7,60.1,0.0,2.8574045,303.1,298.3,98.01785,37.609673,311.8,43.691463,8.604611,61.27482,146.65828,71.0,66.2,307.1,8.452018,Equipment1,2018-03-08 00:08:00
62.124245,43.427177,57.083637,1.0803387,13.550012,7.256697,72.4,0.0339098,3.5266192,303.859,65.120125,45.43374,76.2,285.7,160.81483,58.813007,61.844494,302.2,297.6,42.229343,53.5,4.611733,115.44976,10.17294,66.0,9.257376,67.99802,-30.399786,160.2388,307.7,14.615124,10.868091,100.50736,200.0,65.29717,58.975773,66.9,5.3238387,75.9,60.3,0.0,2.85832,303.1,298.3,98.28336,37.62493,311.8,43.931335,8.494405,61.26973,146.77272,71.1,66.2,307.2,8.435062,Equipment1,2018-03-08 00:09:00
