Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,entity,timestamp
62.643055,44.899673,57.709263,1.241474,13.589379,7.010851,65.5,0.0339098,3.5944388,304.1062,65.71523,46.81468,76.6,285.2,164.00397,59.616657,62.5515,302.6,298.7,43.324177,53.3,4.747372,113.65682,11.03764,61.2,9.6303835,68.98985,36.49958,164.82414,305.0,15.937606,11.258054,156.89708,200.0,64.51896,59.35725,67.1,5.3916583,77.0,61.2,0.0,2.85832,303.9,Equipment1,2018-03-13 04:09:00
62.627796,44.975967,57.688915,1.2423896,13.541772,6.81587,65.4,0.0339098,3.4927094,306.08377,65.710144,46.7422,76.6,285.6,164.44647,59.621742,62.5515,302.6,298.6,43.297474,53.6,4.7134624,113.57671,10.393353,61.0,9.494744,68.95552,36.58732,165.05684,304.8,15.632418,11.809088,156.60716,200.0,64.56092,59.34199,67.1,5.3916583,77.0,61.1,0.0,2.8491645,303.8,Equipment1,2018-03-13 04:10:00
62.627796,44.949265,57.694004,1.241474,13.622339,6.7395725,65.6,0.0339098,3.4927094,304.1245,65.705055,46.74983,76.6,285.1,164.53041,59.6014,62.546413,302.6,298.7,43.35851,53.1,4.747372,114.25956,10.46965,61.2,9.562564,68.93645,36.511024,165.0988,305.0,15.734147,11.36826,156.63387,200.0,64.51896,59.336906,67.1,5.3916583,77.1,61.2,0.0,2.868391,303.9,Equipment1,2018-03-13 04:11:00
62.627796,44.876785,57.66857,1.2433051,13.604944,6.7734823,65.5,0.0339098,3.4587996,302.47653,65.699974,46.94438,76.7,285.2,164.79744,59.6014,62.54133,302.7,298.8,43.373768,53.3,4.6795526,113.5729,10.461173,61.1,9.596474,68.97078,36.62165,165.09117,304.9,15.666327,11.283486,156.40115,200.0,64.499886,59.326733,67.3,5.3916583,77.1,61.2,0.0,2.8592355,303.9,Equipment1,2018-03-13 04:12:00
62.622707,44.972153,57.688915,1.241474,13.458457,6.6632757,65.4,0.0339098,3.4927094,306.37674,65.694885,46.746014,76.3,285.9,164.72115,59.59631,62.546413,302.3,298.0,43.297474,53.9,4.747372,113.920044,10.427263,61.0,9.426925,68.8983,36.598763,165.17128,304.9,15.530688,11.317396,156.26001,200.0,64.499886,59.336906,66.9,5.3577485,76.5,60.7,0.0,2.846418,303.4,Equipment1,2018-03-13 04:13:00
62.63288,44.89586,57.72452,1.241474,13.536279,6.6802306,65.6,0.04238725,3.4587996,303.2273,65.699974,46.826122,76.3,285.5,164.26337,59.606483,62.5515,302.4,298.2,43.369953,53.5,4.7134624,115.21324,10.868091,61.2,9.528654,68.8983,36.591133,164.93477,305.0,16.039335,11.224144,156.76738,200.0,64.52277,59.35725,66.9,5.3238387,76.5,60.8,0.0,2.8638132,303.5,Equipment1,2018-03-13 04:14:00
62.627796,44.934006,57.714348,1.241474,13.575646,6.671753,65.6,0.0339098,3.4927094,302.26596,65.699974,46.88716,76.5,285.2,164.20996,59.6014,62.5515,302.5,298.5,43.39666,53.3,4.6795526,114.744026,9.816887,61.2,9.528654,68.92882,36.598763,164.92714,305.0,16.005426,11.139369,156.88945,200.0,64.579994,59.352165,67.1,5.3577485,76.9,61.0,0.0,2.8647287,303.7,Equipment1,2018-03-13 04:15:00
62.622707,44.918747,57.694004,1.2423896,13.550927,6.688708,65.5,0.0339098,3.5266192,303.84985,65.694885,46.898605,76.6,285.4,164.50752,59.6014,62.5515,302.6,298.5,43.39666,53.5,4.7134624,114.12222,10.130552,61.1,9.528654,68.93645,36.640728,164.99962,304.9,15.598508,11.063072,156.81697,200.0,64.54948,59.347076,67.1,5.3577485,76.9,61.1,0.0,2.8519113,303.8,Equipment1,2018-03-13 04:16:00
62.627796,44.95308,57.688915,1.2423896,13.616846,6.7395725,65.5,0.0339098,3.560529,302.8519,65.694885,46.890976,76.7,285.2,164.6334,59.6014,62.5515,302.7,298.6,43.39666,53.3,4.7134624,114.31678,10.639199,61.1,9.528654,68.959335,36.598763,165.11787,304.9,15.903696,11.342828,156.6682,200.0,64.629585,59.347076,67.2,5.3577485,77.0,61.2,0.0,2.8638132,303.8,Equipment1,2018-03-13 04:17:00
62.63288,44.98741,57.69909,1.2423896,13.427329,6.5869784,65.4,0.04238725,3.560529,306.87112,65.705055,46.79179,76.1,286.0,164.5266,59.6014,62.5515,302.2,297.7,43.373768,54.1,4.747372,114.54948,9.952526,61.1,9.257376,68.99748,36.640728,165.11406,304.8,15.666327,11.614106,156.53087,200.0,64.67918,59.347076,66.8,5.3238387,76.1,60.5,0.0,2.848249,303.3,Equipment1,2018-03-13 04:18:00
62.63797,44.81956,57.765213,1.241474,13.4767685,6.688708,65.7,0.0339098,3.4927094,303.53857,65.71523,46.761272,76.1,285.7,163.75983,59.606483,62.5515,302.1,297.8,43.32799,53.8,4.7134624,116.20126,10.028823,61.3,9.494744,68.94789,36.648357,164.88899,305.1,15.666327,11.308918,156.68727,200.0,64.66773,59.367424,66.8,5.289929,76.2,60.5,0.0,2.8674755,303.3,Equipment1,2018-03-13 04:19:00
62.63797,44.96071,57.734695,1.2423896,13.608606,6.807392,65.6,0.0339098,3.5266192,300.4074,65.694885,47.03212,76.6,285.0,163.85901,59.61157,62.5515,302.7,298.8,43.39666,53.1,4.6795526,115.17128,10.384876,61.1,9.562564,68.99748,36.598763,164.87755,305.0,16.073246,11.376738,156.87038,200.0,64.68299,59.35725,67.2,5.3577485,77.1,61.3,0.0,2.8610666,303.9,Equipment1,2018-03-13 04:20:00
62.63288,44.941635,57.68383,1.2433051,13.603113,6.841302,65.5,0.04238725,3.5266192,302.62302,65.684715,47.005417,76.7,285.2,164.49988,59.606483,62.5515,302.7,298.8,43.39666,53.2,4.6795526,113.71786,10.93591,61.1,9.664293,68.97078,36.73228,165.11024,304.9,15.598508,11.173279,156.31342,200.0,64.69825,59.347076,67.3,5.3577485,77.2,61.3,0.0,2.8574045,303.9,Equipment1,2018-03-13 04:21:00
62.63288,44.865337,57.678745,1.2433051,13.594873,6.78196,65.5,0.0339098,3.560529,303.19067,65.694885,46.83375,76.6,285.2,164.83559,59.59631,62.556587,302.7,298.7,43.39666,53.3,4.6795526,113.53857,10.588335,61.1,9.596474,68.93263,36.778057,165.19798,304.9,15.530688,11.419126,156.1036,200.0,64.64866,59.34199,67.2,5.3916583,77.0,61.2,0.0,2.860151,303.8,Equipment1,2018-03-13 04:22:00
62.63288,44.8806,57.678745,1.2433051,13.569238,6.7565274,65.5,0.0339098,3.5266192,304.03296,65.699974,46.79942,76.6,285.3,164.90044,59.606483,62.5515,302.6,298.7,43.324177,53.4,4.7134624,113.53094,10.732451,61.1,9.528654,69.016556,36.850536,165.1751,304.9,15.768057,11.232621,155.84802,200.0,64.59907,59.352165,67.2,5.3916583,77.0,61.1,0.0,2.856489,303.8,Equipment1,2018-03-13 04:23:00
62.63288,44.907303,57.68383,1.2442206,13.590295,6.7226176,65.5,0.0339098,3.560529,303.53857,65.699974,46.84138,76.7,285.2,164.98055,59.606483,62.546413,302.7,298.7,43.324177,53.3,4.7134624,113.51568,10.283147,61.1,9.562564,68.974594,36.79713,165.22087,304.9,15.734147,11.105459,155.96628,200.0,64.59907,59.347076,67.2,5.459478,77.1,61.2,0.0,2.85832,303.9,Equipment1,2018-03-13 04:24:00
62.63288,44.949265,57.678745,1.2433051,13.582055,6.7141404,65.5,0.04238725,3.4927094,304.4724,65.699974,46.826122,76.6,285.2,165.0225,59.61157,62.546413,302.6,298.7,43.266956,53.3,4.6795526,113.48516,10.596812,61.1,9.494744,68.98222,36.79713,165.29716,304.9,15.700237,11.139369,156.03494,200.0,64.61051,59.347076,67.1,5.459478,77.0,61.1,0.0,2.8592355,303.8,Equipment1,2018-03-13 04:25:00
62.63288,44.93782,57.673656,1.2433051,13.525291,6.7310953,65.4,0.0339098,3.4587996,304.99426,65.699974,46.8719,76.5,285.6,165.03395,59.6014,62.5515,302.6,298.4,43.305103,53.7,4.6456428,113.5996,10.630722,61.0,9.4608345,69.01274,36.79713,165.27428,304.8,15.530688,11.393693,156.12268,200.0,64.59907,59.34199,67.1,5.3916583,76.8,61.0,0.0,2.848249,303.7,Equipment1,2018-03-13 04:26:00
62.63797,44.899673,57.719437,1.2423896,13.423667,6.5615463,65.5,0.04238725,3.4927094,306.7338,65.7254,46.66972,76.0,286.1,164.44647,59.61157,62.556587,302.0,297.5,43.30129,54.2,4.747372,114.908066,10.579858,61.2,9.2912855,68.99748,36.79713,165.13313,304.9,15.530688,10.783317,156.30579,200.0,64.64103,59.362335,66.7,5.3238387,75.9,60.4,0.0,2.8555734,303.1,Equipment1,2018-03-13 04:27:00
62.63797,44.918747,57.770298,1.241474,13.532617,6.7565274,65.6,0.0339098,3.4927094,302.24765,65.73049,46.81468,76.2,285.4,163.81323,59.606483,62.5515,302.3,298.2,43.312733,53.4,4.7134624,116.09827,10.291624,61.2,9.494744,69.028,36.720837,164.9157,305.1,15.801967,11.03764,156.66438,200.0,64.67155,59.37251,66.9,5.425568,76.5,60.8,0.0,2.8674755,303.5,Equipment1,2018-03-13 04:28:00
62.643055,44.93782,57.729607,1.2433051,13.613184,6.78196,65.5,0.0339098,3.5266192,301.58847,65.699974,46.932938,76.6,285.0,164.16037,59.61157,62.556587,302.7,298.8,43.400475,53.1,4.6795526,114.61433,10.732451,61.1,9.528654,69.096664,36.69795,164.93477,304.9,16.073246,11.080028,156.88182,200.0,64.67536,59.362335,67.2,5.425568,77.1,61.3,0.0,2.8610666,304.0,Equipment1,2018-03-13 04:29:00
62.643055,44.918747,57.688915,1.2442206,13.607691,6.798915,65.4,0.0339098,3.4927094,302.6047,65.694885,46.91768,76.7,285.1,164.67918,59.61157,62.5515,302.7,298.8,43.39666,53.2,4.6795526,113.62249,10.20685,61.1,9.4608345,69.089035,36.86198,165.0988,304.9,15.971516,10.952866,156.2562,200.0,64.69825,59.352165,67.3,5.425568,77.1,61.3,0.0,2.860151,304.0,Equipment1,2018-03-13 04:30:00
62.643055,44.95308,57.688915,1.2442206,13.586633,6.7395725,65.4,0.0339098,3.4587996,304.0055,65.694885,46.868084,76.7,285.2,164.99962,59.616657,62.5515,302.7,298.8,43.324177,53.3,4.6456428,113.27154,10.834181,61.1,9.562564,69.081406,36.79713,165.21706,304.9,15.632418,11.207189,155.8671,200.0,64.66773,59.347076,67.2,5.425568,77.1,61.3,0.0,2.854658,303.9,Equipment1,2018-03-13 04:31:00
62.63797,44.998856,57.68383,1.2442206,13.593958,6.6971855,65.5,0.0339098,3.4927094,303.64844,65.694885,46.86427,76.6,285.2,165.0988,59.61157,62.556587,302.7,298.7,43.316547,53.3,4.6795526,113.40887,10.122075,61.1,9.562564,69.09285,36.79713,165.22087,304.9,15.700237,11.317396,155.9968,200.0,64.69062,59.347076,67.2,5.3916583,77.0,61.2,0.0,2.861982,303.9,Equipment1,2018-03-13 04:32:00
62.63797,44.911118,57.678745,1.2442206,13.586633,6.841302,65.4,0.0339098,3.4927094,303.31885,65.710144,46.932938,76.6,285.2,165.0988,59.61157,62.556587,302.6,298.7,43.22118,53.3,4.7134624,113.19905,10.130552,61.1,9.494744,69.096664,36.823833,165.19798,304.9,15.801967,11.113937,155.69925,200.0,64.69825,59.352165,67.2,5.3916583,77.0,61.2,0.0,2.860151,303.9,Equipment1,2018-03-13 04:33:00
62.63288,44.899673,57.68383,1.2433051,13.575646,6.790437,65.4,0.0339098,3.5266192,304.39,65.71523,46.932938,76.6,285.3,165.11406,59.61157,62.561672,302.7,298.7,43.209736,53.4,4.6795526,113.16853,10.528993,61.1,9.562564,69.096664,36.873425,165.19798,304.9,15.598508,11.105459,155.80225,200.0,64.73258,59.352165,67.2,5.3916583,77.0,61.2,0.0,2.8555734,303.9,Equipment1,2018-03-13 04:34:00
62.643055,44.899673,57.68383,1.2442206,13.59121,6.790437,65.4,0.0339098,3.5266192,304.05127,65.71523,46.997787,76.6,285.2,165.16365,59.616657,62.571846,302.7,298.7,43.224995,53.3,4.6795526,113.32113,10.130552,61.1,9.528654,69.096664,36.877243,165.23613,304.9,15.666327,11.359783,155.98154,200.0,64.744026,59.352165,67.2,5.3916583,77.0,61.2,0.0,2.8610666,303.9,Equipment1,2018-03-13 04:35:00
62.65323,44.934006,57.688915,1.2442206,13.584802,6.8328247,65.4,0.0339098,3.5266192,303.64844,65.699974,46.92531,76.6,285.3,165.17891,59.61157,62.566757,302.7,298.6,43.297474,53.4,4.6456428,113.23338,10.223804,61.0,9.494744,69.096664,36.877243,165.28954,304.8,15.666327,11.495422,155.77173,200.0,64.744026,59.362335,67.2,5.3916583,77.0,61.1,0.0,2.8574045,303.8,Equipment1,2018-03-13 04:36:00
62.64814,44.968338,57.704174,1.2433051,13.498741,6.7056627,65.4,0.0339098,3.560529,305.90982,65.710144,46.84901,76.4,285.6,164.9958,59.616657,62.57693,302.4,298.3,43.247883,53.6,4.7134624,113.767456,10.673109,61.1,9.494744,69.096664,36.877243,165.21706,304.9,15.666327,11.232621,155.98154,200.0,64.79744,59.37251,67.0,5.3916583,76.7,60.9,0.0,2.8519113,303.6,Equipment1,2018-03-13 04:37:00
62.65323,44.899673,57.719437,1.2433051,13.544518,6.671753,65.5,0.0339098,3.560529,304.89355,65.720314,46.929123,76.4,285.5,164.63722,59.621742,62.57693,302.4,298.3,43.320362,53.6,4.6795526,114.6601,10.673109,61.2,9.4608345,69.089035,36.79713,165.09117,305.0,15.937606,11.088505,156.61098,200.0,64.72877,59.377598,67.0,5.3916583,76.6,61.0,0.0,2.8610666,303.6,Equipment1,2018-03-13 04:38:00
62.658314,44.911118,57.719437,1.2433051,13.568322,6.790437,65.5,0.0339098,3.5266192,303.5935,65.71523,46.955826,76.6,285.3,164.63722,59.621742,62.57693,302.6,298.5,43.40429,53.4,4.7134624,114.6067,10.155985,61.1,9.6303835,69.096664,36.800945,165.14458,304.9,15.734147,11.588675,156.7712,200.0,64.744026,59.377598,67.1,5.3916583,76.9,61.1,0.0,2.8555734,303.8,Equipment1,2018-03-13 04:39:00
62.6634,44.911118,57.714348,1.2433051,13.595789,6.765005,65.5,0.0339098,3.5266192,302.7054,65.71523,46.98253,76.5,285.1,164.67918,59.626827,62.566757,302.6,298.7,43.39666,53.2,4.7134624,114.450294,10.24076,61.2,9.596474,69.089035,36.81239,165.17128,305.0,16.039335,11.40217,156.69872,200.0,64.78218,59.37251,67.2,5.425568,77.0,61.2,0.0,2.8638132,303.9,Equipment1,2018-03-13 04:40:00
62.64814,44.991226,57.694004,1.2442206,13.58114,6.7734823,65.4,0.0339098,3.560529,303.1632,65.71523,47.005417,76.7,285.3,164.97673,59.621742,62.566757,302.7,298.6,43.369953,53.4,4.7134624,113.69497,10.579858,61.0,9.494744,69.081406,36.808575,165.19798,304.8,15.835876,11.130892,156.53468,200.0,64.69825,59.367424,67.2,5.3916583,77.0,61.2,0.0,2.8528268,303.8,Equipment1,2018-03-13 04:41:00
62.64814,44.99504,57.719437,1.2433051,13.547265,6.7734823,65.5,0.0339098,3.4927094,304.14282,65.7254,46.837566,76.4,285.4,164.82414,59.631916,62.561672,302.4,298.3,43.320362,53.4,4.7134624,114.305336,10.283147,61.1,9.562564,69.096664,36.79713,165.22087,304.9,15.869786,11.258054,156.31342,200.0,64.793625,59.37251,67.0,5.3916583,76.7,61.0,0.0,2.8628976,303.6,Equipment1,2018-03-13 04:42:00
62.658314,45.02556,57.704174,1.2442206,13.618677,6.81587,65.5,0.0339098,3.4587996,302.5864,65.71523,47.07408,76.7,285.0,164.89662,59.626827,62.566757,302.7,298.8,43.39666,53.1,4.7134624,113.98489,10.834181,61.1,9.596474,69.06233,36.84672,165.20943,304.8,15.801967,10.961343,156.60335,200.0,64.79744,59.367424,67.2,5.425568,77.2,61.3,0.0,2.8610666,303.9,Equipment1,2018-03-13 04:43:00
62.658314,45.040817,57.688915,1.2442206,13.587548,6.790437,65.4,0.0339098,3.4587996,303.74,65.720314,46.890976,76.6,285.2,165.11024,59.626827,62.566757,302.7,298.7,43.39666,53.3,4.6456428,113.504234,10.698542,61.0,9.664293,69.06996,36.823833,165.2018,304.8,16.107155,11.317396,156.3096,200.0,64.79744,59.362335,67.2,5.3916583,77.1,61.2,0.0,2.8574045,303.9,Equipment1,2018-03-13 04:44:00
62.658314,44.998856,57.694004,1.2442206,13.551843,6.7226176,65.4,0.0339098,3.4587996,304.66467,65.71523,46.87953,76.6,285.4,165.16747,59.621742,62.561672,302.6,298.5,43.297474,53.5,4.7134624,113.61486,11.012208,61.0,9.596474,69.096664,36.881058,165.30098,304.8,15.700237,11.266531,156.22949,200.0,64.79744,59.367424,67.1,5.3577485,76.9,61.1,0.0,2.8528268,303.8,Equipment1,2018-03-13 04:45:00
62.6634,45.00267,57.709263,1.2433051,13.601282,6.74805,65.6,0.0339098,3.4587996,303.6759,65.71523,46.898605,76.6,285.2,165.00725,59.626827,62.566757,302.6,298.7,43.39666,53.3,4.747372,114.17563,10.0118685,61.2,9.6303835,69.0547,36.865795,165.25902,305.0,15.971516,11.427603,156.48126,200.0,64.79744,59.377598,67.2,5.3577485,77.0,61.2,0.0,2.8628976,303.9,Equipment1,2018-03-13 04:46:00
62.6634,45.021744,57.69909,1.2442206,13.548181,6.807392,65.4,0.0339098,3.5266192,304.59143,65.705055,46.95964,76.6,285.5,165.12169,59.626827,62.571846,302.6,298.5,43.408104,53.6,4.7134624,113.80942,10.766361,61.0,9.562564,68.99748,36.82002,165.19798,304.8,15.768057,11.258054,156.52324,200.0,64.79744,59.37251,67.1,5.3916583,76.9,61.1,0.0,2.8509955,303.7,Equipment1,2018-03-13 04:47:00
62.6634,44.998856,57.729607,1.2433051,13.559167,6.6802306,65.5,0.0339098,3.4587996,303.86816,65.7254,46.8719,76.4,285.4,164.85847,59.631916,62.58202,302.4,298.4,43.354694,53.5,4.747372,114.644844,10.656155,61.2,9.528654,69.039444,36.873425,165.19798,304.9,15.937606,11.554765,156.51942,200.0,64.778366,59.382683,67.0,5.3916583,76.7,60.9,0.0,2.8656442,303.6,Equipment1,2018-03-13 04:48:00
62.6634,44.998856,57.709263,1.2442206,13.610437,6.798915,65.5,0.0339098,3.4587996,302.55893,65.710144,47.043564,76.7,285.1,164.88518,59.626827,62.566757,302.7,298.8,43.408104,53.2,4.7134624,114.36637,10.817226,61.1,9.596474,69.096664,36.79713,165.14839,304.9,16.039335,11.071549,156.84749,200.0,64.77455,59.37251,67.2,5.425568,77.2,61.3,0.0,2.8610666,303.9,Equipment1,2018-03-13 04:49:00
62.668488,44.98741,57.709263,1.2442206,13.477684,6.6632757,65.3,0.0339098,3.5266192,306.0563,65.720314,46.826122,76.3,285.9,164.93858,59.64209,62.571846,302.4,298.0,43.385216,54.0,4.7134624,114.00778,10.088165,61.0,9.393015,69.096664,36.949722,165.19035,304.8,15.598508,11.071549,156.45456,200.0,64.79744,59.377598,67.0,5.3577485,76.4,60.7,0.0,2.8473334,303.5,Equipment1,2018-03-13 04:50:00
62.668488,44.941635,57.770298,1.2433051,13.498741,6.6632757,65.6,0.0339098,3.4927094,303.9414,65.73049,46.78416,76.1,285.6,164.3244,59.64209,62.57693,302.2,298.0,43.423363,53.7,4.747372,115.57946,10.545948,61.2,9.494744,69.096664,36.919205,165.0454,305.0,15.869786,11.283486,156.66057,200.0,64.79744,59.39794,66.8,5.3916583,76.3,60.6,0.0,2.868391,303.3,Equipment1,2018-03-13 04:51:00
62.6634,45.029373,57.744865,1.2442206,13.606775,6.765005,65.5,0.0339098,3.4927094,301.561,65.71523,46.971085,76.6,285.0,164.32822,59.631916,62.57693,302.7,298.8,43.499657,53.1,4.6795526,114.90425,9.935572,61.1,9.4608345,69.096664,36.800945,165.05302,304.9,15.734147,11.36826,156.98863,200.0,64.79744,59.382683,67.2,5.3916583,77.2,61.2,0.0,2.8610666,303.9,Equipment1,2018-03-13 04:52:00
62.673573,45.094223,57.709263,1.2451361,13.604944,6.646321,65.4,0.0339098,3.4927094,302.8702,65.710144,46.96727,76.7,285.1,164.79362,59.637,62.571846,302.7,298.9,43.392845,53.2,4.7134624,113.72167,10.562902,61.0,9.562564,69.096664,36.86961,165.2552,304.8,15.869786,11.385216,156.52705,200.0,64.79744,59.37251,67.2,5.3577485,77.2,61.3,0.0,2.85832,304.0,Equipment1,2018-03-13 04:53:00
62.673573,44.991226,57.69909,1.2451361,13.601282,6.7395725,65.5,0.0339098,3.39098,303.96887,65.710144,46.898605,76.7,285.2,165.04158,59.631916,62.571846,302.7,298.8,43.347065,53.3,4.6456428,113.488976,10.96982,61.1,9.528654,69.081406,36.896317,165.25902,304.8,16.107155,11.105459,156.2562,200.0,64.82033,59.367424,67.2,5.3916583,77.1,61.2,0.0,2.860151,303.9,Equipment1,2018-03-13 04:54:00
62.673573,44.998856,57.69909,1.2451361,13.5619135,6.765005,65.3,0.0339098,3.4248898,303.91394,65.705055,46.898605,76.6,285.3,165.19035,59.637,62.58202,302.6,298.6,43.39666,53.4,4.6795526,113.35546,9.961003,61.0,9.596474,69.08522,36.90013,165.31242,304.8,15.835876,11.317396,155.91287,200.0,64.84703,59.377598,67.1,5.425568,77.0,61.2,0.0,2.854658,303.8,Equipment1,2018-03-13 04:55:00
62.673573,44.979782,57.714348,1.2451361,13.594873,6.8328247,65.4,0.0339098,3.4248898,303.89563,65.720314,46.913864,76.6,285.2,165.11406,59.647175,62.587105,302.6,298.7,43.3814,53.3,4.6795526,113.74456,10.384876,61.0,9.6303835,69.04707,36.934464,165.28954,304.8,15.971516,11.410647,156.14938,200.0,64.88136,59.382683,67.1,5.3916583,77.0,61.2,0.0,2.861982,303.9,Equipment1,2018-03-13 04:56:00
62.668488,45.006485,57.704174,1.2460517,13.5793085,6.7226176,65.4,0.0339098,3.4248898,303.63013,65.7254,46.948196,76.7,285.3,165.19798,59.64209,62.57693,302.7,298.7,43.347065,53.4,4.6456428,113.37072,9.596474,61.0,9.6303835,69.05089,36.934464,165.33531,304.8,15.801967,11.164802,155.98917,200.0,64.80888,59.377598,67.2,5.3916583,77.0,61.2,0.0,2.856489,303.9,Equipment1,2018-03-13 04:57:00
62.668488,44.998856,57.709263,1.2451361,13.582971,6.7395725,65.4,0.0339098,3.39098,304.4724,65.7254,46.898605,76.6,285.3,165.19798,59.64209,62.57693,302.6,298.7,43.369953,53.4,4.6795526,113.51568,10.834181,61.1,9.6303835,69.039444,36.945908,165.3582,304.9,15.971516,11.427603,156.16083,200.0,64.88518,59.382683,67.1,5.3916583,77.0,61.2,0.0,2.860151,303.9,Equipment1,2018-03-13 04:58:00
62.678658,45.00267,57.714348,1.2451361,13.55642,6.7141404,65.3,0.0339098,3.39098,304.5548,65.73557,46.898605,76.6,285.4,165.20943,59.64209,62.58202,302.6,298.6,43.385216,53.5,4.6795526,113.45846,10.0966425,61.0,9.6303835,68.99748,36.90776,165.29716,304.8,15.564598,11.291964,156.26764,200.0,64.82796,59.387768,67.2,5.3916583,77.0,61.2,0.0,2.8528268,303.8,Equipment1,2018-03-13 04:59:00
62.678658,45.040817,57.75504,1.2442206,13.45571,6.7226176,65.4,0.0339098,3.4248898,306.6514,65.75083,46.86427,76.2,286.0,164.88136,59.65735,62.587105,302.2,297.8,43.39666,54.1,4.6795526,114.42741,10.384876,61.1,9.325195,69.0547,36.93828,165.25139,304.8,15.564598,11.334351,156.40115,200.0,64.8394,59.392857,66.8,5.3238387,76.2,60.5,0.0,2.8537424,303.3,Equipment1,2018-03-13 05:00:00
62.683746,45.098038,57.800816,1.2442206,13.440146,6.637843,65.5,0.0339098,3.4587996,305.14078,65.75592,46.81468,75.9,285.8,164.07263,59.65226,62.59219,302.0,297.5,43.39666,53.9,4.747372,116.063934,9.944049,61.2,9.325195,69.07759,36.91539,165.06828,305.0,15.598508,11.198711,156.73305,200.0,64.89662,59.418285,66.7,5.289929,76.0,60.4,0.0,2.8647287,303.2,Equipment1,2018-03-13 05:01:00
62.68883,45.098038,57.805904,1.2442206,13.580224,6.6971855,65.5,0.0339098,3.4248898,300.3708,65.74066,46.990158,76.5,285.1,163.84756,59.647175,62.59219,302.6,298.6,43.495842,53.1,4.6795526,115.632866,10.350966,61.1,9.4608345,69.096664,36.97261,164.90807,304.9,15.700237,11.147847,156.80934,200.0,64.88899,59.4132,67.1,5.3916583,76.9,61.2,0.0,2.861982,303.8,Equipment1,2018-03-13 05:02:00
62.69392,45.037003,57.744865,1.2460517,13.612268,6.7310953,65.3,0.0339098,3.39098,301.95468,65.73049,46.932938,76.7,285.0,164.4541,59.65735,62.59219,302.7,298.8,43.35851,53.2,4.6795526,113.89334,10.27467,61.0,9.528654,69.031815,36.926834,165.0721,304.8,15.903696,11.40217,156.5919,200.0,64.89662,59.392857,67.2,5.3916583,77.1,61.4,0.0,2.860151,303.9,Equipment1,2018-03-13 05:03:00
62.68883,44.983597,57.729607,1.2460517,13.586633,6.7226176,65.4,0.0339098,3.3570702,303.63928,65.73557,46.860455,76.6,285.2,164.86229,59.662434,62.59219,302.6,298.7,43.39666,53.3,4.6795526,113.45083,10.520515,61.1,9.596474,69.01274,36.90013,165.28954,304.8,15.666327,11.36826,156.06165,200.0,64.82033,59.39794,67.2,5.3577485,77.0,61.3,0.0,2.860151,303.9,Equipment1,2018-03-13 05:04:00
62.683746,44.991226,57.729607,1.2460517,13.571984,6.7056627,65.3,0.0339098,3.3570702,303.5935,65.7254,46.898605,76.6,285.2,165.07591,59.65735,62.59219,302.6,298.7,43.373768,53.3,4.6795526,113.309685,10.859613,61.0,9.494744,69.02037,36.968796,165.32005,304.8,15.700237,11.453035,156.00824,200.0,64.843216,59.39794,67.2,5.3916583,77.0,61.2,0.0,2.8555734,303.9,Equipment1,2018-03-13 05:05:00
62.678658,44.96071,57.734695,1.2451361,13.593958,6.7056627,65.4,0.0339098,3.39098,303.93225,65.7254,46.94438,76.6,285.2,165.12932,59.65735,62.59219,302.6,298.7,43.373768,53.3,4.6456428,113.447014,10.0966425,61.1,9.426925,69.01274,36.949722,165.34676,304.9,15.598508,11.580196,156.24857,200.0,64.89662,59.39794,67.2,5.3916583,77.0,61.2,0.0,2.8610666,303.9,Equipment1,2018-03-13 05:06:00
62.68883,45.021744,57.72452,1.2460517,13.584802,6.7395725,65.3,0.0339098,3.3570702,303.6759,65.73049,46.91005,76.7,285.2,165.19798,59.65735,62.59219,302.7,298.7,43.369953,53.3,4.6795526,113.20668,10.512038,61.0,9.494744,68.99748,37.06035,165.28954,304.8,15.971516,11.385216,156.08453,200.0,64.89662,59.387768,67.3,5.3916583,77.1,61.3,0.0,2.8555734,303.9,Equipment1,2018-03-13 05:07:00
62.68883,45.0103,57.729607,1.2460517,13.582055,6.7565274,65.4,0.0339098,3.3570702,304.3717,65.73557,46.929123,76.6,285.2,165.20561,59.65735,62.59728,302.6,298.6,43.369953,53.3,4.7134624,113.46609,10.20685,61.1,9.528654,69.06615,37.0222,165.36201,304.8,15.700237,11.334351,156.26764,200.0,64.80507,59.39794,67.2,5.3916583,77.0,61.2,0.0,2.8610666,303.8,Equipment1,2018-03-13 05:08:00
62.683746,45.098038,57.72452,1.2460517,13.543603,6.671753,65.3,0.0339098,3.3570702,304.44495,65.7254,46.971085,76.6,285.5,165.19798,59.662434,62.59219,302.6,298.5,43.39666,53.6,4.7134624,113.374535,9.816887,60.9,9.4608345,69.01274,36.984055,165.39635,304.7,15.903696,11.190234,156.16464,200.0,64.82796,59.39794,67.2,5.3916583,76.8,61.1,0.0,2.85008,303.8,Equipment1,2018-03-13 05:09:00
