Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,Signal44,Signal45,Signal46,Signal47,Signal48,Signal49,Signal50,Signal51,Signal52,Signal53,Signal54,Signal55,entity,timestamp
62.154762,43.648434,56.915787,1.0830854,13.811856,7.265175,76.0,9.8847065,2.9162428,303.30054,65.31341,45.510033,77.5,282.2,159.64752,59.04698,61.956394,303.0,298.6,42.320896,50.0,4.7134624,56.309605,10.308579,70.9,8.850458,67.75006,-2.7084763,159.42244,310.2,14.615124,10.384876,125.30709,292.0,65.46502,58.9656,68.0,5.0525603,77.9,61.9,82.6,2.9141681,304.4,301.4,97.40444,39.147022,312.0,45.894257,8.791116,61.335854,146.95964,72.8,71.5,309.7,8.375721,Equipment1,2018-12-02 00:00:00
62.154762,43.640804,56.915787,1.084001,13.80087,7.2990847,75.9,9.961003,2.882333,302.8336,65.31341,45.464256,77.5,282.1,159.68948,59.04698,61.956394,303.0,298.6,42.236973,50.0,4.7134624,56.49653,10.96982,70.8,8.884368,67.74624,-2.6169221,159.48347,310.2,14.174296,10.401831,125.082016,292.0,65.396355,58.975773,68.0,5.0525603,77.8,61.8,82.6,2.9123368,304.4,301.4,97.322044,39.139393,312.0,45.87228,8.825026,61.33077,146.8452,72.7,71.4,309.6,8.536792,Equipment1,2018-12-02 00:01:00
62.154762,43.640804,56.92596,1.084001,13.788053,7.231265,76.0,9.994913,2.882333,303.09912,65.31341,45.452812,77.5,282.4,159.63226,59.04698,61.951305,303.0,298.4,42.301823,50.2,4.7134624,56.733044,10.46965,70.8,8.884368,67.727165,-2.5062943,159.39955,310.2,14.547304,10.291624,125.06676,292.3,65.44976,58.975773,68.0,4.9847407,77.7,61.7,82.9,2.9105058,304.3,301.4,97.15724,39.1928,311.9,45.662624,8.765683,61.33077,146.83376,72.8,71.5,309.7,8.418108,Equipment1,2018-12-02 00:02:00
62.149673,43.633175,56.94122,1.0830854,13.757839,7.2058325,76.0,9.9270935,2.882333,303.95972,65.31849,45.437553,77.4,282.4,159.55978,59.04698,61.956394,303.0,298.4,42.301823,50.2,4.6795526,56.443123,10.401831,70.8,8.850458,67.597466,-2.5215533,159.39955,310.2,14.513394,10.461173,125.11635,292.4,65.388725,58.980858,67.9,5.0186505,77.6,61.6,83.0,2.9086747,304.3,301.4,96.900894,39.18517,311.9,45.4905,8.791116,61.335854,146.96346,72.8,71.5,309.6,8.358766,Equipment1,2018-12-02 00:03:00
62.154762,43.648434,56.94122,1.0830854,13.766079,7.2058325,76.0,9.935572,2.882333,304.05127,65.31849,45.479515,77.4,282.3,159.514,59.041893,61.951305,303.0,298.5,42.298008,50.2,4.6795526,56.351566,10.452696,70.8,8.952188,67.65087,-2.5978484,159.39955,310.2,14.377755,10.189895,125.211716,292.4,65.45739,58.980858,67.9,5.0525603,77.7,61.7,82.9,2.9086747,304.4,301.4,97.05653,39.196613,311.9,45.62417,8.596134,61.34094,146.95583,72.8,71.5,309.6,8.51136,Equipment1,2018-12-02 00:04:00
62.154762,43.633175,56.94122,1.0830854,13.788968,7.273652,76.0,9.961003,2.882333,303.74915,65.31849,45.502403,77.4,282.3,159.49873,59.04698,61.956394,303.0,298.6,42.328526,50.2,4.7134624,56.412605,10.342489,70.9,8.850458,67.597466,-2.620737,159.36903,310.2,14.479485,10.596812,125.211716,292.2,65.49554,58.975773,68.0,5.0186505,77.8,61.8,82.9,2.9132524,304.4,301.5,97.22133,39.188984,311.9,45.760586,8.706341,61.34094,147.04738,72.8,71.6,309.7,8.435062,Equipment1,2018-12-02 00:05:00
62.149673,43.698025,56.93613,1.0830854,13.805448,7.256697,76.0,9.910139,2.882333,303.5935,65.31849,45.43374,77.5,282.2,159.54071,59.04698,61.951305,303.1,298.7,42.309452,50.1,4.7134624,56.80171,11.020685,70.9,8.918278,67.605095,-2.5864043,159.30037,310.2,14.309936,10.545948,125.162125,292.1,65.388725,58.975773,68.0,5.0186505,77.9,61.9,82.7,2.9132524,304.5,301.5,97.376976,39.181355,312.0,45.897003,8.833503,61.335854,146.96346,72.8,71.5,309.7,8.519837,Equipment1,2018-12-02 00:06:00
62.149673,43.614098,56.92596,1.084001,13.7862215,7.28213,75.9,9.893184,2.882333,303.1449,65.30832,45.445183,77.5,282.2,159.68185,59.052067,61.956394,303.0,298.6,42.256046,50.1,4.7134624,56.252384,10.105121,70.8,8.850458,67.677574,-2.388037,159.44151,310.1,13.835198,10.461173,124.92943,292.0,65.48028,58.970684,68.0,5.0186505,77.9,61.8,82.7,2.9077592,304.4,301.3,97.340355,39.196613,311.9,45.807278,8.782639,61.320595,146.78416,72.7,71.4,309.6,8.570702,Equipment1,2018-12-02 00:07:00
62.154762,43.667507,56.931046,1.0830854,13.798123,7.265175,76.0,9.977959,2.8484232,303.6942,65.30832,45.46044,77.4,282.2,159.6437,59.04698,61.951305,303.0,298.6,42.221714,50.1,4.7134624,56.179905,10.350966,70.9,8.714819,67.654686,-2.3117418,159.41862,310.2,14.818583,10.444219,125.06294,292.1,65.468834,58.975773,68.0,4.9847407,77.9,61.8,82.7,2.9132524,304.4,301.4,97.25796,39.181355,311.9,45.813686,8.714819,61.32568,146.72313,72.8,71.5,309.7,8.502882,Equipment1,2018-12-02 00:08:00
62.154762,43.7171,56.92087,1.0830854,13.796292,7.2227874,75.9,10.0118685,2.8145134,303.52026,65.29815,45.513847,77.4,282.3,159.6933,59.036808,61.951305,302.9,298.5,42.22553,50.1,4.6795526,56.477455,10.749407,70.8,8.816548,67.6852,-2.357519,159.4911,310.2,14.276026,10.045778,125.104904,292.1,65.381096,58.975773,68.0,5.0186505,77.8,61.7,82.7,2.9105058,304.4,301.3,97.303734,39.196613,311.9,45.8146,8.706341,61.320595,146.83757,72.7,71.5,309.6,8.307901,Equipment1,2018-12-02 00:09:00
