Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,Signal44,Signal45,Signal46,Signal47,Signal48,Signal49,Signal50,Signal51,Signal52,Signal53,Signal54,Signal55,entity,timestamp
62.526066,44.186314,57.526154,1.1526666,13.628748,6.9260764,67.8,10.707019,2.8484232,304.50903,65.63385,46.20432,77.4,283.7,161.59305,59.560707,62.39382,303.5,298.6,42.504005,52.1,4.7134624,46.402687,11.139369,64.9,9.867752,68.26887,22.625315,161.53201,307.8,15.089861,11.529332,145.12093,292.3,66.716255,59.362335,68.0,5.12038,76.5,60.9,83.2,2.85832,303.7,295.8,97.953766,41.01625,312.1,44.953995,9.893184,61.702072,146.37216,69.1,65.7,307.0,9.036962,Equipment1,2018-08-20 00:00:00
62.510807,44.19013,57.51598,1.1526666,13.601282,7.0447607,67.8,10.902,2.8484232,305.20486,65.62876,46.082245,77.3,284.0,161.58542,59.55562,62.388737,303.4,298.3,42.45823,52.3,4.6795526,46.398872,11.054595,64.8,9.766023,68.29557,22.442207,161.54727,307.8,15.395049,11.588675,145.23155,292.7,66.67429,59.347076,67.9,5.1542897,76.3,60.7,83.5,2.856489,303.5,295.8,97.6791,40.95903,312.0,44.60975,9.952526,61.696987,146.44083,69.1,65.7,307.0,9.003052,Equipment1,2018-08-20 00:01:00
62.505722,44.12146,57.526154,1.1517509,13.613184,6.976941,67.8,10.986775,2.8484232,304.68298,65.62876,45.983063,77.2,283.7,161.34508,59.535275,62.373478,303.3,298.4,42.366673,52.1,4.747372,46.398872,11.113937,64.9,9.7999325,68.27268,22.327765,161.4824,307.9,15.19159,11.393693,145.51767,292.5,66.67048,59.347076,67.9,5.1542897,76.3,60.7,83.4,2.861982,303.6,295.9,97.56008,40.897995,312.0,44.75166,9.732113,61.70716,146.57817,69.2,65.8,307.0,9.028484,Equipment1,2018-08-20 00:02:00
62.505722,44.052795,57.510895,1.1526666,13.621424,6.968464,67.8,10.842659,2.8484232,304.5548,65.61859,46.025024,77.2,283.8,161.18867,59.5251,62.373478,303.4,298.4,42.39338,52.2,4.747372,46.353092,11.190234,64.9,9.7999325,68.28794,22.278172,161.39848,307.9,15.1576805,11.181757,145.52148,292.5,66.63233,59.336906,67.9,5.12038,76.3,60.7,83.4,2.8628976,303.5,295.9,97.6791,40.84077,312.0,44.764477,9.782977,61.691902,146.57817,69.2,65.8,307.0,9.045439,Equipment1,2018-08-20 00:03:00
62.49555,44.09857,57.50072,1.1517509,13.599451,7.010851,67.8,10.96982,2.882333,304.82947,65.6135,45.922028,77.2,283.8,161.10475,59.514927,62.363304,303.4,298.4,42.397194,52.2,4.7134624,46.33402,11.317396,64.9,9.867752,68.26505,22.312506,161.39848,307.9,15.2255,11.113937,145.62067,292.6,66.659035,59.336906,67.9,5.2221093,76.3,60.7,83.4,2.8592355,303.6,295.8,97.477684,40.802624,312.0,44.6775,9.426925,61.68173,146.66972,69.2,65.8,307.0,9.070871,Equipment1,2018-08-20 00:04:00
62.48538,44.090942,57.51598,1.1517509,13.626001,6.9260764,67.9,10.681587,2.8484232,303.70337,65.6135,45.826656,77.3,283.7,160.93309,59.520016,62.358215,303.4,298.3,42.397194,52.1,4.747372,46.299686,11.147847,64.9,9.867752,68.28031,22.289616,161.23827,307.9,15.25941,11.258054,145.69315,292.5,66.601814,59.331818,67.9,5.1881995,76.2,60.7,83.4,2.8647287,303.5,295.9,97.477684,40.79881,312.0,44.758984,10.0542555,61.68173,146.6125,69.2,65.8,307.1,9.020007,Equipment1,2018-08-20 00:05:00
62.48029,44.06424,57.490547,1.1526666,13.635157,7.0532384,67.7,10.859613,2.8145134,303.01672,65.59824,45.89151,77.4,283.7,161.13908,59.509842,62.35313,303.6,298.5,42.374302,52.1,4.7134624,46.299686,11.554765,64.8,9.867752,68.28413,22.304874,161.29549,307.8,15.564598,11.275008,145.49477,292.2,66.62852,59.31656,68.0,5.2221093,76.4,60.9,83.1,2.8574045,303.7,295.8,97.88968,40.79881,312.1,44.94667,9.918616,61.66138,146.32639,69.1,65.7,307.0,9.155646,Equipment1,2018-08-20 00:06:00
62.475204,43.965057,57.490547,1.1517509,13.602198,7.0023737,67.8,10.732451,2.8145134,304.01465,65.59824,45.815212,77.3,283.7,161.05516,59.49967,62.342957,303.4,298.4,42.28275,52.1,4.7134624,46.299686,10.808749,64.9,9.7999325,68.32227,22.47654,161.25734,307.9,15.530688,11.173279,145.29259,292.6,66.69718,59.31656,67.9,5.2221093,76.3,60.7,83.4,2.8610666,303.6,295.9,97.40444,40.794994,312.0,44.736095,9.901662,61.66647,146.31876,69.2,65.8,307.1,9.087827,Equipment1,2018-08-20 00:07:00
62.470116,43.99939,57.495636,1.1517509,13.602198,6.9091215,67.8,10.783317,2.7806036,304.21606,65.593155,45.868618,77.2,283.9,160.9102,59.49967,62.33787,303.4,298.2,42.298008,52.3,4.747372,46.26917,11.809088,64.9,9.766023,68.28794,22.480354,161.22682,307.9,15.632418,11.096982,145.67407,292.8,66.69337,59.306385,67.9,5.256019,76.1,60.6,83.6,2.8610666,303.4,295.9,97.358665,40.77592,312.0,44.526436,9.986436,61.656296,146.49423,69.2,65.8,307.1,9.087827,Equipment1,2018-08-20 00:08:00
62.46503,43.99176,57.495636,1.1508354,13.60586,6.9260764,67.8,10.690064,2.8484232,304.77454,65.59824,45.742733,77.2,283.7,160.84154,59.4895,62.332787,303.4,298.4,42.298008,52.1,4.7134624,46.280613,11.334351,64.9,9.732113,68.28794,22.415503,161.1696,307.9,15.25941,11.444557,145.68933,292.6,66.63615,59.3013,67.9,5.2221093,76.3,60.8,83.5,2.860151,303.6,295.9,97.48684,40.70344,312.0,44.76814,9.961003,61.656296,146.56673,69.3,65.8,307.1,8.943709,Equipment1,2018-08-20 00:09:00
62.470116,43.888763,57.50072,1.1508354,13.586633,6.993896,67.8,10.902,2.7806036,304.8844,65.60333,45.777065,77.3,283.9,160.78813,59.479324,62.33787,303.4,298.2,42.27512,52.3,4.7134624,46.280613,10.961343,64.9,9.901662,68.32609,22.358282,161.13145,307.8,15.4967785,11.249577,145.76562,293.0,66.69337,59.306385,67.8,5.256019,76.1,60.6,83.7,2.85832,303.4,295.9,97.28542,40.699627,311.9,44.481575,9.689725,61.66647,146.60869,69.2,65.7,307.0,9.003052,Equipment1,2018-08-20 00:10:00
62.46503,43.896393,57.495636,1.1517509,13.626001,6.951509,67.9,10.664632,2.8145134,304.49072,65.60333,45.826656,77.3,283.8,160.74617,59.47424,62.327698,303.5,298.3,42.28275,52.2,4.7134624,46.299686,10.757884,64.9,9.766023,68.31846,22.384985,161.10094,307.9,15.29332,11.486945,145.80377,292.7,66.666664,59.296215,67.9,5.2221093,76.2,60.8,83.4,2.8628976,303.5,295.9,97.62417,40.699627,312.0,44.757153,10.0118685,61.66647,146.64302,69.2,65.8,307.0,9.053917,Equipment1,2018-08-20 00:11:00
62.459946,43.896393,57.485462,1.1508354,13.611353,6.976941,67.9,10.851136,2.8145134,304.39,65.59824,45.85336,77.3,283.6,160.7805,59.46915,62.322613,303.5,298.4,42.343784,52.1,4.747372,46.299686,11.181757,64.9,9.766023,68.314644,22.499428,161.16197,307.9,15.3272295,11.325873,145.74655,292.7,66.69718,59.291126,67.9,5.1881995,76.3,60.8,83.3,2.8610666,303.6,296.0,97.50515,40.737774,312.0,44.769054,9.977959,61.646122,146.63539,69.3,65.8,307.1,9.189556,Equipment1,2018-08-20 00:12:00
62.44977,43.961243,57.465115,1.1526666,13.677272,6.968464,67.9,10.774839,2.8484232,302.6871,65.58807,45.89914,77.5,283.4,160.97124,59.47424,62.317528,303.7,298.7,42.313267,51.9,4.7134624,46.215763,10.808749,64.9,9.7999325,68.25742,22.495613,161.10094,307.9,15.123771,11.232621,145.88388,292.0,66.63233,59.291126,68.1,5.12038,76.6,61.1,82.7,2.8638132,303.9,295.9,98.14603,40.70344,312.1,45.28725,9.638861,61.630863,146.4332,69.3,65.7,307.0,9.198033,Equipment1,2018-08-20 00:13:00
62.444687,43.965057,57.454945,1.1517509,13.578393,7.010851,67.7,10.952866,2.7466938,302.81528,65.577896,45.77325,77.3,283.9,161.13145,59.46915,62.31244,303.5,298.2,42.298008,52.3,4.7134624,46.2768,10.876569,64.8,9.969481,68.26124,22.728313,161.24208,307.8,15.2255,11.249577,145.2163,292.7,66.66285,59.291126,67.9,5.2221093,76.1,60.7,83.4,2.8537424,303.4,295.7,97.27627,40.76829,312.0,44.496223,9.655815,61.615604,146.03265,69.1,65.7,307.0,9.214988,Equipment1,2018-08-20 00:14:00
62.444687,43.957428,57.47529,1.1508354,13.610437,7.0362835,67.8,10.74093,2.8145134,303.5935,65.577896,45.799953,77.4,283.6,160.98268,59.46915,62.317528,303.5,298.4,42.343784,52.1,4.747372,46.21195,11.376738,64.9,9.867752,68.31083,22.755016,161.2459,307.9,15.3272295,11.427603,145.63211,292.6,66.63996,59.296215,67.9,5.1881995,76.3,60.8,83.3,2.860151,303.6,296.0,97.45937,40.79881,312.0,44.780956,9.7999325,61.620693,146.28442,69.3,65.8,307.0,9.045439,Equipment1,2018-08-20 00:15:00
62.444687,43.91928,57.480373,1.1508354,13.622339,7.0193286,67.9,10.842659,2.8145134,303.79492,65.58807,45.769436,77.3,283.8,160.93309,59.464066,62.317528,303.5,298.3,42.389565,52.2,4.7134624,46.223392,10.74093,64.9,9.732113,68.24597,22.758831,161.20012,307.9,15.2255,11.359783,145.60541,292.6,66.60563,59.280956,67.9,5.1881995,76.2,60.7,83.4,2.8638132,303.5,296.0,97.52346,40.79881,312.0,44.72053,9.850797,61.620693,146.44846,69.3,65.8,307.1,8.969142,Equipment1,2018-08-20 00:16:00
62.44977,44.04898,57.480373,1.1517509,13.578393,6.985419,67.8,10.868091,2.7806036,304.71045,65.582985,45.696957,77.3,283.8,160.8301,59.464066,62.317528,303.5,298.4,42.397194,52.2,4.747372,46.200504,10.791794,64.9,9.7999325,68.26505,22.697796,161.18105,307.9,15.29332,11.317396,145.6817,292.9,66.6247,59.280956,67.9,5.2221093,76.3,60.8,83.6,2.8555734,303.6,296.0,97.358665,40.802624,312.0,44.572212,9.961003,61.620693,146.5324,69.2,65.8,307.0,9.036962,Equipment1,2018-08-20 00:17:00
62.44977,43.99939,57.470203,1.1526666,13.683681,6.968464,67.8,10.698542,2.8145134,302.8702,65.582985,45.944916,77.5,283.4,160.94072,59.46915,62.31244,303.7,298.6,42.45823,51.9,4.747372,46.19669,11.385216,64.9,9.833842,68.3032,22.739758,161.13527,307.9,15.361139,11.342828,145.51385,292.0,66.60563,59.280956,68.1,5.2221093,76.5,61.0,82.8,2.868391,303.8,295.9,98.20096,40.83314,312.1,45.257954,9.977959,61.61052,146.48279,69.2,65.8,307.0,9.189556,Equipment1,2018-08-20 00:18:00
62.454857,44.09857,57.465115,1.1517509,13.622339,7.0447607,67.8,10.749407,2.7806036,303.1266,65.582985,45.952545,77.4,283.5,161.11238,59.464066,62.31244,303.6,298.5,42.404823,52.0,4.7134624,46.227207,10.927433,64.9,9.901662,68.26887,22.899977,161.23064,307.8,15.4967785,11.351306,145.20485,292.4,66.598,59.275867,67.9,5.1542897,76.4,60.9,83.2,2.8592355,303.7,295.9,97.63332,40.897995,312.0,44.897232,10.071211,61.60543,146.11276,69.3,65.7,307.0,8.935232,Equipment1,2018-08-20 00:19:00
