Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,entity,timestamp
59.280956,39.02495,55.68997,1.2378118,12.756237,5.645982,63.9,7.875551,2.9840624,304.1062,64.13336,40.98192,76.8,286.1,156.27527,57.114155,60.481342,303.1,297.3,36.121918,53.7,4.6456428,66.399635,7.934893,60.0,6.81587,Equipment1,2018-08-07 13:12:00
59.270782,38.92195,55.67471,1.2378118,12.673839,5.5612073,63.8,7.739912,3.051882,305.23233,64.1181,40.90944,76.9,286.2,155.95483,57.10398,60.466084,303.1,297.7,36.12955,53.8,4.577823,66.42634,8.053577,59.7,6.8497796,Equipment1,2018-08-07 13:13:00
59.270782,38.941025,55.664536,1.2378118,12.673839,5.637504,63.4,7.7483892,3.0179722,305.0309,64.1181,40.787365,77.3,286.0,155.88998,57.098896,60.460995,303.6,298.1,36.060883,53.6,4.476094,66.37675,7.782299,59.4,6.951509,Equipment1,2018-08-07 13:14:00
59.265697,38.845654,55.649277,1.2368963,12.625315,5.5527296,63.7,7.756867,3.0179722,305.5253,64.11302,40.737774,76.9,286.4,156.08072,57.088722,60.45591,303.1,297.7,35.999847,53.8,4.577823,66.41871,7.9942355,59.7,6.8497796,Equipment1,2018-08-07 13:15:00
59.26061,38.899063,55.649277,1.2368963,12.631723,5.5866394,63.5,7.8331637,3.0179722,305.08585,64.10793,40.8484,77.0,286.2,156.16083,57.088722,60.466084,303.3,297.8,35.988403,53.7,4.577823,66.407265,7.799254,59.5,6.917599,Equipment1,2018-08-07 13:16:00
59.26061,38.89525,55.649277,1.2368963,12.609751,5.645982,63.3,7.816209,3.0857918,304.52734,64.10793,40.83314,77.4,286.0,156.24857,57.078552,60.450825,303.7,298.3,35.915924,53.5,4.476094,66.42634,8.14683,59.1,7.0193286,Equipment1,2018-08-07 13:17:00
59.250435,38.807507,55.649277,1.2368963,12.589608,5.5866394,63.5,7.8501186,3.0857918,304.82947,64.10793,40.79881,77.0,286.3,156.33249,57.083637,60.45591,303.2,298.0,35.89685,53.8,4.5439134,66.42252,7.765344,59.5,6.917599,Equipment1,2018-08-07 13:18:00
59.24535,38.799877,55.639103,1.2368963,12.6353855,5.637504,63.6,7.765344,3.051882,305.0767,64.102844,40.78355,77.0,286.2,156.18372,57.073463,60.445736,303.3,297.7,35.89685,53.7,4.577823,66.407265,7.773822,59.6,6.8836894,Equipment1,2018-08-07 13:19:00
59.23009,38.780804,55.634018,1.2368963,12.597849,5.578162,63.4,7.909461,3.0857918,304.46326,64.092674,40.67674,77.3,286.1,156.24475,57.063293,60.44065,303.5,298.2,35.89685,53.6,4.5100036,66.407265,8.206172,59.3,6.8497796,Equipment1,2018-08-07 13:20:00
59.225006,38.620583,55.628933,1.2368963,12.6509495,5.6035943,63.8,7.816209,2.9840624,305.00345,64.082504,40.745403,77.0,286.3,156.25238,57.058205,60.445736,303.2,297.8,35.885406,53.8,4.577823,66.42252,8.019668,59.7,6.8836894,Equipment1,2018-08-07 13:21:00
59.225006,38.673992,55.628933,1.2368963,12.589608,5.5527296,63.4,7.8501186,3.051882,304.84778,64.07233,40.64622,77.2,286.0,156.24475,57.058205,60.435562,303.5,298.2,35.870144,53.7,4.5100036,66.43778,7.773822,59.3,6.917599,Equipment1,2018-08-07 13:22:00
59.23009,38.69688,55.61876,1.2368963,12.648203,5.637504,63.7,7.7907767,2.9840624,305.05838,64.06216,40.66148,77.0,286.2,156.24857,57.05312,60.420303,303.2,297.6,35.83581,53.7,4.5439134,66.350044,7.64666,59.7,6.81587,Equipment1,2018-08-07 13:23:00
59.219917,38.71214,55.61367,1.2359807,12.585031,5.5442524,63.3,7.765344,3.051882,304.5182,64.06216,40.722515,77.2,286.1,156.19897,57.03786,60.41522,303.5,298.2,35.797665,53.6,4.5100036,66.414894,7.8416414,59.3,6.985419,Equipment1,2018-08-07 13:24:00
59.214832,38.69688,55.59841,1.2359807,12.639963,5.5612073,63.7,7.7314343,2.9501526,304.93018,64.05707,40.737774,77.0,286.2,156.19897,57.017513,60.410133,303.2,297.6,35.797665,53.7,4.5439134,66.38056,8.324856,59.7,6.917599,Equipment1,2018-08-07 13:25:00
59.219917,38.69688,55.6035,1.2359807,12.578622,5.5527296,63.4,7.6975245,3.051882,304.72876,64.06216,40.699627,77.2,286.2,156.19897,57.017513,60.410133,303.4,298.1,35.78622,53.7,4.5100036,66.35767,7.706002,59.3,6.985419,Equipment1,2018-08-07 13:26:00
59.209747,38.670177,55.59841,1.2359807,12.662852,5.5866394,63.6,7.7314343,3.051882,304.46326,64.06216,40.672924,77.2,286.1,156.19135,57.01243,60.405045,303.4,297.8,35.755703,53.6,4.5100036,66.327156,8.163784,59.5,6.917599,Equipment1,2018-08-07 13:27:00
59.199574,38.666363,55.583153,1.2350652,12.5831995,5.5866394,63.5,7.8246865,3.1197016,305.16824,64.05198,40.65385,77.0,286.3,156.10742,57.002254,60.39996,303.3,297.9,35.702297,53.8,4.577823,66.31571,7.8077316,59.5,7.0193286,Equipment1,2018-08-07 13:28:00
59.1894,38.597694,55.583153,1.2359807,12.715953,5.6035943,63.7,7.8585963,3.051882,304.09705,64.05198,40.634777,77.1,286.0,155.98535,56.99208,60.3847,303.4,297.7,35.702297,53.6,4.5439134,66.24704,8.121397,59.7,7.0193286,Equipment1,2018-08-07 13:29:00
59.184315,38.567177,55.572983,1.2350652,12.621653,5.578162,63.7,7.722957,3.051882,305.5436,64.04181,40.65385,76.9,286.3,155.82513,56.98191,60.379612,303.1,297.7,35.706112,53.8,4.577823,66.277565,7.934893,59.7,6.951509,Equipment1,2018-08-07 13:30:00
59.169056,38.5214,55.567894,1.2350652,12.650034,5.6035943,63.6,7.773822,3.0857918,304.4724,64.0469,40.56611,77.2,286.0,155.8175,56.97682,60.374527,303.4,298.0,35.61074,53.6,4.5439134,66.17456,7.6212277,59.5,7.0193286,Equipment1,2018-08-07 13:31:00
59.179226,38.498512,55.56281,1.2350652,12.627146,5.6035943,63.5,7.6890473,3.0857918,305.1133,64.05198,40.520332,77.2,286.1,155.81369,56.971737,60.374527,303.4,297.9,35.633633,53.7,4.5439134,66.17456,7.9942355,59.5,6.8836894,Equipment1,2018-08-07 13:32:00
59.17414,38.498512,55.55772,1.2350652,12.604258,5.51882,63.7,7.7144794,3.051882,305.04007,64.0469,40.482185,76.9,286.4,155.9205,56.971737,60.364353,303.1,297.7,35.56115,53.8,4.577823,66.16693,7.460156,59.7,6.951509,Equipment1,2018-08-07 13:33:00
59.169056,38.40696,55.54755,1.2341497,12.631723,5.5612073,63.3,7.799254,3.051882,304.31677,64.0469,40.497444,77.4,286.0,155.80988,56.946304,60.349094,303.6,298.2,35.4963,53.5,4.476094,66.09445,7.8246865,59.2,7.121058,Equipment1,2018-08-07 13:34:00
59.158882,38.395515,55.53229,1.2350652,12.60792,5.5103426,63.7,7.739912,3.0857918,305.58023,64.0469,40.505074,76.9,286.4,155.92432,56.946304,60.35927,303.1,297.7,35.530632,53.8,4.577823,66.06012,7.6805696,59.7,6.8836894,Equipment1,2018-08-07 13:35:00
59.158882,38.490883,55.537376,1.2341497,12.617075,5.5612073,63.4,7.816209,3.1197016,304.6006,64.04181,40.375374,77.4,286.0,155.94339,56.946304,60.35927,303.6,298.2,35.53826,53.6,4.476094,66.0296,8.138352,59.3,7.0532384,Equipment1,2018-08-07 13:36:00
59.163967,38.483253,55.527203,1.2341497,12.630808,5.5866394,63.8,7.7144794,3.1197016,305.16824,64.03672,40.40589,76.8,286.4,155.8938,56.94122,60.349094,303.0,297.6,35.557335,53.8,4.611733,65.983826,7.6975245,59.8,6.81587,Equipment1,2018-08-07 13:37:00
59.14871,38.48707,55.53229,1.2341497,12.620737,5.5357747,63.4,7.706002,3.1536114,304.44495,64.02655,40.520332,77.3,286.1,155.7908,56.931046,60.34401,303.5,298.2,35.60311,53.6,4.5100036,65.97238,8.028145,59.2,7.0193286,Equipment1,2018-08-07 13:38:00
59.143623,38.40696,55.517033,1.2341497,12.622568,5.5612073,63.7,7.8077316,3.0857918,305.2598,64.02146,40.50889,77.0,286.3,155.88235,56.931046,60.338924,303.2,297.8,35.652706,53.7,4.5439134,65.96857,7.739912,59.6,6.917599,Equipment1,2018-08-07 13:39:00
59.13345,38.357365,55.517033,1.2332342,12.572213,5.5527296,63.4,7.7483892,3.0857918,304.62805,64.02655,40.474556,77.3,286.2,155.95102,56.915787,60.32875,303.5,298.2,35.56115,53.7,4.5100036,65.941864,8.163784,59.3,7.0193286,Equipment1,2018-08-07 13:40:00
59.13345,38.342106,55.517033,1.2332342,12.601511,5.5612073,63.4,7.765344,3.051882,304.85693,64.01638,40.57374,77.2,286.1,155.96246,56.92087,60.32875,303.5,298.0,35.59548,53.6,4.5100036,65.941864,7.8840284,59.4,6.8836894,Equipment1,2018-08-07 13:41:00
59.128365,38.44892,55.50686,1.2332342,12.614328,5.51882,63.7,7.7314343,3.051882,305.06754,64.00112,40.524147,76.9,286.4,156.03113,56.92596,60.32366,303.1,297.7,35.59548,53.8,4.577823,65.96475,7.8840284,59.7,6.81587,Equipment1,2018-08-07 13:42:00
59.128365,38.498512,55.511944,1.2332342,12.633554,5.5357747,63.7,7.7144794,3.0179722,304.5182,63.996033,40.383003,77.0,286.2,156.0235,56.9107,60.32366,303.2,297.7,35.637447,53.7,4.577823,65.999084,7.722957,59.6,6.81587,Equipment1,2018-08-07 13:43:00
59.108017,38.60151,55.522118,1.2332342,12.791028,5.637504,64.0,7.706002,3.0179722,303.7583,63.98586,40.47074,77.0,286.0,155.59625,56.88018,60.303318,303.2,297.5,35.580223,53.6,4.611733,66.03342,7.875551,59.9,6.8836894,Equipment1,2018-08-07 13:44:00
59.113106,38.51377,55.496685,1.2332342,12.625315,5.501865,63.6,7.756867,3.0179722,306.12955,63.990948,40.524147,77.2,286.2,155.51614,56.900528,60.308403,303.3,297.9,35.683224,53.7,4.5439134,66.01816,7.64666,59.5,6.81587,Equipment1,2018-08-07 13:45:00
59.11819,38.517586,55.496685,1.2332342,12.639963,5.5442524,63.9,7.782299,2.9840624,304.87524,64.00112,40.524147,76.8,286.4,155.82132,56.900528,60.31349,303.0,297.6,35.675594,53.8,4.611733,65.96094,8.01119,59.8,6.8497796,Equipment1,2018-08-07 13:46:00
59.108017,38.616768,55.50177,1.2323186,12.681163,5.578162,63.6,7.706002,3.0179722,304.39,63.990948,40.520332,77.4,286.0,155.59244,56.890354,60.31349,303.6,298.1,35.652706,53.6,4.5439134,65.93805,7.570363,59.5,7.0193286,Equipment1,2018-08-07 13:47:00
59.113106,38.509956,55.496685,1.2323186,12.571298,5.48491,63.6,7.6805696,3.0179722,305.47952,63.990948,40.512703,77.1,286.4,155.76028,56.89544,60.31349,303.3,298.0,35.68704,53.8,4.5439134,65.89609,8.002713,59.5,6.951509,Equipment1,2018-08-07 13:48:00
59.11819,38.494698,55.496685,1.2323186,12.646372,5.5866394,63.7,7.7907767,2.9840624,304.8844,63.996033,40.55085,77.0,286.2,155.83276,56.905613,60.303318,303.3,297.8,35.71374,53.7,4.577823,65.90372,7.8585963,59.6,6.951509,Equipment1,2018-08-07 13:49:00
59.108017,38.498512,55.496685,1.2314031,12.555734,5.5442524,63.4,7.782299,3.0179722,305.04007,63.996033,40.52796,77.2,286.2,155.89761,56.905613,60.303318,303.5,298.3,35.690853,53.7,4.5100036,65.93042,8.121397,59.3,7.0532384,Equipment1,2018-08-07 13:50:00
59.11819,38.437477,55.496685,1.2323186,12.628977,5.620549,63.5,7.739912,2.9840624,304.81116,64.00112,40.54322,77.2,286.1,156.00824,56.900528,60.308403,303.5,298.0,35.698483,53.7,4.5100036,65.85031,7.7314343,59.4,6.951509,Equipment1,2018-08-07 13:51:00
59.108017,38.540474,55.4916,1.2314031,12.582284,5.595117,63.7,7.8670735,3.0179722,305.13162,64.00112,40.531776,77.0,286.4,156.11124,56.900528,60.303318,303.2,297.8,35.698483,53.9,4.577823,65.869385,8.087487,59.6,6.8497796,Equipment1,2018-08-07 13:52:00
59.102932,38.597694,55.50177,1.2314031,12.669261,5.612072,63.6,7.706002,3.0179722,303.87732,64.00112,40.55848,77.3,286.0,155.96628,56.890354,60.298233,303.5,298.0,35.698483,53.6,4.5100036,65.83124,7.985758,59.5,7.0193286,Equipment1,2018-08-07 13:53:00
59.097843,38.44129,55.48651,1.2314031,12.615244,5.612072,63.8,7.7144794,3.051882,305.3788,63.990948,40.562294,76.9,286.4,155.8404,56.890354,60.298233,303.1,297.7,35.698483,53.9,4.577823,65.8732,8.14683,59.8,7.0193286,Equipment1,2018-08-07 13:54:00
59.108017,38.445107,55.4916,1.2314031,12.57496,5.5866394,63.3,7.7144794,3.0179722,305.1774,64.00112,40.54322,77.4,286.1,155.85947,56.890354,60.303318,303.7,298.3,35.698483,53.7,4.476094,65.85794,7.943371,59.2,6.951509,Equipment1,2018-08-07 13:55:00
59.102932,38.498512,55.48651,1.2314031,12.594187,5.51882,63.5,7.7907767,3.0179722,305.10416,63.996033,40.55848,77.2,286.2,156.1532,56.890354,60.303318,303.5,298.0,35.698483,53.7,4.5100036,65.90753,7.7144794,59.4,6.951509,Equipment1,2018-08-07 13:56:00
59.108017,38.53666,55.481426,1.2314031,12.575875,5.5103426,63.6,7.8246865,3.051882,304.65552,63.990948,40.562294,77.1,286.2,156.26001,56.89544,60.298233,303.3,298.0,35.698483,53.7,4.5439134,65.918976,7.8585963,59.5,6.8836894,Equipment1,2018-08-07 13:57:00
59.097843,38.60914,55.4916,1.2304876,12.643625,5.645982,63.8,7.765344,3.0179722,304.85693,63.990948,40.630962,77.1,286.3,156.10742,56.890354,60.298233,303.2,297.7,35.698483,53.8,4.577823,65.918976,7.917938,59.7,6.8836894,Equipment1,2018-08-07 13:58:00
59.102932,38.51377,55.481426,1.2304876,12.559396,5.578162,63.4,7.722957,3.0179722,304.85693,63.996033,40.630962,77.4,286.1,156.13031,56.890354,60.293144,303.6,298.3,35.698483,53.7,4.5100036,65.90753,7.61275,59.2,6.985419,Equipment1,2018-08-07 13:59:00
59.108017,38.418404,55.48651,1.2304876,12.614328,5.578162,63.6,7.739912,3.051882,304.69214,63.996033,40.60044,77.2,286.1,156.18753,56.890354,60.293144,303.4,297.9,35.698483,53.7,4.5439134,65.89227,7.604273,59.6,6.8836894,Equipment1,2018-08-07 14:00:00
59.102932,38.525215,55.47634,1.2295719,12.543832,5.5527296,63.5,7.765344,3.0857918,304.8203,64.00112,40.569923,77.2,286.2,156.18753,56.89544,60.293144,303.5,298.2,35.698483,53.7,4.5100036,65.934235,7.9603257,59.4,7.0193286,Equipment1,2018-08-07 14:01:00
59.097843,38.548103,55.47634,1.2304876,12.662852,5.637504,63.9,7.7483892,3.1197016,304.7013,64.00112,40.547035,76.9,286.3,156.17609,56.88527,60.293144,303.1,297.6,35.698483,53.8,4.611733,65.991455,7.8840284,59.9,6.78196,Equipment1,2018-08-07 14:02:00
59.09276,38.582436,55.48651,1.2295719,12.603342,5.620549,63.4,7.722957,3.0857918,304.71045,64.01129,40.50126,77.4,286.0,155.96628,56.890354,60.28806,303.7,298.3,35.698483,53.6,4.5100036,66.006714,7.6890473,59.3,7.0532384,Equipment1,2018-08-07 14:03:00
59.09276,38.563362,55.481426,1.2295719,12.628977,5.5866394,63.8,7.7483892,3.0179722,305.38797,64.0062,40.531776,76.9,286.3,156.01587,56.88018,60.293144,303.1,297.7,35.698483,53.8,4.577823,66.063934,7.6551375,59.8,6.8836894,Equipment1,2018-08-07 14:04:00
59.097843,38.60151,55.47634,1.2295719,12.60792,5.5696845,63.4,7.7483892,3.0179722,304.8844,63.996033,40.497444,77.4,286.0,155.9701,56.88018,60.28806,303.6,298.2,35.698483,53.6,4.476094,66.05249,7.9942355,59.3,6.985419,Equipment1,2018-08-07 14:05:00
59.097843,38.63203,55.466167,1.2295719,12.623484,5.5442524,63.9,7.765344,3.0179722,305.04007,64.00112,40.55085,76.9,286.4,156.05783,56.890354,60.28806,303.1,297.7,35.72137,53.8,4.577823,66.07538,7.5110207,59.8,6.917599,Equipment1,2018-08-07 14:06:00
59.09276,38.673992,55.47634,1.2286564,12.585946,5.5612073,63.4,7.8416414,3.0857918,304.77454,63.990948,40.520332,77.3,286.1,155.98535,56.88018,60.28806,303.6,298.2,35.72137,53.6,4.5100036,66.03342,7.943371,59.3,6.917599,Equipment1,2018-08-07 14:07:00
59.09276,38.517586,55.47634,1.2286564,12.6179905,5.5866394,63.7,7.773822,3.051882,305.1774,64.00112,40.554665,77.0,286.3,156.08835,56.890354,60.28806,303.2,297.7,35.748074,53.8,4.577823,66.06775,8.214649,59.7,6.8497796,Equipment1,2018-08-07 14:08:00
59.097843,38.63203,55.47634,1.2286564,12.549325,5.5866394,63.3,7.765344,3.0857918,304.92102,64.01129,40.57374,77.5,286.0,156.0998,56.890354,60.28806,303.7,298.5,35.77096,53.5,4.476094,66.0296,7.909461,59.1,6.917599,Equipment1,2018-08-07 14:09:00
59.108017,38.673992,55.481426,1.2286564,12.567636,5.5272975,63.8,7.7144794,3.051882,305.41544,64.0062,40.60044,76.9,286.4,156.37064,56.905613,60.308403,303.1,297.8,35.820553,53.8,4.577823,65.941864,7.7144794,59.7,6.951509,Equipment1,2018-08-07 14:10:00
59.102932,38.525215,55.496685,1.2286564,12.5831995,5.5696845,63.3,7.8585963,3.1197016,304.06958,64.01129,40.569923,77.5,285.9,156.24094,56.900528,60.303318,303.8,298.4,35.748074,53.5,4.442184,65.861755,7.9942355,59.2,7.0532384,Equipment1,2018-08-07 14:11:00
59.108017,38.590065,55.48651,1.2286564,12.548409,5.5612073,63.7,7.8077316,3.1197016,305.4246,64.0062,40.59281,77.0,286.5,156.31342,56.900528,60.303318,303.2,297.9,35.790035,53.8,4.5100036,65.88083,7.9772806,59.6,6.8836894,Equipment1,2018-08-07 14:12:00
59.113106,38.68925,55.4916,1.2286564,12.598764,5.5442524,63.5,7.6805696,3.051882,304.4541,64.01129,40.619514,77.3,286.1,156.363,56.9107,60.303318,303.6,298.1,35.774776,53.7,4.5100036,65.88083,7.816209,59.4,6.951509,Equipment1,2018-08-07 14:13:00
59.108017,38.69688,55.496685,1.2277409,12.534677,5.5696845,63.4,7.739912,3.0179722,304.7013,64.0062,40.619514,77.3,286.2,156.4393,56.900528,60.298233,303.6,298.3,35.78622,53.7,4.5100036,65.91516,7.8416414,59.3,6.917599,Equipment1,2018-08-07 14:14:00
59.108017,38.68925,55.4916,1.2277409,12.552072,5.5527296,63.6,7.816209,2.9840624,305.30557,63.990948,40.66148,77.0,286.4,156.48126,56.9107,60.303318,303.2,297.9,35.81674,53.8,4.5439134,65.94568,7.799254,59.6,6.8836894,Equipment1,2018-08-07 14:15:00
59.113106,38.69688,55.50177,1.2277409,12.585031,5.5357747,63.4,7.8331637,2.9501526,304.49072,63.990948,40.577553,77.5,286.0,156.56902,56.905613,60.308403,303.7,298.4,35.763332,53.6,4.476094,65.84268,7.629705,59.3,6.951509,Equipment1,2018-08-07 14:16:00
59.11819,38.677807,55.50177,1.2277409,12.552987,5.5272975,63.7,7.773822,2.9840624,305.16824,63.990948,40.6157,77.0,286.5,156.50417,56.905613,60.303318,303.2,298.0,35.797665,53.9,4.5439134,65.8465,7.816209,59.6,6.8497796,Equipment1,2018-08-07 14:17:00
59.128365,38.658733,55.50177,1.2277409,12.592355,5.620549,63.5,7.7144794,2.9501526,304.56396,64.00112,40.642406,77.4,286.1,156.43549,56.9107,60.303318,303.6,298.2,35.748074,53.6,4.476094,65.754944,7.570363,59.4,6.985419,Equipment1,2018-08-07 14:18:00
59.123276,38.509956,55.50686,1.2268254,12.555734,5.5103426,63.7,7.6720924,2.9840624,305.16824,64.0062,40.699627,77.0,286.4,156.42404,56.915787,60.298233,303.2,298.0,35.763332,53.8,4.5439134,65.78165,7.722957,59.7,6.917599,Equipment1,2018-08-07 14:19:00
59.11819,38.620583,55.50177,1.2268254,12.60792,5.578162,63.6,7.7144794,2.9501526,304.7379,64.01129,40.695812,77.3,286.2,156.34775,56.9107,60.293144,303.5,298.0,35.759518,53.7,4.476094,65.75876,7.816209,59.6,6.8497796,Equipment1,2018-08-07 14:20:00
59.123276,38.620583,55.496685,1.2268254,12.503548,5.51882,63.4,7.7483892,2.9840624,305.31473,64.01638,40.64622,77.2,286.4,156.45074,56.9107,60.31349,303.5,298.3,35.782406,53.8,4.476094,65.796906,7.943371,59.3,7.0193286,Equipment1,2018-08-07 14:21:00
59.11819,38.563362,55.496685,1.2268254,12.598764,5.5696845,63.5,7.739912,2.9501526,304.52734,64.0062,40.547035,77.3,286.2,156.4393,56.915787,60.308403,303.5,298.1,35.748074,53.6,4.5100036,65.77783,8.231604,59.5,6.985419,Equipment1,2018-08-07 14:22:00
59.123276,38.59388,55.496685,1.2259098,12.520027,5.48491,63.6,7.6805696,3.0179722,305.30557,64.0062,40.63859,77.1,286.4,156.50035,56.915787,60.318577,303.4,298.2,35.78622,53.8,4.5100036,65.8732,8.028145,59.5,6.917599,Equipment1,2018-08-07 14:23:00
59.11819,38.548103,55.496685,1.2259098,12.541085,5.5442524,63.3,7.7144794,3.0179722,304.56396,64.01129,40.596626,77.5,286.2,156.59953,56.915787,60.31349,303.7,298.4,35.797665,53.6,4.442184,65.85794,7.765344,59.3,7.0193286,Equipment1,2018-08-07 14:24:00
59.11819,38.498512,55.496685,1.2259098,12.5831995,5.5866394,63.7,7.8331637,2.9840624,304.9485,64.01129,40.665295,77.1,286.4,156.62242,56.915787,60.303318,303.3,297.9,35.797665,53.8,4.5439134,65.90753,7.5364532,59.7,6.917599,Equipment1,2018-08-07 14:25:00
59.123276,38.5214,55.496685,1.2259098,12.608835,5.501865,63.8,7.6975245,2.9840624,304.6006,64.01129,40.66148,77.1,286.4,156.466,56.905613,60.31349,303.3,297.9,35.78622,53.8,4.577823,65.926605,7.782299,59.8,6.8836894,Equipment1,2018-08-07 14:26:00
59.11819,38.498512,55.4916,1.2259098,12.631723,5.5866394,63.6,7.8246865,3.0179722,304.5182,64.01638,40.619514,77.3,286.1,156.21042,56.900528,60.308403,303.6,298.1,35.797665,53.6,4.5100036,65.96857,7.587318,59.6,6.985419,Equipment1,2018-08-07 14:27:00
59.108017,38.57099,55.481426,1.2259098,12.542001,5.5527296,63.7,7.8246865,3.0179722,305.49783,64.01129,40.680553,77.0,286.5,156.29434,56.89544,60.303318,303.3,298.0,35.797665,53.9,4.5439134,66.056305,7.595795,59.6,6.917599,Equipment1,2018-08-07 14:28:00
59.113106,38.445107,55.48651,1.2249943,12.587777,5.5612073,63.4,7.7907767,2.9840624,304.1886,64.01129,40.66911,77.5,286.1,156.34393,56.89544,60.298233,303.8,298.4,35.797665,53.6,4.476094,66.0296,8.019668,59.3,6.951509,Equipment1,2018-08-07 14:29:00
59.11819,38.658733,55.481426,1.2249943,12.561227,5.5527296,63.8,7.7483892,2.9501526,305.1957,64.01129,40.66148,77.0,286.5,156.39734,56.900528,60.303318,303.2,297.9,35.797665,53.8,4.5439134,66.03723,7.943371,59.8,6.985419,Equipment1,2018-08-07 14:30:00
59.108017,38.63966,55.48651,1.2249943,12.560311,5.5103426,63.5,7.64666,2.9840624,304.65552,64.01129,40.56611,77.3,286.3,156.44693,56.900528,60.303318,303.6,298.3,35.797665,53.7,4.5100036,65.99527,7.8501186,59.5,6.917599,Equipment1,2018-08-07 14:31:00
59.108017,38.60914,55.48651,1.2249943,12.569467,5.5103426,63.5,7.604273,2.9501526,304.7196,64.01638,40.634777,77.3,286.2,156.32104,56.890354,60.303318,303.6,298.3,35.797665,53.6,4.5100036,66.0029,7.8077316,59.4,7.0193286,Equipment1,2018-08-07 14:32:00
59.113106,38.540474,55.481426,1.2249943,12.564889,5.5103426,63.6,7.722957,2.9501526,305.20486,64.01638,40.581367,77.2,286.3,156.42404,56.900528,60.303318,303.4,298.1,35.797665,53.7,4.5100036,66.02197,7.926416,59.5,7.0193286,Equipment1,2018-08-07 14:33:00
59.102932,38.60914,55.47634,1.2240788,12.528267,5.501865,63.7,7.7907767,2.9840624,304.93933,64.0062,40.67674,77.1,286.4,156.48508,56.890354,60.298233,303.3,298.1,35.797665,53.9,4.5439134,66.02197,8.070533,59.6,6.8836894,Equipment1,2018-08-07 14:34:00
59.108017,38.651104,55.471252,1.2240788,12.511787,5.5103426,63.3,7.706002,3.051882,304.75623,64.00112,40.64622,77.5,286.1,156.5385,56.890354,60.303318,303.8,298.5,35.797665,53.7,4.442184,66.05249,8.070533,59.2,6.985419,Equipment1,2018-08-07 14:35:00
59.108017,38.612953,55.47634,1.2240788,12.562142,5.5527296,63.7,7.756867,2.9840624,305.0767,63.996033,40.66148,77.1,286.3,156.62624,56.890354,60.303318,303.3,297.9,35.797665,53.8,4.5100036,66.07538,8.0451,59.7,6.8836894,Equipment1,2018-08-07 14:36:00
59.102932,38.666363,55.466167,1.2240788,12.527351,5.5442524,63.3,7.6890473,3.0179722,304.42664,63.996033,40.691998,77.4,286.1,156.57283,56.88527,60.298233,303.7,298.5,35.797665,53.7,4.476094,66.09445,7.7144794,59.2,6.985419,Equipment1,2018-08-07 14:37:00
59.097843,38.548103,55.461082,1.2240788,12.54017,5.5103426,63.7,7.6975245,3.0179722,305.30557,63.98586,40.585182,77.1,286.3,156.6186,56.88018,60.298233,303.2,298.0,35.797665,53.8,4.5439134,66.121155,7.5788403,59.6,6.951509,Equipment1,2018-08-07 14:38:00
59.097843,38.685436,55.461082,1.2231632,12.53193,5.51882,63.3,7.722957,3.051882,304.34424,63.98586,40.634777,77.5,286.0,156.66057,56.875095,60.293144,303.8,298.5,35.797665,53.6,4.442184,66.09064,7.8840284,59.2,7.0193286,Equipment1,2018-08-07 14:39:00
59.097843,38.670177,55.466167,1.2231632,12.541085,5.5442524,63.8,7.739912,3.0857918,305.14078,63.980774,40.72633,77.0,286.4,156.62242,56.875095,60.303318,303.2,297.9,35.797665,53.9,4.5439134,66.10971,7.7314343,59.7,6.985419,Equipment1,2018-08-07 14:40:00
59.102932,38.666363,55.471252,1.2231632,12.530098,5.5696845,63.4,7.7314343,3.051882,304.8203,63.98586,40.72633,77.4,286.1,156.6186,56.88527,60.303318,303.7,298.4,35.80911,53.7,4.476094,66.03342,7.8246865,59.2,7.087148,Equipment1,2018-08-07 14:41:00
59.102932,38.69688,55.471252,1.2231632,12.570382,5.5612073,63.8,7.765344,3.0857918,304.91187,63.990948,40.756847,77.0,286.3,156.56139,56.890354,60.303318,303.2,297.9,35.797665,53.8,4.577823,66.06775,7.9009833,59.8,6.951509,Equipment1,2018-08-07 14:42:00
59.097843,38.658733,55.471252,1.2231632,12.629892,5.612072,63.7,7.756867,3.0857918,304.29846,63.996033,40.749218,77.2,286.0,156.39352,56.88527,60.303318,303.5,298.0,35.805294,53.6,4.5439134,66.056305,7.8331637,59.8,6.985419,Equipment1,2018-08-07 14:43:00
59.097843,38.70451,55.47634,1.2222476,12.541085,5.578162,63.6,7.773822,3.1536114,305.13162,64.00112,40.749218,77.2,286.2,156.37064,56.88527,60.303318,303.4,298.2,35.8587,53.8,4.5439134,66.09445,7.7314343,59.6,6.917599,Equipment1,2018-08-07 14:44:00
59.113106,38.69688,55.48651,1.2231632,12.596933,5.578162,63.6,7.756867,3.1197016,304.85693,64.00112,40.753033,77.3,286.0,156.43549,56.900528,60.31349,303.6,298.2,35.854885,53.7,4.5439134,66.105896,7.8670735,59.6,6.951509,Equipment1,2018-08-07 14:45:00
