Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,entity,timestamp
58.904564,38.067444,55.36444,1.295491,12.916457,5.7392335,63.1,7.799254,3.0857918,304.56396,63.8587,39.82986,76.7,286.1,152.93736,56.64621,60.079517,302.8,297.0,35.10338,53.6,4.7134624,64.75929,8.002713,58.9,7.2227874,Equipment1,2018-08-07 06:30:00
58.904564,38.197147,55.36444,1.2945755,12.984207,5.6968465,63.4,7.9009833,3.051882,304.58228,63.853615,39.8909,76.3,286.2,152.79622,56.630947,60.079517,302.4,296.4,35.06523,53.7,4.781282,64.778366,8.223126,59.3,7.087148,Equipment1,2018-08-07 06:31:00
58.889305,38.15137,55.349182,1.2945755,12.869764,5.6968465,62.8,7.756867,3.051882,305.20486,63.848526,39.856564,76.9,286.1,152.82292,56.625862,60.079517,303.1,297.3,35.091934,53.6,4.6795526,64.793625,7.3753815,58.6,7.324517,Equipment1,2018-08-07 06:32:00
58.889305,38.09796,55.344093,1.2945755,12.934768,5.6798916,63.3,7.799254,2.9840624,305.1591,63.848526,39.841305,76.3,286.4,152.94118,56.630947,60.079517,302.4,296.4,35.084305,53.8,4.781282,64.801254,8.019668,59.2,7.087148,Equipment1,2018-08-07 06:33:00
58.884216,38.075073,55.354267,1.2945755,12.954909,5.7392335,63.3,7.8077316,3.0179722,304.5182,63.8587,39.83749,76.5,286.2,152.842,56.630947,60.069344,302.6,296.6,35.076675,53.7,4.747372,64.785995,7.8585963,59.2,7.0532384,Equipment1,2018-08-07 06:34:00
58.884216,38.11322,55.354267,1.2936599,12.970474,5.7053237,63.1,7.8331637,3.051882,304.64636,63.8587,39.833675,76.6,286.0,152.64745,56.620777,60.069344,302.8,296.8,35.061417,53.6,4.7134624,64.801254,8.316379,59.0,7.290607,Equipment1,2018-08-07 06:35:00
58.889305,38.12085,55.344093,1.2936599,12.876173,5.6798916,63.1,7.8416414,3.051882,305.28726,63.863785,39.88327,76.5,286.3,152.7657,56.625862,60.069344,302.7,296.9,35.099564,53.7,4.7134624,64.83177,8.367243,59.0,7.1888776,Equipment1,2018-08-07 06:36:00
58.889305,38.155186,55.354267,1.2936599,13.052873,5.815531,63.6,7.909461,3.0179722,303.79492,63.8587,39.90616,76.3,286.2,152.75044,56.61569,60.074432,302.4,296.2,35.099564,53.7,4.8151917,64.78218,8.155307,59.6,7.0193286,Equipment1,2018-08-07 06:37:00
58.89439,38.258183,55.354267,1.2936599,12.991531,5.7222786,63.3,7.8501186,3.1197016,305.53445,63.8587,40.058746,76.5,286.1,152.51012,56.61569,60.05917,302.6,296.6,35.160603,53.7,4.747372,64.793625,7.765344,59.2,7.087148,Equipment1,2018-08-07 06:38:00
58.89439,38.2887,55.36444,1.2936599,12.926528,5.6968465,63.3,7.8840284,3.1197016,305.13162,63.8587,39.97101,76.4,286.3,152.67033,56.630947,60.06426,302.6,296.7,35.229267,53.7,4.747372,64.8127,7.951848,59.2,7.121058,Equipment1,2018-08-07 06:39:00
58.89439,38.29633,55.36444,1.2936599,12.982376,5.7307563,63.2,7.8501186,3.051882,304.9027,63.848526,40.047302,76.6,286.1,152.6856,56.636036,60.069344,302.8,296.7,35.2636,53.6,4.747372,64.82033,8.121397,59.1,7.154968,Equipment1,2018-08-07 06:40:00
58.899475,38.36118,55.359352,1.2936599,12.860609,5.6968465,63.0,7.8331637,3.051882,305.63516,63.848526,39.982452,76.5,286.3,152.8191,56.64112,60.074432,302.7,297.0,35.29793,53.8,4.747372,64.89662,7.6975245,58.9,7.1888776,Equipment1,2018-08-07 06:41:00
58.914734,38.29633,55.384785,1.2936599,12.932937,5.7561884,63.3,7.8331637,2.9840624,305.16824,63.8587,40.115967,76.5,286.3,153.04036,56.66147,60.08969,302.7,296.7,35.29793,53.7,4.747372,64.88136,8.019668,59.2,7.087148,Equipment1,2018-08-07 06:42:00
58.919823,38.300144,55.3797,1.2927443,12.891737,5.7053237,63.0,7.8501186,3.0179722,304.57312,63.868874,40.127415,76.7,286.1,153.11665,56.66147,60.094776,302.9,297.1,35.29793,53.6,4.6795526,64.89281,7.8501186,58.8,7.2227874,Equipment1,2018-08-07 06:43:00
58.914734,38.28107,55.384785,1.2927443,12.898146,5.7222786,63.3,7.8501186,2.9501526,305.3605,63.868874,40.154118,76.4,286.4,153.16624,56.67164,60.094776,302.6,296.7,35.32082,53.8,4.781282,64.930954,8.14683,59.2,7.0532384,Equipment1,2018-08-07 06:44:00
58.914734,38.410774,55.400043,1.2927443,13.041886,5.781621,63.6,7.816209,2.9501526,303.63928,63.868874,40.150303,76.3,286.2,153.06325,56.66147,60.094776,302.5,296.3,35.32082,53.7,4.8151917,64.90425,7.8585963,59.6,7.0193286,Equipment1,2018-08-07 06:45:00
58.919823,38.410774,55.39496,1.2927443,13.063859,5.824008,63.6,7.875551,2.9840624,304.65552,63.868874,40.226597,76.4,286.1,152.66652,56.651295,60.08969,302.6,296.4,35.355152,53.6,4.781282,64.9424,8.214649,59.5,7.0193286,Equipment1,2018-08-07 06:46:00
58.924908,38.45655,55.39496,1.2927443,12.917373,5.645982,63.2,7.8416414,3.0179722,305.63516,63.879047,40.192265,76.5,286.2,152.61693,56.65638,60.094776,302.7,296.9,35.404747,53.8,4.747372,64.95766,8.07901,59.1,7.121058,Equipment1,2018-08-07 06:47:00
58.929993,38.39933,55.384785,1.2927443,12.933852,5.629027,63.1,7.8246865,2.9501526,305.36966,63.87396,40.218967,76.7,286.1,152.89922,56.681812,60.10495,302.9,296.9,35.477226,53.6,4.7134624,65.01106,8.129874,59.0,7.121058,Equipment1,2018-08-07 06:48:00
58.940166,38.39933,55.39496,1.2927443,12.866102,5.6968465,63.1,7.8416414,2.9501526,305.095,63.87396,40.226597,76.5,286.3,153.12428,56.686897,60.110035,302.7,296.9,35.397118,53.8,4.7134624,65.102615,7.782299,59.0,7.121058,Equipment1,2018-08-07 06:49:00
58.945255,38.445107,55.415302,1.2918288,12.959487,5.7053237,63.3,7.756867,2.9162428,304.68298,63.879047,40.16556,76.5,286.3,153.20058,56.686897,60.11512,302.6,296.5,35.404747,53.7,4.747372,65.110245,7.8670735,59.3,7.1888776,Equipment1,2018-08-07 06:50:00
58.95034,38.498512,55.42039,1.2918288,12.853285,5.612072,63.0,7.8331637,2.9840624,305.2781,63.884132,40.26093,76.7,286.2,153.17006,56.69707,60.110035,302.8,297.1,35.461967,53.7,4.6795526,65.16365,8.299423,58.8,7.154968,Equipment1,2018-08-07 06:51:00
58.95034,38.54429,55.42039,1.2918288,12.955825,5.7392335,63.3,7.934893,2.9501526,304.50903,63.894306,40.272373,76.6,286.2,153.33409,56.69707,60.125294,302.7,296.8,35.461967,53.7,4.747372,65.17891,8.129874,59.2,7.256697,Equipment1,2018-08-07 06:52:00
58.945255,38.551918,55.415302,1.2918288,12.987869,5.7731433,63.5,7.951848,2.9840624,304.9668,63.889217,40.306705,76.3,286.3,153.17387,56.70216,60.12021,302.5,296.4,35.549706,53.7,4.781282,65.20943,8.053577,59.4,6.985419,Equipment1,2018-08-07 06:53:00
58.95034,38.490883,55.400043,1.2909132,12.865187,5.629027,62.9,7.8246865,3.051882,305.12247,63.889217,40.299076,76.8,286.1,153.19295,56.70216,60.125294,303.0,297.3,35.507744,53.7,4.6795526,65.23613,8.121397,58.8,7.2227874,Equipment1,2018-08-07 06:54:00
58.960514,38.498512,55.42039,1.2918288,12.932937,5.7222786,63.4,7.909461,2.9501526,305.05838,63.894306,40.329594,76.4,286.4,153.37224,56.71742,60.135468,302.5,296.6,35.4963,53.8,4.747372,65.25521,8.138352,59.3,7.087148,Equipment1,2018-08-07 06:55:00
58.9656,38.54429,55.425476,1.2909132,12.955825,5.7561884,63.4,7.782299,2.9501526,304.68298,63.894306,40.272373,76.5,286.3,153.29213,56.722504,60.135468,302.6,296.6,35.4963,53.8,4.781282,65.28573,7.773822,59.3,6.985419,Equipment1,2018-08-07 06:56:00
58.9656,38.616768,55.43056,1.2909132,12.953994,5.654459,63.1,7.773822,2.9501526,304.52734,63.89939,40.272373,76.7,286.1,153.26161,56.72759,60.14564,302.9,296.9,35.4963,53.6,4.747372,65.28191,7.460156,59.0,7.087148,Equipment1,2018-08-07 06:57:00
58.970684,38.65492,55.43565,1.2909132,12.864271,5.688369,63.1,7.8416414,2.9501526,305.1774,63.904476,40.306705,76.6,286.3,153.29594,56.722504,60.14564,302.7,297.0,35.542076,53.8,4.7134624,65.32769,7.8077316,59.0,7.121058,Equipment1,2018-08-07 06:58:00
58.975773,38.548103,55.43565,1.2909132,12.952163,5.7392335,63.4,7.8670735,2.9162428,304.8844,63.904476,40.348667,76.4,286.3,153.38368,56.732677,60.14564,302.6,296.5,35.584038,53.8,4.747372,65.331505,7.6381826,59.3,7.087148,Equipment1,2018-08-07 06:59:00
58.980858,38.628216,55.44582,1.2909132,12.913711,5.7222786,63.0,7.985758,2.9162428,304.5182,63.904476,40.41352,76.8,286.0,153.41039,56.747936,60.14564,303.0,297.1,35.59548,53.6,4.7134624,65.316246,8.028145,58.9,7.0193286,Equipment1,2018-08-07 07:00:00
58.985943,38.582436,55.44582,1.2899977,12.890821,5.7138014,63.3,7.8670735,2.9840624,305.4246,63.904476,40.44404,76.4,286.4,153.37605,56.747936,60.15581,302.6,296.8,35.660336,53.8,4.747372,65.35058,7.951848,59.2,7.087148,Equipment1,2018-08-07 07:01:00
58.985943,38.57862,55.455994,1.2899977,12.939345,5.7307563,63.3,7.9603257,2.9840624,304.9027,63.909565,40.43641,76.5,286.2,153.41039,56.75302,60.165985,302.7,296.7,35.72137,53.7,4.747372,65.34676,7.926416,59.2,7.0532384,Equipment1,2018-08-07 07:02:00
58.996117,38.673992,55.461082,1.2899977,12.889906,5.7138014,63.0,7.8840284,3.051882,304.7196,63.91465,40.398262,76.8,286.1,153.44853,56.75302,60.1609,303.0,297.2,35.774776,53.7,4.6795526,65.381096,8.129874,58.8,7.2227874,Equipment1,2018-08-07 07:03:00
58.996117,38.666363,55.461082,1.2899977,12.878004,5.7561884,63.3,7.8670735,2.9501526,305.43375,63.91974,40.394447,76.4,286.4,153.52484,56.763195,60.17616,302.6,296.8,35.790035,53.8,4.781282,65.42306,7.8416414,59.2,7.154968,Equipment1,2018-08-07 07:04:00
59.00629,38.780804,55.471252,1.2899977,12.948501,5.781621,63.2,7.8246865,2.9501526,304.39917,63.924824,40.42878,76.6,286.1,153.59732,56.76828,60.186333,302.8,296.8,35.732815,53.6,4.7134624,65.43069,7.799254,59.1,7.121058,Equipment1,2018-08-07 07:05:00
59.00629,38.799877,55.461082,1.2899977,12.8752575,5.629027,63.1,7.799254,2.9840624,305.00345,63.91974,40.451668,76.4,286.3,153.55917,56.763195,60.181244,302.6,296.9,35.755703,53.8,4.7134624,65.49935,7.8501186,59.0,7.154968,Equipment1,2018-08-07 07:06:00
59.001205,38.799877,55.461082,1.2899977,12.919204,5.6968465,63.1,7.8331637,2.9501526,304.4541,63.92991,40.466927,76.7,286.1,153.62402,56.77337,60.181244,302.8,296.9,35.717556,53.7,4.747372,65.47646,8.172262,59.0,7.121058,Equipment1,2018-08-07 07:07:00
59.001205,38.799877,55.47634,1.2890822,12.884413,5.6798916,63.2,7.8501186,2.9840624,304.75623,63.934998,40.512703,76.5,286.3,153.62784,56.77337,60.186333,302.7,296.9,35.759518,53.8,4.747372,65.49172,8.0451,59.1,7.087148,Equipment1,2018-08-07 07:08:00
59.00629,38.799877,55.48651,1.2890822,12.964065,5.747711,63.4,7.8331637,2.9501526,304.68298,63.934998,40.516518,76.4,286.3,153.55536,56.77337,60.186333,302.6,296.5,35.767147,53.7,4.781282,65.48791,7.9772806,59.3,7.087148,Equipment1,2018-08-07 07:09:00
59.011375,38.799877,55.471252,1.2890822,12.890821,5.7053237,63.1,7.8331637,3.0179722,305.05838,63.934998,40.497444,76.7,286.2,153.47905,56.77337,60.191418,302.9,297.0,35.759518,53.7,4.747372,65.53368,7.6636147,59.0,7.154968,Equipment1,2018-08-07 07:10:00
59.011375,38.765545,55.481426,1.2890822,12.970474,5.790098,63.4,7.8416414,2.9840624,304.802,63.924824,40.524147,76.4,286.2,153.50958,56.778454,60.20159,302.6,296.5,35.75189,53.7,4.747372,65.5375,8.070533,59.3,7.0532384,Equipment1,2018-08-07 07:11:00
59.011375,38.788433,55.48651,1.2890822,12.894484,5.6629367,63.1,7.8331637,3.0179722,304.9668,63.924824,40.524147,76.7,286.1,153.54391,56.76828,60.196503,302.9,297.1,35.782406,53.7,4.7134624,65.53368,7.943371,59.0,7.1888776,Equipment1,2018-08-07 07:12:00
59.011375,38.799877,55.481426,1.2890822,12.93843,5.7138014,63.4,7.8670735,2.9501526,305.2415,63.940083,40.585182,76.5,286.3,153.63165,56.788628,60.20159,302.7,296.6,35.797665,53.8,4.781282,65.55657,8.062055,59.3,7.0532384,Equipment1,2018-08-07 07:13:00
59.016464,38.864727,55.4916,1.2881666,12.943923,5.654459,63.3,7.9009833,3.0179722,304.56396,63.940083,40.554665,76.5,286.2,153.58206,56.78354,60.206676,302.6,296.7,35.79385,53.7,4.747372,65.57183,8.180739,59.2,7.154968,Equipment1,2018-08-07 07:14:00
59.02155,38.792248,55.48651,1.2881666,12.947585,5.6968465,63.3,7.8670735,2.9840624,305.00345,63.940083,40.520332,76.6,286.1,153.50577,56.788628,60.206676,302.8,296.7,35.797665,53.7,4.747372,65.60616,7.917938,59.1,7.0193286,Equipment1,2018-08-07 07:15:00
59.02155,38.81132,55.496685,1.2881666,12.886244,5.637504,63.2,7.799254,3.051882,305.1774,63.945168,40.520332,76.5,286.3,153.55917,56.788628,60.21176,302.7,296.9,35.797665,53.8,4.7134624,65.632866,8.121397,59.1,7.087148,Equipment1,2018-08-07 07:16:00
59.026634,38.83421,55.511944,1.2881666,13.02449,5.7053237,63.6,7.943371,3.0179722,304.42664,63.95534,40.516518,76.4,286.2,153.4905,56.7988,60.21685,302.6,296.5,35.797665,53.6,4.781282,65.60235,8.07901,59.6,7.0193286,Equipment1,2018-08-07 07:17:00
59.031723,38.83421,55.511944,1.2881666,12.973221,5.7138014,63.6,7.8331637,3.051882,305.02176,63.945168,40.562294,76.2,286.3,153.30357,56.793713,60.21685,302.4,296.4,35.790035,53.8,4.8151917,65.648125,8.087487,59.6,7.0193286,Equipment1,2018-08-07 07:18:00
59.026634,38.860912,55.517033,1.2881666,12.9897,5.688369,63.4,7.917938,3.051882,304.59143,63.945168,40.497444,76.6,286.1,153.02129,56.788628,60.21176,302.8,296.8,35.790035,53.6,4.747372,65.67864,8.172262,59.3,7.0193286,Equipment1,2018-08-07 07:19:00
59.041893,38.86854,55.50177,1.2881666,12.913711,5.6968465,63.1,7.926416,3.0857918,305.7267,63.95534,40.486,76.8,286.0,153.26924,56.80897,60.21685,303.0,297.1,35.820553,53.6,4.7134624,65.73968,8.163784,59.0,7.121058,Equipment1,2018-08-07 07:20:00
59.036808,38.7541,55.50177,1.2872511,12.817578,5.637504,63.0,7.9009833,3.051882,305.58023,63.950256,40.55848,76.7,286.3,153.66599,56.819145,60.227024,302.9,297.3,35.797665,53.8,4.7134624,65.77402,7.8670735,58.9,7.0532384,Equipment1,2018-08-07 07:21:00
59.04698,38.727398,55.511944,1.2872511,12.90547,5.688369,63.4,7.8585963,2.9501526,304.72876,63.95534,40.52796,76.4,286.3,153.91013,56.82932,60.237194,302.6,296.6,35.797665,53.8,4.781282,65.74349,8.299423,59.3,7.0532384,Equipment1,2018-08-07 07:22:00
59.04698,38.799877,55.527203,1.2872511,12.895399,5.7222786,63.0,7.756867,2.9162428,304.23438,63.95534,40.547035,76.8,286.1,153.7728,56.82932,60.237194,303.0,297.2,35.78622,53.6,4.6795526,65.73586,8.095964,58.9,6.985419,Equipment1,2018-08-07 07:23:00
59.04698,38.715954,55.522118,1.2872511,12.899977,5.7307563,63.4,7.756867,2.882333,305.14993,63.960426,40.596626,76.4,286.4,153.69269,56.82423,60.227024,302.5,296.7,35.79385,53.8,4.781282,65.75113,8.019668,59.3,6.951509,Equipment1,2018-08-07 07:24:00
59.036808,38.597694,55.517033,1.2872511,12.88899,5.645982,62.9,7.7907767,2.882333,304.62805,63.960426,40.57374,76.9,286.0,153.70032,56.82423,60.23211,303.1,297.3,35.797665,53.5,4.6456428,65.720604,8.11292,58.8,7.087148,Equipment1,2018-08-07 07:25:00
59.052067,38.780804,55.522118,1.2872511,12.865187,5.7138014,63.4,7.816209,2.8145134,305.32388,63.965515,40.562294,76.3,286.5,153.86435,56.834404,60.237194,302.5,296.8,35.767147,53.8,4.747372,65.76257,8.002713,59.3,6.985419,Equipment1,2018-08-07 07:26:00
59.057156,38.799877,55.522118,1.2872511,12.863356,5.6798916,62.9,7.7907767,2.882333,304.62805,63.97569,40.569923,76.9,286.0,153.91013,56.834404,60.237194,303.2,297.3,35.709927,53.5,4.6456428,65.74349,7.773822,58.7,7.121058,Equipment1,2018-08-07 07:27:00
59.052067,38.742657,55.517033,1.2863356,12.867933,5.637504,63.3,7.8585963,2.9162428,305.2781,63.9706,40.520332,76.4,286.4,153.98642,56.834404,60.23211,302.6,296.7,35.702297,53.8,4.747372,65.73586,7.909461,59.2,6.985419,Equipment1,2018-08-07 07:28:00
59.052067,38.76173,55.522118,1.2863356,12.867933,5.645982,63.0,7.8840284,2.9162428,304.28015,63.9706,40.512703,76.8,286.0,153.95972,56.82932,60.23211,303.0,297.2,35.702297,53.6,4.6795526,65.65957,7.8840284,58.9,7.0193286,Equipment1,2018-08-07 07:29:00
59.04698,38.773174,55.517033,1.2863356,12.903639,5.6798916,63.4,7.8331637,2.8484232,304.97595,63.965515,40.554665,76.4,286.3,153.88342,56.819145,60.23211,302.6,296.7,35.702297,53.7,4.747372,65.63668,8.036623,59.3,6.985419,Equipment1,2018-08-07 07:30:00
59.04698,38.78462,55.527203,1.2863356,12.940261,5.764666,63.2,7.8416414,2.8484232,304.58228,63.960426,40.539406,76.7,286.1,153.79568,56.82423,60.23211,302.9,296.9,35.755703,53.5,4.7134624,65.61379,7.968803,59.1,7.087148,Equipment1,2018-08-07 07:31:00
59.06224,38.799877,55.517033,1.2863356,12.87892,5.7053237,63.4,7.8077316,2.882333,305.29642,63.960426,40.562294,76.4,286.4,153.7461,56.82932,60.237194,302.6,296.8,35.709927,53.7,4.781282,65.62142,7.816209,59.3,6.951509,Equipment1,2018-08-07 07:32:00
59.06224,38.773174,55.517033,1.2863356,12.885328,5.645982,63.0,7.8840284,2.882333,304.69214,63.95534,40.547035,76.8,286.1,153.70032,56.834404,60.242283,303.0,297.1,35.698483,53.5,4.6795526,65.62142,7.909461,58.9,7.087148,Equipment1,2018-08-07 07:33:00
59.06224,38.780804,55.522118,1.2854201,12.851454,5.654459,63.3,7.773822,2.882333,305.3605,63.95534,40.55085,76.5,286.5,153.84528,56.834404,60.237194,302.6,296.8,35.79385,53.7,4.747372,65.69009,8.180739,59.2,7.0193286,Equipment1,2018-08-07 07:34:00
59.06224,38.68162,55.527203,1.2854201,12.891737,5.688369,63.1,7.739912,2.9162428,304.36255,63.95534,40.486,76.8,286.1,153.95972,56.82932,60.237194,303.0,297.1,35.759518,53.5,4.6795526,65.648125,7.8585963,59.0,7.121058,Equipment1,2018-08-07 07:35:00
59.057156,38.708324,55.527203,1.2854201,12.993362,5.7053237,63.7,7.722957,2.8145134,304.3717,63.950256,40.455482,76.2,286.3,153.73465,56.82423,60.237194,302.4,296.3,35.78622,53.6,4.8491015,65.62905,7.8246865,59.7,6.917599,Equipment1,2018-08-07 07:36:00
59.052067,38.731213,55.522118,1.2854201,13.061112,5.764666,63.9,7.875551,2.9162428,304.39917,63.960426,40.497444,76.2,286.3,153.27687,56.793713,60.23211,302.4,296.2,35.698483,53.7,4.8151917,65.62524,8.248559,59.9,6.8497796,Equipment1,2018-08-07 07:37:00
59.057156,38.700695,55.517033,1.2854201,12.888075,5.620549,63.1,7.7907767,2.9162428,305.66263,63.95534,40.50126,76.9,286.2,153.1281,56.793713,60.227024,303.1,297.3,35.698483,53.6,4.6795526,65.63668,7.968803,59.0,7.121058,Equipment1,2018-08-07 07:38:00
59.06224,38.708324,55.50686,1.2854201,12.902723,5.7222786,63.4,7.773822,2.8145134,305.63516,63.965515,40.474556,76.5,286.4,153.50577,56.81406,60.242283,302.7,296.7,35.767147,53.7,4.7134624,65.60235,7.8331637,59.3,7.0532384,Equipment1,2018-08-07 07:39:00
59.06224,38.68162,55.511944,1.2854201,12.818494,5.645982,62.9,7.8077316,2.882333,305.04007,63.95534,40.424965,76.9,286.1,153.68887,56.819145,60.242283,303.1,297.5,35.698483,53.6,4.6456428,65.583275,8.070533,58.8,7.1888776,Equipment1,2018-08-07 07:40:00
59.057156,38.60914,55.511944,1.2854201,12.902723,5.6798916,63.4,7.773822,2.9162428,304.8203,63.950256,40.42878,76.3,286.3,153.93683,56.82423,60.237194,302.5,296.6,35.698483,53.7,4.781282,65.61761,7.892506,59.3,7.0193286,Equipment1,2018-08-07 07:41:00
59.052067,38.693066,55.527203,1.2845044,13.043717,5.7561884,63.8,7.909461,2.9162428,303.56604,63.940083,40.46311,76.3,286.1,153.63547,56.80897,60.227024,302.4,296.2,35.698483,53.7,4.781282,65.61761,8.053577,59.7,7.0193286,Equipment1,2018-08-07 07:42:00
59.041893,38.799877,55.522118,1.2845044,13.060197,5.7731433,63.8,7.892506,2.9501526,304.58228,63.934998,40.497444,76.3,286.1,153.05943,56.778454,60.221935,302.4,296.3,35.698483,53.7,4.8151917,65.697716,8.155307,59.8,6.917599,Equipment1,2018-08-07 07:43:00
59.052067,38.78462,55.50686,1.2845044,12.974136,5.7053237,63.6,7.892506,2.9840624,305.51614,63.92991,40.474556,76.3,286.1,152.87633,56.778454,60.221935,302.5,296.5,35.698483,53.7,4.781282,65.70916,8.01119,59.5,6.985419,Equipment1,2018-08-07 07:44:00
59.052067,38.693066,55.50177,1.2845044,12.89723,5.7053237,63.0,7.8670735,3.0179722,305.25064,63.934998,40.440224,76.9,285.9,153.20058,56.788628,60.21685,303.1,297.2,35.698483,53.6,4.6456428,65.720604,7.8416414,58.9,7.154968,Equipment1,2018-08-07 07:45:00
59.052067,38.685436,55.50177,1.2845044,12.847792,5.637504,63.3,7.8331637,2.9840624,305.5894,63.934998,40.41352,76.4,286.3,153.52103,56.793713,60.221935,302.6,297.0,35.702297,53.8,4.7134624,65.74349,7.892506,59.2,7.0532384,Equipment1,2018-08-07 07:46:00
59.04698,38.624397,55.50177,1.2845044,12.932021,5.7392335,63.3,7.875551,2.9840624,304.50903,63.924824,40.424965,76.6,286.1,153.64691,56.7988,60.23211,302.7,296.8,35.698483,53.7,4.7134624,65.73586,7.8670735,59.2,7.0532384,Equipment1,2018-08-07 07:47:00
59.04698,38.433662,55.50686,1.2835889,12.83772,5.6629367,63.1,7.8670735,3.0179722,305.02176,63.924824,40.363926,76.7,286.2,153.5935,56.793713,60.227024,302.9,297.1,35.698483,53.8,4.7134624,65.77783,8.104443,59.0,7.087148,Equipment1,2018-08-07 07:48:00
59.052067,38.59388,55.50177,1.2835889,12.919204,5.764666,63.5,7.909461,2.9501526,304.9668,63.924824,40.459297,76.4,286.2,153.67743,56.793713,60.227024,302.7,296.6,35.698483,53.8,4.747372,65.81598,8.197694,59.4,6.951509,Equipment1,2018-08-07 07:49:00
59.04698,38.666363,55.50177,1.2835889,12.8542,5.688369,63.1,7.8331637,2.9840624,304.7013,63.92991,40.432594,76.8,286.0,153.6965,56.793713,60.23211,302.9,297.2,35.698483,53.6,4.6795526,65.861755,7.782299,59.0,7.154968,Equipment1,2018-08-07 07:50:00
59.052067,38.685436,55.50177,1.2835889,12.906386,5.7053237,63.4,7.875551,3.0179722,305.06754,63.934998,40.440224,76.4,286.2,153.7232,56.793713,60.23211,302.6,296.7,35.698483,53.7,4.747372,65.89227,7.943371,59.4,6.985419,Equipment1,2018-08-07 07:51:00
59.052067,38.685436,55.50686,1.2835889,12.920119,5.6798916,63.4,7.799254,3.1536114,304.68298,63.934998,40.348667,76.6,286.2,153.79568,56.7988,60.242283,302.8,296.9,35.694668,53.7,4.7134624,65.85031,7.756867,59.3,7.087148,Equipment1,2018-08-07 07:52:00
59.04698,38.63203,55.496685,1.2835889,12.945754,5.764666,63.3,7.816209,3.1197016,304.77454,63.934998,40.394447,76.6,286.0,153.60876,56.793713,60.242283,302.9,296.9,35.740444,53.6,4.747372,65.88464,7.926416,59.3,7.0193286,Equipment1,2018-08-07 07:53:00
59.04698,38.63966,55.50177,1.2826734,12.879835,5.6968465,63.3,7.765344,3.1197016,305.35135,63.934998,40.402077,76.6,286.3,153.57062,56.788628,60.23211,302.7,296.9,35.725185,53.7,4.7134624,65.89609,8.375721,59.2,6.985419,Equipment1,2018-08-07 07:54:00
59.04698,38.68162,55.496685,1.2835889,12.867018,5.645982,63.1,7.7144794,3.051882,304.95764,63.92991,40.455482,76.8,286.1,153.65836,56.788628,60.23211,303.0,297.2,35.698483,53.6,4.7134624,65.8999,7.926416,59.0,7.087148,Equipment1,2018-08-07 07:55:00
59.052067,38.69688,55.50177,1.2826734,12.876173,5.7138014,63.4,7.8585963,2.9840624,305.1591,63.934998,40.424965,76.4,286.5,153.79568,56.803886,60.23211,302.6,296.6,35.683224,53.8,4.747372,65.918976,7.8246865,59.4,7.0193286,Equipment1,2018-08-07 07:56:00
59.052067,38.68925,55.50686,1.2826734,12.871595,5.7053237,63.1,7.8840284,3.0857918,304.46326,63.934998,40.383003,76.9,286.0,153.81857,56.7988,60.237194,303.1,297.3,35.65652,53.6,4.6795526,65.926605,8.11292,59.0,7.0193286,Equipment1,2018-08-07 07:57:00
59.052067,38.69688,55.517033,1.2826734,12.955825,5.781621,63.8,7.9009833,2.882333,304.54565,63.92991,40.42115,76.1,286.5,153.78424,56.7988,60.23211,302.3,296.2,35.622185,53.8,4.8491015,65.92279,8.138352,59.8,6.8836894,Equipment1,2018-08-07 07:58:00
59.052067,38.69688,55.517033,1.2826734,13.011673,5.688369,63.5,7.816209,2.7806036,304.271,63.91465,40.40589,76.6,286.2,153.35316,56.77337,60.221935,302.8,296.6,35.59548,53.6,4.7134624,65.90753,7.9772806,59.5,6.951509,Equipment1,2018-08-07 07:59:00
59.04698,38.69688,55.50686,1.2826734,12.895399,5.629027,63.5,7.816209,2.882333,305.51614,63.91465,40.348667,76.5,286.4,153.21202,56.77337,60.21685,302.6,296.8,35.61837,53.7,4.747372,65.92279,7.6551375,59.4,6.951509,Equipment1,2018-08-07 08:00:00
59.04698,38.69688,55.496685,1.2826734,12.941176,5.781621,63.4,7.816209,2.8484232,305.04922,63.91465,40.36011,76.6,286.2,153.36461,56.77337,60.21176,302.8,296.8,35.614555,53.5,4.7134624,65.869385,7.706002,59.4,7.0193286,Equipment1,2018-08-07 08:01:00
59.04698,38.69688,55.4916,1.2817578,12.880751,5.6629367,63.2,7.6890473,2.8484232,304.89355,63.91465,40.321964,76.7,286.2,153.50195,56.778454,60.221935,303.0,297.1,35.587852,53.5,4.6795526,65.76639,7.722957,59.1,7.154968,Equipment1,2018-08-07 08:02:00
59.04698,38.69688,55.496685,1.2817578,12.873426,5.629027,63.4,7.773822,2.8484232,305.507,63.91974,40.42878,76.5,286.5,153.63165,56.793713,60.227024,302.7,296.9,35.67941,53.7,4.747372,65.74349,7.943371,59.4,7.087148,Equipment1,2018-08-07 08:03:00
